,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,BRUKSAREAL_TOTALT,KOMMUNE_NR_ADR,KOMMUNE_NAVN_ADR,ADRESSE_ID,GATENAVN,GATENAVNKODE,HUSNUMMER,BOKSTAV,UNDERNUMMER,POST_NR,POSTSTED
3900000,3001,HALDEN,145037328,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,0.0,,,237721757.0,Båstadlundveien,1840.0,5.0,,,1781.0,HALDEN
3900001,3001,HALDEN,145037336,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,0.0,,,237721761.0,Båstadlundveien,1840.0,7.0,B,,1781.0,HALDEN
3900002,3001,HALDEN,145037298,0,111.0,Enebolig,BR,Bygning revet/brent,10101,10101,10101,0.0,,,237721763.0,Båstadlundveien,1840.0,9.0,B,,1781.0,HALDEN
3900003,3001,HALDEN,145037301,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,0.0,,,237721760.0,Båstadlundveien,1840.0,7.0,,,1781.0,HALDEN
3900004,3001,HALDEN,145037263,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,0.0,,,237721771.0,Båstadlundveien,1840.0,19.0,,,1781.0,HALDEN
3900005,3001,HALDEN,145037271,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,0.0,,,,,,,,,,
3900006,3001,HALDEN,145037247,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,0.0,,,237721773.0,Båstadlundveien,1840.0,19.0,B,,1781.0,HALDEN
3900007,3001,HALDEN,145037255,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,0.0,,,237721772.0,Båstadlundveien,1840.0,19.0,A,,1781.0,HALDEN
3900008,3001,HALDEN,145037409,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,44.0,,,,,,,,,,
3900009,3001,HALDEN,145037417,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,0.0,,,237721703.0,Busterudkleiva,1800.0,23.0,,,1782.0,HALDEN
3900010,3001,HALDEN,145037387,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,0.0,,,237721701.0,Busterudkleiva,1800.0,21.0,,,1782.0,HALDEN
3900011,3001,HALDEN,145037395,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,0.0,,,,,,,,,,
3900012,3001,HALDEN,145037360,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,0.0,,,,,,,,,,
3900013,3001,HALDEN,145037379,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,30.0,,,,,,,,,,
3900014,3001,HALDEN,145037344,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,0.0,,,237721762.0,Båstadlundveien,1840.0,9.0,,,1781.0,HALDEN
3900015,3001,HALDEN,145037352,0,112.0,Enebolig m/hybel/sokkelleil.,TB,Tatt i bruk,10101,10101,10101,0.0,,,237721767.0,Båstadlundveien,1840.0,15.0,,,1781.0,HALDEN
3900016,3001,HALDEN,145037220,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,0.0,,,,,,,,,,
3900017,3001,HALDEN,145037239,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,0.0,,,237721774.0,Båstadlundveien,1840.0,19.0,C,,1781.0,HALDEN
3900018,3001,HALDEN,145037204,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,0.0,,,237732829.0,Søsterveien,6660.0,17.0,,,1781.0,HALDEN
3900019,3001,HALDEN,145037212,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,0.0,,,237721765.0,Båstadlundveien,1840.0,13.0,,,1781.0,HALDEN
3900020,3001,HALDEN,145037182,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,0.0,,,,,,,,,,
