,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,BRUKSAREAL_TOTALT,KOMMUNE_NR_ADR,KOMMUNE_NAVN_ADR,ADRESSE_ID,GATENAVN,GATENAVNKODE,HUSNUMMER,BOKSTAV,UNDERNUMMER,POST_NR,POSTSTED
770000,3407,GJØVIK,155664932,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,406.0,,,48679341.0,Øverbyvegen,5160.0,75.0,,,2819.0,GJØVIK
770001,3407,GJØVIK,155664940,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,186.0,,,48680754.0,Øverbyvegen,5160.0,77.0,,,2819.0,GJØVIK
770002,3407,GJØVIK,155664959,0,181.0,Garasjeuthus anneks til bolig,BR,Bygning revet/brent,10101,10101,10101,0.0,,,,,,,,,,
770003,3407,GJØVIK,155664967,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,0.0,,,48680778.0,Øverbyvegen,5160.0,89.0,,,2819.0,GJØVIK
770004,3407,GJØVIK,155664894,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,31.0,,,,,,,,,,
770005,3407,GJØVIK,155664908,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,40.0,,,,,,,,,,
770006,3407,GJØVIK,155664916,0,112.0,Enebolig m/hybel/sokkelleil.,TB,Tatt i bruk,10101,10101,10101,342.0,,,48666550.0,Sagringen,4120.0,8.0,,,2819.0,GJØVIK
770007,3407,GJØVIK,155664924,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,298.0,,,48666548.0,Sagringen,4120.0,6.0,,,2819.0,GJØVIK
770008,3407,GJØVIK,155664991,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,42.0,,,,,,,,,,
770009,3407,GJØVIK,155665009,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,198.0,,,48681464.0,Øverbyvegen,5160.0,106.0,,,2819.0,GJØVIK
770010,3407,GJØVIK,155665017,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,274.0,,,48667577.0,Torke terrasse,4800.0,34.0,,,2819.0,GJØVIK
770011,3407,GJØVIK,155665025,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,99.0,,,48668106.0,Vesleengvegen,5020.0,12.0,,,2819.0,GJØVIK
770012,3407,GJØVIK,155664975,0,723.0,Rehabiliter.institusjon.kurbad,TB,Tatt i bruk,10101,10101,10101,700.0,,,48680779.0,Øverbyvegen,5160.0,91.0,,,2819.0,GJØVIK
770013,3407,GJØVIK,155664975,1,723.0,Rehabiliter.institusjon.kurbad,TB,Tatt i bruk,19951101,19951115,19960815,700.0,,,,,,,,,,
770014,3407,GJØVIK,155664983,0,723.0,Rehabiliter.institusjon.kurbad,BU,Bygningsnummer utgått,10101,10101,10101,0.0,,,,,,,,,,
770015,3407,GJØVIK,155664762,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,23.0,,,,,,,,,,
770016,3407,GJØVIK,155664770,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,30.0,,,,,,,,,,
770017,3407,GJØVIK,155664789,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,320.0,,,48666545.0,Sagringen,4120.0,1.0,,,2819.0,GJØVIK
770018,3407,GJØVIK,155664797,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,206.0,,,48666546.0,Sagringen,4120.0,3.0,,,2819.0,GJØVIK
770019,3407,GJØVIK,155664711,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,163.0,,,48667046.0,Smiuringen,4380.0,2.0,,,2819.0,GJØVIK
770020,3407,GJØVIK,155664738,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,321.0,,,48667047.0,Smiuringen,4380.0,3.0,,,2819.0,GJØVIK
770021,3407,GJØVIK,155664746,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,369.0,,,48680777.0,Øverbyvegen,5160.0,64.0,,,2819.0,GJØVIK
770022,3407,GJØVIK,155664754,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,124.0,,,48679340.0,Øverbyvegen,5160.0,63.0,,,2819.0,GJØVIK
770023,3407,GJØVIK,155664843,0,181.0,Garasjeuthus anneks til bolig,BR,Bygning revet/brent,10101,10101,10101,0.0,,,,,,,,,,
770024,3407,GJØVIK,155664851,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,189.0,,,48666553.0,Sagringen,4120.0,11.0,,,2819.0,GJØVIK
770025,3407,GJØVIK,155664878,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,231.0,,,48666555.0,Sagringen,4120.0,13.0,,,2819.0,GJØVIK
770026,3407,GJØVIK,155664886,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,429.0,,,48666554.0,Sagringen,4120.0,12.0,,,2819.0,GJØVIK
770027,3407,GJØVIK,155664800,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,186.0,,,48666547.0,Sagringen,4120.0,5.0,,,2819.0,GJØVIK
770028,3407,GJØVIK,155664819,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,19.0,,,,,,,,,,
770029,3407,GJØVIK,155664827,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,241.0,,,48666549.0,Sagringen,4120.0,7.0,,,2819.0,GJØVIK
770030,3407,GJØVIK,155664835,0,181.0,Garasjeuthus anneks til bolig,BR,Bygning revet/brent,10101,10101,10101,0.0,,,,,,,,,,
770031,3407,GJØVIK,155664606,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,179.0,,,48667556.0,Torke terrasse,4800.0,9.0,,,2819.0,GJØVIK
770032,3407,GJØVIK,155664614,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,234.0,,,48667554.0,Torke terrasse,4800.0,7.0,,,2819.0,GJØVIK
770033,3407,GJØVIK,155664622,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,185.0,,,48667553.0,Torke terrasse,4800.0,5.0,,,2819.0,GJØVIK
770034,3407,GJØVIK,155664630,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,154.0,,,48667550.0,Torke terrasse,4800.0,3.0,,,2819.0,GJØVIK
770035,3407,GJØVIK,155664568,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,168.0,,,48667563.0,Torke terrasse,4800.0,16.0,,,2819.0,GJØVIK
770036,3407,GJØVIK,155664576,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,30.0,,,,,,,,,,
770037,3407,GJØVIK,155664584,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,208.0,,,48667560.0,Torke terrasse,4800.0,13.0,,,2819.0,GJØVIK
770038,3407,GJØVIK,155664592,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,193.0,,,48667558.0,Torke terrasse,4800.0,11.0,,,2819.0,GJØVIK
770039,3407,GJØVIK,155664665,0,121.0,"Tomannsbolig, vertikaldelt",TB,Tatt i bruk,10101,10101,10101,236.0,,,48667551.0,Torke terrasse,4800.0,4.0,,,2819.0,GJØVIK
770040,3407,GJØVIK,155664673,0,121.0,"Tomannsbolig, vertikaldelt",TB,Tatt i bruk,10101,10101,10101,183.0,,,48667552.0,Torke terrasse,4800.0,4.0,A,,2819.0,GJØVIK
770041,3407,GJØVIK,155664681,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,39.0,,,,,,,,,,
770042,3407,GJØVIK,155664703,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,77.0,,,,,,,,,,
770043,3407,GJØVIK,155664649,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,18.0,,,,,,,,,,
770044,3407,GJØVIK,155664657,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,308.0,,,48667549.0,Torke terrasse,4800.0,1.0,,,2819.0,GJØVIK
770045,3407,GJØVIK,155664657,1,111.0,Enebolig,TB,Tatt i bruk,20011004,20011104,20020601,47.0,,,48667549.0,Torke terrasse,4800.0,1.0,,,2819.0,GJØVIK
770046,3407,GJØVIK,155664479,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,154.0,,,48665108.0,Nerby terrasse,3620.0,13.0,,,2819.0,GJØVIK
770047,3407,GJØVIK,155664487,0,111.0,Enebolig,TB,Tatt i bruk,10101,19620824,19620824,247.0,,,48665106.0,Nerby terrasse,3620.0,9.0,,,2819.0,GJØVIK
770048,3407,GJØVIK,155664495,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,18.0,,,,,,,,,,
770049,3407,GJØVIK,155664509,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,218.0,,,48667555.0,Torke terrasse,4800.0,8.0,,,2819.0,GJØVIK
770050,3407,GJØVIK,155664436,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,241.0,,,48665111.0,Nerby terrasse,3620.0,17.0,,,2819.0,GJØVIK
770051,3407,GJØVIK,155664444,0,181.0,Garasjeuthus anneks til bolig,GR,Bygning godkjent for riving/brenning,10101,10101,10101,22.0,,,,,,,,,,
770052,3407,GJØVIK,155664452,0,121.0,"Tomannsbolig, vertikaldelt",BU,Bygningsnummer utgått,10101,10101,10101,110.0,,,48665111.0,Nerby terrasse,3620.0,17.0,,,2819.0,GJØVIK
770053,3407,GJØVIK,155664460,0,121.0,"Tomannsbolig, vertikaldelt",TB,Tatt i bruk,10101,10101,10101,116.0,,,48686517.0,Nerby terrasse,3620.0,19.0,A,,2819.0,GJØVIK
770054,3407,GJØVIK,155664525,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,277.0,,,48667557.0,Torke terrasse,4800.0,10.0,,,2819.0,GJØVIK
770055,3407,GJØVIK,155664533,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,171.0,,,48667559.0,Torke terrasse,4800.0,12.0,,,2819.0,GJØVIK
770056,3407,GJØVIK,155664541,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,176.0,,,48667561.0,Torke terrasse,4800.0,14.0,,,2819.0,GJØVIK
770057,3407,GJØVIK,155664509,1,111.0,Enebolig,TB,Tatt i bruk,20020530,20020630,20020630,11.0,,,,,,,,,,
770058,3407,GJØVIK,155664509,2,111.0,Enebolig,FA,Ferdigattest,20070328,20070328,10101,51.0,,,,,,,,,,
770059,3407,GJØVIK,155664517,0,181.0,Garasjeuthus anneks til bolig,BR,Bygning revet/brent,10101,10101,20010728,0.0,,,,,,,,,,
770060,3407,GJØVIK,155664304,0,111.0,Enebolig,TB,Tatt i bruk,10101,19680619,19680619,307.0,,,48665113.0,Nerby terrasse,3620.0,23.0,,,2819.0,GJØVIK
770061,3407,GJØVIK,155664312,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,19680619,19680619,25.0,,,,,,,,,,
770062,3407,GJØVIK,155664320,0,121.0,"Tomannsbolig, vertikaldelt",TB,Tatt i bruk,10101,10101,10101,149.0,,,48690607.0,Nerby terrasse,3620.0,21.0,A,,2819.0,GJØVIK
770063,3407,GJØVIK,155664282,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,22.0,,,,,,,,,,
770064,3407,GJØVIK,155664290,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,250.0,,,48667574.0,Torke terrasse,4800.0,28.0,,,2819.0,GJØVIK
770065,3407,GJØVIK,155664290,1,111.0,Enebolig,TB,Tatt i bruk,19981118,19981218,19981218,42.0,,,48667574.0,Torke terrasse,4800.0,28.0,,,2819.0,GJØVIK
770066,3407,GJØVIK,155664371,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,210.0,,,48667566.0,Torke terrasse,4800.0,18.0,,,2819.0,GJØVIK
770067,3407,GJØVIK,155664398,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,33.0,,,,,,,,,,
770068,3407,GJØVIK,155664401,0,121.0,"Tomannsbolig, vertikaldelt",TB,Tatt i bruk,10101,10101,10101,143.0,,,48665109.0,Nerby terrasse,3620.0,15.0,,,2819.0,GJØVIK
770069,3407,GJØVIK,155664428,0,121.0,"Tomannsbolig, vertikaldelt",TB,Tatt i bruk,10101,10101,10101,143.0,,,48665110.0,Nerby terrasse,3620.0,15.0,B,,2819.0,GJØVIK
770070,3407,GJØVIK,155664339,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,178.0,,,48667572.0,Torke terrasse,4800.0,24.0,,,2819.0,GJØVIK
770071,3407,GJØVIK,155664347,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,162.0,,,48667570.0,Torke terrasse,4800.0,22.0,,,2819.0,GJØVIK
770072,3407,GJØVIK,155664355,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,20110314,16.0,,,,,,,,,,
770073,3407,GJØVIK,155664363,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,222.0,,,48667568.0,Torke terrasse,4800.0,20.0,,,2819.0,GJØVIK
770074,3407,GJØVIK,155670320,0,122.0,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,10101,263.0,,,48685416.0,Kiellands gate,2900.0,24.0,,,2819.0,GJØVIK
770075,3407,GJØVIK,155670339,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,18.0,,,,,,,,,,
770076,3407,GJØVIK,155670347,0,122.0,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,10101,265.0,,,48685415.0,Kiellands gate,2900.0,22.0,,,2819.0,GJØVIK
770077,3407,GJØVIK,155670355,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,305.0,,,48667713.0,Trondhjemsvegen,4900.0,44.0,,,2819.0,GJØVIK
770078,3407,GJØVIK,155670282,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,189.0,,,48685431.0,Kiellands gate,2900.0,32.0,,,2819.0,GJØVIK
770079,3407,GJØVIK,155670290,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,308.0,,,48685430.0,Kiellands gate,2900.0,30.0,,,2819.0,GJØVIK
770080,3407,GJØVIK,155670304,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,17.0,,,,,,,,,,
770081,3407,GJØVIK,155670312,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,211.0,,,48667720.0,Kiellands gate,2900.0,26.0,,,2819.0,GJØVIK
770082,3407,GJØVIK,155664258,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,25.0,,,,,,,,,,
770083,3407,GJØVIK,155664266,0,121.0,"Tomannsbolig, vertikaldelt",TB,Tatt i bruk,10101,10101,10101,119.0,,,48686521.0,Nerby terrasse,3620.0,27.0,A,,2819.0,GJØVIK
770084,3407,GJØVIK,155664274,0,111.0,Enebolig,BR,Bygning revet/brent,10101,10101,10101,214.0,,,48686519.0,Nerby terrasse,3620.0,25.0,,,2819.0,GJØVIK
770085,3407,GJØVIK,155670363,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,281.0,,,48688720.0,Trondhjemsvegen,4900.0,42.0,,,2819.0,GJØVIK
770086,3407,GJØVIK,155670363,1,111.0,Enebolig,FA,Ferdigattest,20040608,20040608,20070504,104.0,,,,,,,,,,
770087,3407,GJØVIK,155664223,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,238.0,,,48665114.0,Nerby terrasse,3620.0,24.0,,,2819.0,GJØVIK
770088,3407,GJØVIK,155664231,0,111.0,Enebolig,TB,Tatt i bruk,10101,19610522,19610522,221.0,,,48665117.0,Nerby terrasse,3620.0,29.0,,,2819.0,GJØVIK
