,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,BRUKSAREAL_TOTALT,KOMMUNE_NR_ADR,KOMMUNE_NAVN_ADR,ADRESSE_ID,GATENAVN,GATENAVNKODE,HUSNUMMER,BOKSTAV,UNDERNUMMER,POST_NR,POSTSTED
4970000,5035,STJØRDAL,300368291,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,20211203,38.0,,,,,,,,,,
4970001,5035,STJØRDAL,300368293,0,181.0,Garasjeuthus anneks til bolig,MT,Meldingssak registrer tiltak,10101,10101,10101,43.0,,,,,,,,,,
4970002,5025,RØROS,300367748,0,182.0,Garasjeuth.anneks til fritidb,TB,Tatt i bruk,10101,10101,10101,0.0,,,,,,,,,,
4970003,5035,STJØRDAL,300368298,0,241.0,Hus for dyr/landbr.lager/silo,BU,Bygningsnummer utgått,10101,10101,10101,76.0,,,,,,,,,,
4970004,4203,ARENDAL,300368235,0,161.0,Fritidsbygg(hyttersommerh. ol,FA,Ferdigattest,20121214,20140314,10101,119.0,,,455504168.0,Våjeveien,13548.0,174.0,,,4810.0,EYDEHAVN
4970005,4213,TVEDESTRAND,300368153,0,111.0,Enebolig,MB,Midlertidig brukstillatelse,10101,20130426,10101,176.0,,,364929239.0,Gamle Songevei,1184.0,115.0,,,4909.0,SONGE
4970006,3453,ØYSTRE SLIDRE,300367835,0,182.0,Garasjeuth.anneks til fritidb,TB,Tatt i bruk,10101,20130423,20170801,18.0,,,,,,,,,,
4970007,3422,ÅMOT,300368247,0,161.0,Fritidsbygg(hyttersommerh. ol,TB,Tatt i bruk,10101,20130502,20190912,91.8,,,455138103.0,Bekkedalsveien,7170.0,8.0,,,2460.0,OSEN
4970008,3039,FLÅ,300367652,0,161.0,Fritidsbygg(hyttersommerh. ol,FA,Ferdigattest,20130429,20130429,10101,74.0,,,195860621.0,Kulusetvegen,5110.0,57.0,,,3539.0,FLÅ
4970009,3025,ASKER,300367938,0,181.0,Garasjeuthus anneks til bolig,FA,Ferdigattest,10101,20130422,10101,40.0,,,,,,,,,,
4970010,1120,KLEPP,300367740,0,999.0,,MT,Meldingssak registrer tiltak,10101,10101,10101,0.0,,,,,,,,,,
4970011,5025,RØROS,300367774,0,182.0,Garasjeuth.anneks til fritidb,TB,Tatt i bruk,10101,10101,10101,0.0,,,,,,,,,,
4970012,3041,GOL,300367647,0,181.0,Garasjeuthus anneks til bolig,FA,Ferdigattest,20130429,20130705,10101,207.0,,,,,,,,,,
4970013,3025,ASKER,149934863,1,111.0,Enebolig,IG,Igangsettingstillatelse,10101,20130424,10101,1.0,,,,,,,,,,
4970014,3030,LILLESTRØM,300368268,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,15.0,,,,,,,,,,
4970015,3825,VINJE,166546079,1,161.0,Fritidsbygg(hyttersommerh. ol,IG,Igangsettingstillatelse,10101,20130430,10101,24.7,,,,,,,,,,
4970016,301,OSLO,300368257,0,181.0,Garasjeuthus anneks til bolig,FA,Ferdigattest,10101,20130402,10101,32.0,,,,,,,,,,
4970017,1149,KARMØY,300368187,0,181.0,Garasjeuthus anneks til bolig,FA,Ferdigattest,20130426,20140122,10101,109.0,,,,,,,,,,
4970018,1149,KARMØY,300368046,0,111.0,Enebolig,FA,Ferdigattest,10101,20130426,10101,165.0,,,303051797.0,Melandbakken,1738.0,61.0,,,4265.0,HÅVIK
4970019,3007,RINGERIKE,300368147,0,161.0,Fritidsbygg(hyttersommerh. ol,FA,Ferdigattest,10101,10101,10101,39.0,,,455088096.0,Hedalsveien,10060.0,108.0,,,3524.0,NES I ÅDAL
4970020,3014,INDRE ØSTFOLD,300367753,0,121.0,"Tomannsbolig, vertikaldelt",FA,Ferdigattest,10101,20130423,10101,184.0,,,144614056.0,Steinhuggerveien,1102.0,19.0,,,1820.0,SPYDEBERG
4970021,301,OSLO,300367889,0,121.0,"Tomannsbolig, vertikaldelt",FA,Ferdigattest,20130422,20160704,10101,208.0,,,457040151.0,Holmenkollveien,13070.0,88.0,,,784.0,OSLO
4970022,5035,STJØRDAL,300368286,0,181.0,Garasjeuthus anneks til bolig,MT,Meldingssak registrer tiltak,10101,10101,10101,46.0,,,,,,,,,,
4970023,3035,EIDSVOLL,300368081,0,121.0,"Tomannsbolig, vertikaldelt",FA,Ferdigattest,10101,20130430,10101,125.0,,,476708575.0,Gamle Fossenvegen,10290.0,1.0,A,,2080.0,EIDSVOLL
4970024,5035,STJØRDAL,300368288,0,181.0,Garasjeuthus anneks til bolig,MT,Meldingssak registrer tiltak,10101,10101,10101,46.0,,,,,,,,,,
4970025,3811,FÆRDER,163766531,2,111.0,Enebolig,TB,Tatt i bruk,10101,10101,20131215,9.0,,,209843468.0,Skuteveien,2110.0,7.0,,,3120.0,NØTTERØY
4970026,4203,ARENDAL,167000983,1,111.0,Enebolig,TB,Tatt i bruk,10101,20130322,20150101,10.0,,,233067096.0,Krabbegaten,55106.0,11.0,,,4839.0,ARENDAL
4970027,3440,ØYER,300367642,0,161.0,Fritidsbygg(hyttersommerh. ol,FA,Ferdigattest,10101,20130418,10101,113.0,,,454869839.0,Skybergsgutua,7660.0,25.0,,,2635.0,TRETTEN
4970028,3054,LUNNER,300368271,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,19831014,33.0,,,,,,,,,,
4970029,3420,ELVERUM,153922101,1,111.0,Enebolig,FA,Ferdigattest,10101,20130502,10101,16.0,,,326473307.0,Horndalsvegen,4385.0,314.0,,,2410.0,HERNES
4970030,3401,KONGSVINGER,413453,1,161.0,Fritidsbygg(hyttersommerh. ol,FA,Ferdigattest,10101,20130502,10101,19.0,,,110149520.0,Rauhellavegen,2261.0,285.0,,,2210.0,GRANLI
4970031,1837,MELØY,300367840,0,111.0,Enebolig,FA,Ferdigattest,10101,20130424,10101,171.0,,,454962045.0,Foreveien,3108.0,299.0,,,8146.0,REIPÅ
4970032,4602,KINN,300368192,0,182.0,Garasjeuth.anneks til fritidb,IG,Igangsettingstillatelse,20130321,20130321,10101,20.0,,,67283885.0,Steinvikvegen,2079.0,11.0,,,6944.0,STAVANG
4970033,3030,LILLESTRØM,6812341,1,111.0,Enebolig,IG,Igangsettingstillatelse,10101,20130430,10101,5.0,,,93730663.0,Furukollen,17161.0,56.0,,,1900.0,FETSUND
4970034,3030,LILLESTRØM,300368269,0,181.0,Garasjeuthus anneks til bolig,FA,Ferdigattest,10101,20100528,10101,42.0,,,,,,,,,,
4970035,1804,BODØ,202908,1,111.0,Enebolig,TB,Tatt i bruk,20130424,20130524,20160607,66.0,,,115880536.0,Grønnåsen,14110.0,29.0,,,8073.0,BODØ
4970036,4624,BJØRNAFJORDEN,12564201,1,131.0,Rekkehus,MF,Meldingssak tiltak fullført,10101,10101,10101,30.0,,,151730717.0,Varåsgrenda,1095.0,103.0,,,5173.0,Osøyro
4970037,1837,MELØY,18297523,2,651.0,Idrettshall,IG,Igangsettingstillatelse,10101,20130429,10101,22.0,,,,,,,,,,
4970038,1804,BODØ,202908,2,111.0,Enebolig,IG,Igangsettingstillatelse,20130424,20130524,10101,0.0,,,,,,,,,,
4970039,1837,MELØY,300367810,0,172.0,Skogs- og utmarkskoie gamme,MT,Meldingssak registrer tiltak,10101,10101,10101,13.0,,,,,,,,,,
4970040,4624,BJØRNAFJORDEN,300368317,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,20130501,49.0,,,,,,,,,,
4970041,5402,HARSTAD,300367614,0,111.0,Enebolig,FA,Ferdigattest,10101,20130305,10101,212.0,,,131275900.0,Kanebogveien,1250.0,11.0,A,,9411.0,HARSTAD
4970042,5059,ORKLAND,300368149,0,161.0,Fritidsbygg(hyttersommerh. ol,BA,Bygging avlyst,10101,20130415,10101,78.0,,,455097164.0,,,,,0.0,7320.0,FANNREM
4970043,4649,STAD,178316036,1,241.0,Hus for dyr/landbr.lager/silo,IG,Igangsettingstillatelse,20130502,20130502,10101,80.0,,,,,,,,,,
4970044,3019,VESTBY,300368248,0,182.0,Garasjeuth.anneks til fritidb,TB,Tatt i bruk,10101,10101,20080101,0.0,,,,,,,,,,
4970045,4624,BJØRNAFJORDEN,300368363,0,112.0,Enebolig m/hybel/sokkelleil.,FA,Ferdigattest,20130426,20130918,10101,304.0,,,455187277.0,Halhjemsmarka,1151.0,371.0,,,5173.0,Osøyro
4970046,5402,HARSTAD,12490151,1,111.0,Enebolig,IG,Igangsettingstillatelse,20130311,20130311,10101,108.0,,,131259106.0,Sandveien,1661.0,1.0,,,9430.0,SANDTORG
4970047,301,OSLO,300367682,0,181.0,Garasjeuthus anneks til bolig,IG,Igangsettingstillatelse,10101,20130321,10101,10.0,,,,,,,,,,
4970048,3004,FREDRIKSTAD,300367551,0,121.0,"Tomannsbolig, vertikaldelt",FA,Ferdigattest,20130429,20130429,10101,268.0,,,250234899.0,Kjølberggaten,57100.0,48.0,A,,1654.0,SELLEBAKK
4970049,4622,KVAM,300368189,0,113.0,Våningshus,IG,Igangsettingstillatelse,20130409,20130704,10101,332.0,,,455065787.0,Oma-Åse,1170.0,7.0,,,5632.0,OMASTRAND
4970050,4622,KVAM,17943936,1,231.0,Lagerhall,FA,Ferdigattest,10101,20130430,10101,103.0,,,120758296.0,Hardangerfjordvegen,1062.0,601.0,,,5610.0,ØYSTESE
4970051,3004,FREDRIKSTAD,300367560,0,181.0,Garasjeuthus anneks til bolig,FA,Ferdigattest,20130429,20130429,10101,53.0,,,,,,,,,,
4970052,3004,FREDRIKSTAD,300367544,0,181.0,Garasjeuthus anneks til bolig,FA,Ferdigattest,20130425,20130425,10101,36.0,,,,,,,,,,
4970053,4225,LYNGDAL,300367999,0,239.0,Annen lagerbygning,FA,Ferdigattest,20130426,20130426,10101,250.0,,,,,,,,,,
4970054,1577,VOLDA,300367875,0,161.0,Fritidsbygg(hyttersommerh. ol,FA,Ferdigattest,10101,20130430,10101,106.0,,,454972315.0,,,,,0.0,6105.0,VOLDA
4970055,1120,KLEPP,300368111,0,111.0,Enebolig,FA,Ferdigattest,10101,20130502,10101,303.0,,,451607216.0,Pollestadtunet,5655.0,37.0,,,4343.0,ORRE
4970056,4225,LYNGDAL,9065172,1,161.0,Fritidsbygg(hyttersommerh. ol,TB,Tatt i bruk,10101,10101,20200107,43.0,,,,,,,,,,
4970057,1101,EIGERSUND,300367651,0,181.0,Garasjeuthus anneks til bolig,FA,Ferdigattest,20130422,20140203,10101,44.0,,,,,,,,,,
4970058,5038,VERDAL,300368431,0,182.0,Garasjeuth.anneks til fritidb,TB,Tatt i bruk,10101,20130503,20150119,55.0,,,,,,,,,,
4970059,3804,SANDEFJORD,8278008,1,612.0,Barnehage,RA,Rammetillatelse,20130429,10101,10101,35.0,,,,,,,,,,
4970060,1120,KLEPP,300368103,0,999.0,,IG,Igangsettingstillatelse,10101,20130502,10101,0.0,,,,,,,,,,
4970061,1101,EIGERSUND,300022523,1,122.0,"Tomannsbolig, horisontaldelt",FA,Ferdigattest,20130423,20130423,10101,11.0,,,207049471.0,Reinsdyrveien,2002.0,30.0,B,,4501.0,Egersund
4970062,1576,AURE,300368084,0,161.0,Fritidsbygg(hyttersommerh. ol,FA,Ferdigattest,10101,20130430,10101,85.7,,,455066519.0,Høvikvegen,76117.0,146.0,,,6694.0,FOLDFJORDEN
4970063,4227,KVINESDAL,9078908,1,111.0,Enebolig,MT,Meldingssak registrer tiltak,10101,10101,10101,0.0,,,,,,,,,,
4970064,4227,KVINESDAL,300368296,0,181.0,Garasjeuthus anneks til bolig,MT,Meldingssak registrer tiltak,10101,10101,10101,53.8,,,,,,,,,,
4970065,1101,EIGERSUND,300367646,0,239.0,Annen lagerbygning,FA,Ferdigattest,20130422,20140203,10101,47.0,,,,,,,,,,
4970066,3019,VESTBY,300367944,0,182.0,Garasjeuth.anneks til fritidb,TB,Tatt i bruk,10101,10101,20080101,0.0,,,,,,,,,,
4970067,4640,SOGNDAL,300368199,0,111.0,Enebolig,FA,Ferdigattest,10101,20130502,10101,346.0,,,455113645.0,Norneshaugane,16050.0,21.0,,,6859.0,SLINDA
4970068,4227,KVINESDAL,300368421,0,181.0,Garasjeuthus anneks til bolig,FA,Ferdigattest,10101,20130430,10101,127.0,,,,,,,,,,
4970069,1119,HÅ,300367621,0,111.0,Enebolig,FA,Ferdigattest,20130422,20130422,10101,201.0,,,292577428.0,Nordsjøvegen,8200.0,3001.0,,,4362.0,VIGRESTAD
4970070,1825,GRANE,300369082,0,183.0,Naust båthus sjøbu,MF,Meldingssak tiltak fullført,10101,10101,10101,15.5,,,,,,,,,,
4970071,3023,NESODDEN,300367920,0,181.0,Garasjeuthus anneks til bolig,MT,Meldingssak registrer tiltak,10101,10101,10101,22.0,,,,,,,,,,
4970072,1119,HÅ,300367638,0,232.0,Kjøle- og fryselager,MT,Meldingssak registrer tiltak,10101,10101,10101,229.0,,,,,,,,,,
4970073,301,OSLO,80333099,2,131.0,Rekkehus,IG,Igangsettingstillatelse,10101,20130321,10101,8.0,,,285833459.0,Kampheimveien,13606.0,35.0,B,,685.0,OSLO
4970074,3019,VESTBY,300367913,0,161.0,Fritidsbygg(hyttersommerh. ol,TB,Tatt i bruk,10101,10101,20080101,41.0,,,323068303.0,Ødegårdsveien,10070.0,82.0,,,1545.0,HVITSTEN
4970075,3440,ØYER,19864332,1,111.0,Enebolig,FA,Ferdigattest,10101,20130426,10101,0.0,,,455066504.0,Hjortevegen,1810.0,22.0,B,,2636.0,ØYER
4970076,1119,HÅ,300367585,0,111.0,Enebolig,FA,Ferdigattest,20130419,20130419,10101,215.0,,,416355010.0,Skoratuå,8109.0,20.0,,,4364.0,SIREVÅG
4970077,301,OSLO,300368207,0,181.0,Garasjeuthus anneks til bolig,FA,Ferdigattest,10101,20130331,10101,55.0,,,,,,,,,,
4970078,3411,RINGSAKER,300367546,0,161.0,Fritidsbygg(hyttersommerh. ol,FA,Ferdigattest,10101,20130429,10101,125.0,,,429512788.0,Sjusjøen-Brøttum,9001.0,2994.0,,,2612.0,SJUSJØEN
4970079,1825,GRANE,300367927,0,111.0,Enebolig,TB,Tatt i bruk,20120830,20120830,20130430,182.0,,,449036004.0,Vassbekkvegen,1790.0,13.0,,,7591.0,Trofors
4970080,3440,ØYER,300368049,0,161.0,Fritidsbygg(hyttersommerh. ol,FA,Ferdigattest,10101,20130418,10101,150.0,,,455066499.0,Tettgrasvegen,7325.0,99.0,,,2636.0,ØYER
4970081,301,OSLO,80820127,6,142.0,Stort frittliggende boligbygg på 3 og 4 etg.,IG,Igangsettingstillatelse,10101,20130314,10101,10.0,,,285747380.0,Olav Aukrusts vei,15340.0,2.0,C,,785.0,OSLO
4970082,3023,NESODDEN,300367901,0,142.0,Stort frittliggende boligbygg på 3 og 4 etg.,FA,Ferdigattest,20130326,20161212,10101,370.5,,,604873704.0,Solsideveien,1545.0,5.0,,,541.0,Nesoddtangen
4970083,1108,SANDNES,9147551,1,111.0,Enebolig,IG,Igangsettingstillatelse,10101,20130226,10101,26.0,,,162718514.0,Sigvat Skalds vei,25700.0,27.0,,,4327.0,SANDNES
