,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,BRUKSAREAL_TOTALT,KOMMUNE_NR_ADR,KOMMUNE_NAVN_ADR,ADRESSE_ID,GATENAVN,GATENAVNKODE,HUSNUMMER,BOKSTAV,UNDERNUMMER,POST_NR,POSTSTED
810000,1103,STAVANGER,172498868,0,113.0,Våningshus,TB,Tatt i bruk,10101,10101,10101,132.0,,,51252529.0,Austsida,4104.0,32.0,,,4173.0,NORD-HIDLE
810001,1103,STAVANGER,172498841,0,241.0,Hus for dyr/landbr.lager/silo,TB,Tatt i bruk,10101,10101,10101,789.0,,,,,,,,,,
810002,1103,STAVANGER,172498833,0,524.0,Camping/utleiehytte,TB,Tatt i bruk,10101,10101,10101,30.0,,,,,,,,,,
810003,1103,STAVANGER,172498825,0,249.0,Annen landbruksbygning,BR,Bygning revet/brent,10101,10101,10101,0.0,,,,,,,,,,
810004,1103,STAVANGER,172498817,0,183.0,Naust båthus sjøbu,GR,Bygning godkjent for riving/brenning,10101,10101,10101,31.0,,,,,,,,,,
810005,1103,STAVANGER,172498809,0,241.0,Hus for dyr/landbr.lager/silo,TB,Tatt i bruk,10101,10101,10101,460.0,,,,,,,,,,
810006,1103,STAVANGER,172498787,0,241.0,Hus for dyr/landbr.lager/silo,TB,Tatt i bruk,10101,10101,10101,26.0,,,,,,,,,,
810007,1103,STAVANGER,172498779,0,113.0,Våningshus,TB,Tatt i bruk,10101,10101,10101,191.0,,,51255488.0,Vestsida,4105.0,61.0,,,4173.0,NORD-HIDLE
810008,1103,STAVANGER,172498949,0,249.0,Annen landbruksbygning,TB,Tatt i bruk,10101,10101,10101,50.0,,,,,,,,,,
810009,1103,STAVANGER,172498930,0,249.0,Annen landbruksbygning,TB,Tatt i bruk,10101,10101,10101,0.0,,,,,,,,,,
810010,1103,STAVANGER,172498922,0,183.0,Naust båthus sjøbu,TB,Tatt i bruk,10101,10101,10101,0.0,,,,,,,,,,
810011,1103,STAVANGER,172498914,0,162.0,Helårsb.benyttes som fritidsb.,TB,Tatt i bruk,10101,10101,10101,126.0,,,51255480.0,Austsida,4104.0,56.0,,,4173.0,NORD-HIDLE
810012,1103,STAVANGER,172498906,0,113.0,Våningshus,TB,Tatt i bruk,10101,10101,19191231,173.0,,,51255478.0,Austsida,4104.0,58.0,,,4173.0,NORD-HIDLE
810013,1103,STAVANGER,172498892,0,241.0,Hus for dyr/landbr.lager/silo,BR,Bygning revet/brent,10101,10101,10101,0.0,,,,,,,,,,
810014,1103,STAVANGER,172498884,0,249.0,Annen landbruksbygning,TB,Tatt i bruk,10101,10101,10101,0.0,,,,,,,,,,
810015,1103,STAVANGER,172498876,0,672.0,Bedehus menighetshus,TB,Tatt i bruk,10101,10101,10101,66.0,,,51256063.0,Austsida,4104.0,40.0,,,4173.0,NORD-HIDLE
