,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,BRUKSAREAL_TOTALT,KOMMUNE_NR_ADR,KOMMUNE_NAVN_ADR,ADRESSE_ID,GATENAVN,GATENAVNKODE,HUSNUMMER,BOKSTAV,UNDERNUMMER,POST_NR,POSTSTED
5600000,4204,KRISTIANSAND,168263783,2,112.0,Enebolig m/hybel/sokkelleil.,IG,Igangsettingstillatelse,10101,20211209,10101,31.0,,,219108809.0,Bliksheia,10578.0,15.0,,,4637.0,KRISTIANSAND S
5600001,4645,ASKVOLL,300984219,0,182.0,Garasjeuth.anneks til fritidb,IG,Igangsettingstillatelse,20211216,20211216,10101,45.0,,,,,,,,,,
5600002,4228,SIRDAL,300986379,0,182.0,Garasjeuth.anneks til fritidb,FS,Fritatt for søknadsplikt,10101,10101,10101,29.0,,,,,,,,,,
5600003,1507,ÅLESUND,300985545,0,112.0,Enebolig m/hybel/sokkelleil.,RA,Rammetillatelse,20211213,10101,10101,270.8,,,6410751760.0,,,,,0.0,6015.0,ÅLESUND
5600004,3029,LØRENSKOG,300984374,0,146.0,Store sammenb. boligbygg på 5 etg. el. mer,RA,Rammetillatelse,20211130,10101,10101,4705.0,,,,,,,,,,
5600005,3033,ULLENSAKER,300984932,0,999.0,,TB,Tatt i bruk,20210303,20210330,20210503,0.0,,,158058200.0,Ullersmovegen,13400.0,5.0,,,2040.0,KLØFTA
5600006,3003,SARPSBORG,300986270,0,231.0,Lagerhall,IG,Igangsettingstillatelse,10101,20211214,10101,1408.0,,,6410821132.0,Kampenesmosen,21406.0,17.0,,,1739.0,BORGENHAUGEN
5600007,3033,ULLENSAKER,300984916,0,999.0,,TB,Tatt i bruk,20210303,20210330,20210503,0.0,,,158058200.0,Ullersmovegen,13400.0,5.0,,,2040.0,KLØFTA
5600008,3031,NITTEDAL,300984218,0,111.0,Enebolig,IG,Igangsettingstillatelse,10101,20211210,10101,166.0,,,6410554599.0,Bliksrudveien,2100.0,15.0,D,,1484.0,HAKADAL
5600009,3033,ULLENSAKER,300984974,0,219.0,Annen industribygning,RA,Rammetillatelse,20210628,10101,10101,0.0,,,,,,,,,,
5600010,3033,ULLENSAKER,300984947,0,999.0,,TB,Tatt i bruk,20210303,20210330,20210503,0.0,,,158058200.0,Ullersmovegen,13400.0,5.0,,,2040.0,KLØFTA
5600011,5421,SENJA,300986647,0,161.0,Fritidsbygg(hyttersommerh. ol,IG,Igangsettingstillatelse,10101,20211217,10101,63.0,,,6410821126.0,Sultindvikveien,1218.0,885.0,B,,9302.0,ROSSFJORDSTRAUMEN
5600012,3039,FLÅ,300984722,0,231.0,Lagerhall,IG,Igangsettingstillatelse,20211217,20211217,10101,689.0,,,,,,,,,,
5600013,1860,VESTVÅGØY,300984352,0,181.0,Garasjeuthus anneks til bolig,FA,Ferdigattest,10101,20180926,10101,10.0,,,,,,,,,,
5600014,3442,ØSTRE TOTEN,300985165,0,181.0,Garasjeuthus anneks til bolig,IG,Igangsettingstillatelse,20211214,20211214,10101,94.0,,,,,,,,,,
5600015,3442,ØSTRE TOTEN,300985164,0,181.0,Garasjeuthus anneks til bolig,IG,Igangsettingstillatelse,20211214,20211214,10101,45.0,,,,,,,,,,
5600016,5403,ALTA,300984976,0,181.0,Garasjeuthus anneks til bolig,IP,Tiltak unntatt fra byggesaksbehandling,10101,10101,10101,15.0,,,,,,,,,,
5600017,3442,ØSTRE TOTEN,300985166,0,181.0,Garasjeuthus anneks til bolig,IG,Igangsettingstillatelse,20211214,20211214,10101,94.0,,,,,,,,,,
5600018,4601,BERGEN,300984745,0,181.0,Garasjeuthus anneks til bolig,IG,Igangsettingstillatelse,20211213,20220114,10101,10.0,,,,,,,,,,
5600019,1845,SØRFOLD,300985829,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,19300101,97.0,,,566905443.0,Røsvikveien,8000.0,1536.0,,,8220.0,RØSVIK
5600020,3442,ØSTRE TOTEN,300985162,0,181.0,Garasjeuthus anneks til bolig,IG,Igangsettingstillatelse,20211214,20211214,10101,45.0,,,,,,,,,,
5600021,4601,BERGEN,300984880,0,111.0,Enebolig,RA,Rammetillatelse,20211214,10101,10101,264.0,,,6410718391.0,Øvre Fyllingsveien,42280.0,20.0,B,,5161.0,LAKSEVÅG
5600022,3019,VESTBY,300985126,0,431.0,Parkeringshus,IG,Igangsettingstillatelse,20211217,20211217,10101,0.0,,,,,,,,,,
5600023,3027,RÆLINGEN,150467381,1,111.0,Enebolig,IG,Igangsettingstillatelse,20200609,20210617,10101,168.9,,,91730504.0,Skåbomvegen,10900.0,8.0,,,2005.0,RÆLINGEN
5600024,4601,BERGEN,300984729,0,121.0,"Tomannsbolig, vertikaldelt",IG,Igangsettingstillatelse,20211213,20220114,10101,120.0,,,6410705899.0,Harald Skjolds veg,31820.0,8.0,A,,5236.0,RÅDAL
5600025,1145,BOKN,300984170,0,111.0,Enebolig,IG,Igangsettingstillatelse,10101,20211209,10101,232.0,,,6410602020.0,Grønnestadvegen,1211.0,271.0,,,5561.0,BOKN
5600026,4601,BERGEN,300984720,0,121.0,"Tomannsbolig, vertikaldelt",IG,Igangsettingstillatelse,20211213,20220114,10101,120.0,,,6410718390.0,Harald Skjolds veg,31820.0,8.0,B,,5236.0,RÅDAL
5600027,3027,RÆLINGEN,150456800,1,111.0,Enebolig,IG,Igangsettingstillatelse,10101,20211101,10101,19.0,,,91727459.0,Bjerkelivegen,5430.0,7.0,,,2005.0,RÆLINGEN
5600028,4225,LYNGDAL,300272236,1,161.0,Fritidsbygg(hyttersommerh. ol,RA,Rammetillatelse,20211220,10101,10101,31.0,,,,,,,,,,
5600029,3041,GOL,300985141,0,161.0,Fritidsbygg(hyttersommerh. ol,MB,Midlertidig brukstillatelse,10101,20211001,10101,610.0,,,6410720850.0,Auenhauglivegen,3200.0,1043.0,,,3550.0,GOL
