,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,BRUKSAREAL_TOTALT,KOMMUNE_NR_ADR,KOMMUNE_NAVN_ADR,ADRESSE_ID,GATENAVN,GATENAVNKODE,HUSNUMMER,BOKSTAV,UNDERNUMMER,POST_NR,POSTSTED
1020000,3025,ASKER,16231088,1,112.0,Enebolig m/hybel/sokkelleil.,TB,Tatt i bruk,19940217,19940315,19940908,36.0,,,62903751.0,Guiveien,1400.0,82.0,,,1389.0,HEGGEDAL
1020001,3025,ASKER,16229407,2,111.0,Enebolig,BA,Bygging avlyst,19951121,19980701,10101,72.0,,,62902637.0,Nedre Dyrhusbakken,1626.0,11.0,,,1390.0,VOLLEN
1020002,3025,ASKER,16232335,0,111.0,Enebolig,TB,Tatt i bruk,19940520,19940727,19950706,351.0,,,62914875.0,Østre vei,1208.0,4.0,B,,1397.0,NESØYA
1020003,3025,ASKER,16231096,0,111.0,Enebolig,TB,Tatt i bruk,19940222,19940406,19950522,232.0,,,62911950.0,Engelsrudlia,1532.0,36.0,,,1385.0,ASKER
1020004,3025,ASKER,16232343,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,19940530,10101,19940919,18.0,,,62911602.0,Brusethagen,1523.0,28.0,,,1395.0,HVALSTAD
1020005,3025,ASKER,16232351,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,19940527,10101,19940818,24.0,,,,,,,,,,
1020006,3025,ASKER,16231118,0,112.0,Enebolig m/hybel/sokkelleil.,TB,Tatt i bruk,19931117,19940222,19941114,303.0,,,62923236.0,Breivikveien,1168.0,46.0,A,,1394.0,NESBRU
1020007,3025,ASKER,16231126,0,612.0,Barnehage,TB,Tatt i bruk,19940210,19940818,19950201,311.0,,,62911495.0,Nesvangen,1514.0,4.0,,,1394.0,NESBRU
1020008,3025,ASKER,16232378,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,0.0,,,62900620.0,L. P. Wettres vei,1317.0,15.0,,,1392.0,VETTRE
1020009,3025,ASKER,16232378,1,111.0,Enebolig,TB,Tatt i bruk,19940527,10101,19940616,28.0,,,62900620.0,L. P. Wettres vei,1317.0,15.0,,,1392.0,VETTRE
1020010,3025,ASKER,16232386,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,19940531,19940621,19941202,36.0,,,,,,,,,,
1020011,3025,ASKER,16231134,0,721.0,Sykehjem,TB,Tatt i bruk,10101,10101,10101,0.0,,,62902258.0,Norddalsveien,1594.0,3.0,,,1386.0,ASKER
1020012,3025,ASKER,16231134,1,721.0,Sykehjem,TB,Tatt i bruk,19940224,19940505,19950505,114.0,,,62902258.0,Norddalsveien,1594.0,3.0,,,1386.0,ASKER
1020013,3025,ASKER,16232394,0,112.0,Enebolig m/hybel/sokkelleil.,TB,Tatt i bruk,19940531,19940629,19951030,281.0,,,62913069.0,Granveien,1166.0,63.0,,,1394.0,NESBRU
1020014,3025,ASKER,16231142,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,19940225,19941006,19950313,15.0,,,62913738.0,Høymyrmarka,1546.0,209.0,,,1391.0,VOLLEN
1020015,3025,ASKER,16232408,0,181.0,Garasjeuthus anneks til bolig,BU,Bygningsnummer utgått,19940531,19940629,10101,42.0,,,,,,,,,,
1020016,3025,ASKER,16231150,0,111.0,Enebolig,TB,Tatt i bruk,19940224,19940422,19950314,340.0,,,62886556.0,Ånnerudskogen,1057.0,19.0,,,1383.0,ASKER
1020017,3025,ASKER,16232416,0,181.0,Garasjeuthus anneks til bolig,IG,Igangsettingstillatelse,19940531,19940621,10101,36.0,,,,,,,,,,
1020018,3025,ASKER,16231169,0,111.0,Enebolig,TB,Tatt i bruk,19940225,19940413,19940823,104.0,,,62911955.0,Engelsrudlia,1532.0,43.0,,,1385.0,ASKER
1020019,3025,ASKER,16232424,0,112.0,Enebolig m/hybel/sokkelleil.,TB,Tatt i bruk,10101,10101,10101,0.0,,,62891585.0,Granveien,1166.0,20.0,,,1394.0,NESBRU
1020020,3025,ASKER,16231177,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,19940225,19950427,19951117,36.0,,,,,,,,,,
1020021,3025,ASKER,16232424,1,112.0,Enebolig m/hybel/sokkelleil.,TB,Tatt i bruk,19940601,19940817,19940817,58.0,,,62891585.0,Granveien,1166.0,20.0,,,1394.0,NESBRU
1020022,3025,ASKER,16231185,0,151.0,Bo- og servicesenter,TB,Tatt i bruk,10101,10101,10101,0.0,,,62914188.0,Fredtunveien,1478.0,47.0,,,1386.0,ASKER
1020023,3025,ASKER,16232432,0,111.0,Enebolig,TB,Tatt i bruk,19940602,19940718,19950103,198.0,,,62899487.0,Granbakken,1300.0,4.0,B,,1386.0,ASKER
1020024,3025,ASKER,16231185,1,151.0,Bo- og servicesenter,TB,Tatt i bruk,19940224,19970721,19991123,188.0,,,62914188.0,Fredtunveien,1478.0,47.0,,,1386.0,ASKER
