,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,BRUKSAREAL_TOTALT,KOMMUNE_NR_ADR,KOMMUNE_NAVN_ADR,ADRESSE_ID,GATENAVN,GATENAVNKODE,HUSNUMMER,BOKSTAV,UNDERNUMMER,POST_NR,POSTSTED
4330000,1837,MELØY,11183344,0,111.0,Enebolig,TB,Tatt i bruk,19861007,19870401,19870806,120.0,,,275010791.0,Fjellveien,2102.0,25.0,,,8150.0,ØRNES
4330001,1837,MELØY,11182011,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,229.0,,,275014422.0,Bråten,6112.0,3.0,,,8178.0,HALSA
4330002,1837,MELØY,11183336,0,111.0,Enebolig,TB,Tatt i bruk,19861007,19900201,19900228,181.0,,,275014366.0,Kobbskjærveien,6106.0,5.0,,,8178.0,HALSA
4330003,1837,MELØY,11182003,0,121.0,"Tomannsbolig, vertikaldelt",TB,Tatt i bruk,19850801,19850815,19851130,120.0,,,275011087.0,Granittveien,2105.0,8.0,,,8150.0,ØRNES
4330004,1837,MELØY,11182038,0,111.0,Enebolig,TB,Tatt i bruk,19850901,19850916,19860315,157.0,,,275011632.0,Nyveien,4003.0,8.0,,,8149.0,NEVERDAL
4330005,1837,MELØY,11183379,0,111.0,Enebolig,TB,Tatt i bruk,19861209,19870801,19880314,148.0,,,275016379.0,Storsandveien,7507.0,14.0,,,8170.0,ENGAVÅGEN
4330006,1837,MELØY,11182011,1,111.0,Enebolig,TB,Tatt i bruk,19850901,19850916,19860301,0.0,,,275014422.0,Bråten,6112.0,3.0,,,8178.0,HALSA
4330007,1837,MELØY,11183352,0,113.0,Våningshus,TB,Tatt i bruk,19850509,19850509,19860509,148.0,,,275014343.0,Reipåveien,3104.0,327.0,,,8146.0,REIPÅ
4330008,1837,MELØY,11182054,0,231.0,Lagerhall,BR,Bygning revet/brent,19851001,19851020,19860502,291.0,,,,,,,,,,
4330009,1837,MELØY,11183409,0,111.0,Enebolig,TB,Tatt i bruk,19861124,19870805,19871222,224.0,,,275011621.0,Einveien,4004.0,12.0,,,8149.0,NEVERDAL
4330010,1837,MELØY,11182046,0,111.0,Enebolig,TB,Tatt i bruk,19850901,19850916,19860505,94.0,,,275014879.0,Skogsveien,6113.0,5.0,,,8178.0,HALSA
4330011,1837,MELØY,11183395,0,161.0,Fritidsbygg(hyttersommerh. ol,TB,Tatt i bruk,19861022,19900201,19900228,65.0,,,275016320.0,Hestøya,7520.0,1.0,,,8170.0,ENGAVÅGEN
4330012,1837,MELØY,11183425,0,111.0,Enebolig,TB,Tatt i bruk,19860818,19871012,19880810,138.0,,,275011686.0,Korsnesveien,2407.0,23.0,,,8150.0,ØRNES
4330013,1837,MELØY,11182070,0,111.0,Enebolig,TB,Tatt i bruk,19851001,19851015,19870427,158.0,,,275008149.0,Nerveien,8101.0,42.0,,,8158.0,BOLGA
4330014,1837,MELØY,11183417,0,111.0,Enebolig,TB,Tatt i bruk,19861118,19870101,19870806,192.0,,,275008651.0,Bjærangsfjordveien,6401.0,716.0,,,8178.0,HALSA
4330015,1837,MELØY,11182062,0,162.0,Helårsb.benyttes som fritidsb.,TB,Tatt i bruk,19851001,19851001,19851130,172.0,,,275008781.0,Storskogveien,4205.0,36.0,,,8149.0,NEVERDAL
4330016,1837,MELØY,11181937,1,111.0,Enebolig,TB,Tatt i bruk,20060522,20060622,20061002,20.0,,,275013853.0,Lyngveien,3101.0,27.0,A,,8146.0,REIPÅ
4330017,1837,MELØY,11181937,0,111.0,Enebolig,TB,Tatt i bruk,19850801,19850820,19860602,235.0,,,275013853.0,Lyngveien,3101.0,27.0,A,,8146.0,REIPÅ
4330018,1837,MELØY,11183263,0,111.0,Enebolig,TB,Tatt i bruk,19870512,19870622,19880425,151.0,,,275014408.0,Skogmo,6111.0,5.0,,,8178.0,HALSA
4330019,1837,MELØY,11181953,0,111.0,Enebolig,TB,Tatt i bruk,19850111,19850812,19861101,219.0,,,275010659.0,Speidervegen,1450.0,3.0,,,8160.0,GLOMFJORD
4330020,1837,MELØY,11183255,0,111.0,Enebolig,TB,Tatt i bruk,19870512,19870622,19880302,259.0,,,275010666.0,Utsikten,1460.0,8.0,,,8160.0,GLOMFJORD
4330021,1837,MELØY,11181945,0,111.0,Enebolig,TB,Tatt i bruk,19850801,19850805,19861101,201.0,,,275010656.0,Ole Hillestads veg,1440.0,12.0,,,8160.0,GLOMFJORD
4330022,1837,MELØY,11183301,0,111.0,Enebolig,TB,Tatt i bruk,19860823,19870801,19880302,161.0,,,275012490.0,Spildervika,2501.0,33.0,,,8150.0,ØRNES
4330023,1837,MELØY,11181988,0,111.0,Enebolig,TB,Tatt i bruk,19850801,19850805,19890102,285.0,,,275010668.0,Utsikten,1460.0,12.0,,,8160.0,GLOMFJORD
4330024,1837,MELØY,11183271,0,111.0,Enebolig,TB,Tatt i bruk,19850923,19870103,19870310,174.0,,,275008802.0,Angellbakken,4203.0,24.0,,,8149.0,NEVERDAL
