,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,BRUKSAREAL_TOTALT,KOMMUNE_NR_ADR,KOMMUNE_NAVN_ADR,ADRESSE_ID,GATENAVN,GATENAVNKODE,HUSNUMMER,BOKSTAV,UNDERNUMMER,POST_NR,POSTSTED
2550000,5006,STEINKJER,18321068,0,182.0,Garasjeuth.anneks til fritidb,TB,Tatt i bruk,20020807,20020907,20021007,39.0,,,,,,,,,,
2550001,5006,STEINKJER,140706167,0,113.0,Våningshus,BU,Bygningsnummer utgått,10101,10101,10101,0.0,,,153357588.0,Kvamsvegen,6090.0,1029.0,,,7732.0,STEINKJER
2550002,5006,STEINKJER,140706175,0,113.0,Våningshus,BU,Bygningsnummer utgått,10101,10101,10101,0.0,,,153357587.0,Kvamsvegen,6090.0,989.0,,,7732.0,STEINKJER
2550003,5006,STEINKJER,18321041,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,20020807,20020907,20021007,27.0,,,,,,,,,,
2550004,5006,STEINKJER,140706140,0,113.0,Våningshus,BU,Bygningsnummer utgått,10101,10101,10101,0.0,,,448608068.0,Oksåsvegen,6780.0,108.0,,,7732.0,STEINKJER
2550005,5006,STEINKJER,140706159,0,241.0,Hus for dyr/landbr.lager/silo,TB,Tatt i bruk,10101,10101,10101,0.0,,,,,,,,,,
2550006,5006,STEINKJER,18321084,0,241.0,Hus for dyr/landbr.lager/silo,TB,Tatt i bruk,20020809,20020909,20021009,30.0,,,,,,,,,,
2550007,5006,STEINKJER,140706205,0,113.0,Våningshus,BR,Bygning revet/brent,10101,10101,10101,0.0,,,,,,,,,,
2550008,5006,STEINKJER,140706213,0,249.0,Annen landbruksbygning,BR,Bygning revet/brent,10101,10101,10101,0.0,,,,,,,,,,
2550009,5006,STEINKJER,18321076,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,20020807,20020907,20021007,37.0,,,,,,,,,,
2550010,5006,STEINKJER,140706183,0,241.0,Hus for dyr/landbr.lager/silo,TB,Tatt i bruk,10101,10101,10101,0.0,,,,,,,,,,
2550011,5006,STEINKJER,140706191,0,241.0,Hus for dyr/landbr.lager/silo,BR,Bygning revet/brent,10101,10101,10101,0.0,,,,,,,,,,
2550012,5006,STEINKJER,18321106,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,20020827,20020927,20021127,28.0,,,,,,,,,,
2550013,5006,STEINKJER,140706256,0,113.0,Våningshus,TB,Tatt i bruk,10101,10101,10101,240.0,,,448609162.0,Oksåsvegen,6780.0,147.0,,,7732.0,STEINKJER
2550014,5006,STEINKJER,140706264,0,249.0,Annen landbruksbygning,TB,Tatt i bruk,10101,10101,10101,0.0,,,,,,,,,,
2550015,5006,STEINKJER,18321092,0,161.0,Fritidsbygg(hyttersommerh. ol,TB,Tatt i bruk,20020819,20020919,20021019,57.0,,,448330717.0,Andreastjønna,1070.0,4.0,,,7718.0,STEINKJER
2550016,5006,STEINKJER,140706221,0,113.0,Våningshus,BU,Bygningsnummer utgått,10101,10101,10101,0.0,,,448513126.0,Svenningvegen,8802.0,66.0,,,7732.0,STEINKJER
2550017,5006,STEINKJER,140706248,0,113.0,Våningshus,BR,Bygning revet/brent,10101,10101,10101,0.0,,,,,,,,,,
2550018,5006,STEINKJER,18321122,0,182.0,Garasjeuth.anneks til fritidb,TB,Tatt i bruk,20020829,20020929,20021129,21.0,,,,,,,,,,
2550019,5006,STEINKJER,140706299,0,113.0,Våningshus,BR,Bygning revet/brent,10101,10101,10101,0.0,,,,,,,,,,
2550020,5006,STEINKJER,140706302,0,249.0,Annen landbruksbygning,BR,Bygning revet/brent,10101,10101,10101,0.0,,,,,,,,,,
2550021,5006,STEINKJER,18321114,0,182.0,Garasjeuth.anneks til fritidb,TB,Tatt i bruk,20020829,20020929,20021129,9.0,,,,,,,,,,
2550022,5006,STEINKJER,140706272,0,249.0,Annen landbruksbygning,TB,Tatt i bruk,10101,10101,10101,0.0,,,,,,,,,,
2550023,5006,STEINKJER,140706280,0,113.0,Våningshus,TB,Tatt i bruk,10101,10101,10101,273.0,,,153357576.0,Kvamsvegen,6090.0,915.0,,,7732.0,STEINKJER
2550024,5006,STEINKJER,18320975,1,161.0,Fritidsbygg(hyttersommerh. ol,TB,Tatt i bruk,20080804,20080811,20080818,17.0,,,,,,,,,,
2550025,5006,STEINKJER,18320975,0,161.0,Fritidsbygg(hyttersommerh. ol,TB,Tatt i bruk,20020729,20020829,20021029,44.0,,,153374068.0,Vikstadvegen,9605.0,56.0,,,7718.0,STEINKJER
