,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,BRUKSAREAL_TOTALT,KOMMUNE_NR_ADR,KOMMUNE_NAVN_ADR,ADRESSE_ID,GATENAVN,GATENAVNKODE,HUSNUMMER,BOKSTAV,UNDERNUMMER,POST_NR,POSTSTED
4710000,3005,DRAMMEN,300137591,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,20110101,24.0,,,,,,,,,,
4710001,4205,LINDESNES,168601468,1,161.0,Fritidsbygg(hyttersommerh. ol,MF,Meldingssak tiltak fullført,10101,10101,10101,28.0,,,,,,,,,,
4710002,3005,DRAMMEN,300137578,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,20110101,24.0,,,,,,,,,,
4710003,4205,LINDESNES,168614705,1,113.0,Våningshus,TB,Tatt i bruk,10101,10101,20181015,28.0,,,205839620.0,Tregdeveien,20731.0,1097.0,,,4516.0,MANDAL
4710004,3020,NORDRE FOLLO,300137368,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,20080101,0.0,,,,,,,,,,
4710005,1149,KARMØY,300136871,0,122.0,"Tomannsbolig, horisontaldelt",BA,Bygging avlyst,20100510,10101,10101,230.0,,,,,,,,,,
4710006,3805,LARVIK,8366187,3,721.0,Sykehjem,FA,Ferdigattest,10101,20090901,10101,0.0,,,202360313.0,Johan Ohlsens gate,51230.0,1.0,A,,3290.0,STAVERN
4710007,5038,VERDAL,185964442,1,111.0,Enebolig,MF,Meldingssak tiltak fullført,10101,10101,10101,20.0,,,,,,,,,,
4710008,3805,LARVIK,163070154,1,131.0,Rekkehus,MT,Meldingssak registrer tiltak,10101,10101,10101,6.0,,,,,,,,,,
4710009,5038,VERDAL,185932400,1,111.0,Enebolig,MF,Meldingssak tiltak fullført,10101,10101,10101,4.0,,,,,,,,,,
4710010,3805,LARVIK,162905074,1,131.0,Rekkehus,MT,Meldingssak registrer tiltak,10101,10101,10101,6.0,,,,,,,,,,
4710011,3805,LARVIK,163070162,1,131.0,Rekkehus,MT,Meldingssak registrer tiltak,10101,10101,10101,6.0,,,,,,,,,,
4710012,3821,KVITESEID,300137478,0,181.0,Garasjeuthus anneks til bolig,MT,Meldingssak registrer tiltak,10101,10101,10101,60.0,,,,,,,,,,
4710013,5037,LEVANGER,17995502,1,181.0,Garasjeuthus anneks til bolig,MF,Meldingssak tiltak fullført,10101,10101,10101,22.0,,,,,,,,,,
