,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,BRUKSAREAL_TOTALT,KOMMUNE_NR_ADR,KOMMUNE_NAVN_ADR,ADRESSE_ID,GATENAVN,GATENAVNKODE,HUSNUMMER,BOKSTAV,UNDERNUMMER,POST_NR,POSTSTED
4640000,5421,SENJA,300073931,0,161.0,Fritidsbygg(hyttersommerh. ol,FA,Ferdigattest,10101,20090609,20100119,65.0,,,273545250.0,Laukvikveien,1168.0,333.0,,,9373.0,BOTNHAMN
4640001,5043,RØYRVIK,300074331,0,181.0,Garasjeuthus anneks til bolig,MT,Meldingssak registrer tiltak,10101,10101,10101,0.0,,,199110028.0,Skytterveien,39209.0,6.0,,,7898.0,LIMINGEN
4640002,5421,SENJA,300073912,0,161.0,Fritidsbygg(hyttersommerh. ol,MB,Midlertidig brukstillatelse,10101,20090225,10101,56.0,,,273543656.0,Botnhamnveien,1169.0,538.0,,,9373.0,BOTNHAMN
4640003,4627,ASKØY,300073946,0,181.0,Garasjeuthus anneks til bolig,FA,Ferdigattest,20090611,20090702,10101,45.0,,,,,,,,,,
4640004,5007,NAMSOS,300073554,0,181.0,Garasjeuthus anneks til bolig,FA,Ferdigattest,10101,20090817,10101,110.0,,,,,,,,,,
4640005,4627,ASKØY,23000989,1,612.0,Barnehage,FA,Ferdigattest,20090611,20090702,10101,252.0,,,,,,,,,,
4640006,1130,STRAND,300074238,0,121.0,"Tomannsbolig, vertikaldelt",MB,Midlertidig brukstillatelse,10101,20090824,10101,85.0,,,305238568.0,Løbrekkvegen,1016.0,3.0,B,,4120.0,TAU
4640007,1130,STRAND,300074242,0,136.0,Andre småhus m/3 boliger el fl,MB,Midlertidig brukstillatelse,10101,20090824,10101,308.0,,,98488059.0,Løbrekkvegen,1016.0,5.0,B,,4120.0,TAU
4640008,1130,STRAND,300074254,0,136.0,Andre småhus m/3 boliger el fl,MB,Midlertidig brukstillatelse,10101,20090824,10101,308.0,,,305252683.0,Løbrekkvegen,1016.0,7.0,B,,4120.0,TAU
4640009,1130,STRAND,300074303,0,181.0,Garasjeuthus anneks til bolig,IG,Igangsettingstillatelse,10101,20090824,10101,22.0,,,,,,,,,,
4640010,5421,SENJA,300074122,0,161.0,Fritidsbygg(hyttersommerh. ol,FA,Ferdigattest,10101,20090513,20101201,125.0,,,301468979.0,Tårnvassveien,1231.0,308.0,,,9302.0,ROSSFJORDSTRAUMEN
4640011,5421,SENJA,300073982,0,181.0,Garasjeuthus anneks til bolig,MF,Meldingssak tiltak fullført,10101,10101,10101,37.0,,,,,,,,,,
4640012,5421,SENJA,300073941,0,161.0,Fritidsbygg(hyttersommerh. ol,FA,Ferdigattest,10101,20081208,10101,30.0,,,385725373.0,Laukvikveien,1168.0,398.0,,,9373.0,BOTNHAMN
4640013,5028,MELHUS,300074105,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,85.0,,,,,,,,,,
4640014,3814,KRAGERØ,165343735,1,111.0,Enebolig,MF,Meldingssak tiltak fullført,10101,10101,10101,18.0,,,,,,,,,,
4640015,1130,STRAND,300074260,0,136.0,Andre småhus m/3 boliger el fl,FA,Ferdigattest,10101,20090824,10101,308.0,,,305252687.0,Løbrekkvegen,1016.0,9.0,B,,4120.0,TAU
4640016,3001,HALDEN,140049212,1,111.0,Enebolig,RA,Rammetillatelse,20090811,10101,10101,35.0,,,237731328.0,Skovveien,6020.0,5.0,,,1792.0,TISTEDAL
4640017,3017,RÅDE,148285977,2,111.0,Enebolig,MT,Meldingssak registrer tiltak,10101,10101,10101,21.6,,,,,,,,,,
4640018,4622,KVAM,300073584,0,161.0,Fritidsbygg(hyttersommerh. ol,FA,Ferdigattest,10101,10101,20090805,243.0,,,120770204.0,Fureberghovden,2024.0,97.0,,,5600.0,NORHEIMSUND
4640019,3017,RÅDE,300074190,0,112.0,Enebolig m/hybel/sokkelleil.,MB,Midlertidig brukstillatelse,20080305,20080602,10101,263.9,,,86579561.0,Odalsveien,1109.0,9.0,,,1642.0,SALTNES
4640020,5432,LOPPA,300073910,0,199.0,Annen boligbyg.(sek. reindrift,TB,Tatt i bruk,10101,20090824,20100824,82.0,,,,,,,,,,
4640021,4622,KVAM,300073588,0,182.0,Garasjeuth.anneks til fritidb,FA,Ferdigattest,10101,10101,20090805,13.0,,,,,,,,,,
4640022,1130,STRAND,300074230,0,121.0,"Tomannsbolig, vertikaldelt",MB,Midlertidig brukstillatelse,10101,20090824,10101,85.0,,,98483893.0,Løbrekkvegen,1016.0,3.0,A,,4120.0,TAU
4640023,3047,MODUM,160450045,1,111.0,Enebolig,FA,Ferdigattest,20090520,20090520,10101,39.0,,,150232932.0,Rønningveien,2611.0,7.0,,,3360.0,GEITHUS
4640024,4227,KVINESDAL,169674345,1,111.0,Enebolig,MT,Meldingssak registrer tiltak,10101,10101,10101,0.0,,,,,,,,,,
4640025,3047,MODUM,160434759,1,113.0,Våningshus,BA,Bygging avlyst,20090514,20090514,10101,138.0,,,,,,,,,,
4640026,3024,BÆRUM,300074369,0,111.0,Enebolig,FA,Ferdigattest,20090702,20091110,10101,217.0,,,325298838.0,Tanumveien,1012.0,186.0,D,,1339.0,VØYENENGA
4640027,3024,BÆRUM,300074387,0,121.0,"Tomannsbolig, vertikaldelt",FA,Ferdigattest,20090702,20091110,10101,161.0,,,325298837.0,Tanumveien,1012.0,186.0,B,,1339.0,VØYENENGA
4640028,4227,KVINESDAL,300074337,0,182.0,Garasjeuth.anneks til fritidb,MT,Meldingssak registrer tiltak,10101,10101,10101,35.0,,,,,,,,,,
4640029,3024,BÆRUM,300074390,0,121.0,"Tomannsbolig, vertikaldelt",FA,Ferdigattest,20090702,20091110,10101,161.0,,,325298836.0,Tanumveien,1012.0,186.0,A,,1339.0,VØYENENGA
4640030,4227,KVINESDAL,300055120,1,181.0,Garasjeuthus anneks til bolig,MF,Meldingssak tiltak fullført,10101,10101,10101,5.0,,,,,,,,,,
4640031,3814,KRAGERØ,15159995,2,161.0,Fritidsbygg(hyttersommerh. ol,TB,Tatt i bruk,10101,10101,20130101,20.0,,,81909514.0,Ole Halvorsens vei,1228.0,95.0,,,3788.0,STABBESTAD
4640032,4227,KVINESDAL,169670153,2,111.0,Enebolig,MT,Meldingssak registrer tiltak,10101,10101,10101,0.0,,,,,,,,,,
4640033,1507,ÅLESUND,178975757,1,111.0,Enebolig,MT,Meldingssak registrer tiltak,10101,10101,10101,10.0,,,240978215.0,R.P. Morks veg,9650.0,12.0,A,,6016.0,ÅLESUND
4640034,1507,ÅLESUND,178975668,1,111.0,Enebolig,MT,Meldingssak registrer tiltak,10101,10101,10101,45.0,,,240961728.0,R.P. Morks veg,9650.0,11.0,,,6016.0,ÅLESUND
4640035,3439,RINGEBU,300074212,0,182.0,Garasjeuth.anneks til fritidb,MF,Meldingssak tiltak fullført,10101,10101,10101,10.0,,,,,,,,,,
4640036,3439,RINGEBU,300074215,0,161.0,Fritidsbygg(hyttersommerh. ol,FA,Ferdigattest,10101,10101,10101,66.0,,,474316970.0,Gullhaugvegen,1153.0,95.0,,,2634.0,FÅVANG
4640037,3446,GRAN,157455125,1,111.0,Enebolig,TB,Tatt i bruk,10101,10101,20200527,54.0,,,,,,,,,,
4640038,5053,INDERØY,300074162,0,183.0,Naust båthus sjøbu,MF,Meldingssak tiltak fullført,10101,10101,10101,59.0,,,,,,,,,,
4640039,3403,HAMAR,300074173,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,20150721,34.0,,,,,,,,,,
4640040,3001,HALDEN,300073866,0,181.0,Garasjeuthus anneks til bolig,RA,Rammetillatelse,20090604,10101,10101,30.0,,,,,,,,,,
4640041,3020,NORDRE FOLLO,16881643,1,111.0,Enebolig,FA,Ferdigattest,10101,20090819,10101,9.0,,,126190336.0,Jotunveien,24200.0,44.0,,,1412.0,SOFIEMYR
4640042,3804,SANDEFJORD,300073746,0,121.0,"Tomannsbolig, vertikaldelt",FA,Ferdigattest,20090615,20090615,10101,106.0,,,304970440.0,Holteveien,45039.0,52.0,B,,3158.0,ANDEBU
4640043,4626,ØYGARDEN,176076771,1,122.0,"Tomannsbolig, horisontaldelt",FA,Ferdigattest,20090421,20090421,20160701,33.0,,,378161104.0,Nautnesvegen,3208.0,25.0,B,,5336.0,TJELDSTØ
4640044,5053,INDERØY,300074123,0,111.0,Enebolig,FA,Ferdigattest,10101,20090814,10101,147.0,,,14464747.0,Leiringen,4062.0,9.0,,,7670.0,INDERØY
4640045,3030,LILLESTRØM,300074321,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,0.0,,,,,,,,,,
4640046,5053,INDERØY,300074152,0,181.0,Garasjeuthus anneks til bolig,MF,Meldingssak tiltak fullført,10101,10101,10101,62.0,,,,,,,,,,
4640047,3030,LILLESTRØM,300074330,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,0.0,,,,,,,,,,
4640048,4203,ARENDAL,166981646,1,111.0,Enebolig,MF,Meldingssak tiltak fullført,10101,10101,10101,12.0,,,233067636.0,Kystveien,55114.0,95.0,,,4842.0,ARENDAL
4640049,5031,MALVIK,184700395,1,111.0,Enebolig,MT,Meldingssak registrer tiltak,10101,10101,10101,42.0,,,166260531.0,Gammelløfta,1513.0,1.0,,,7550.0,HOMMELVIK
