,EIENDOM_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,GNR,BNR,FNR,SNR,BRUKSNAVN,ANTALL_TEIGER,AREAL,AREALKILDE_NR,AREALKILDE_NAVN,NÆRINGS_KODE,NÆRINGS_KODE_NAVN,TINGLYST,OMSETNINGSDATO,KJOPESUM,OMSETNINGSTYPE_KODE,OMSETNINGSTYPE_NAVN,SAMEIE_TELLER,SAMEIE_NEVNER,ETABLERT_DATO,ETABLERT_AAR,EIENDOMSTYPE_KODE,EIENDOMSTYPE_NAVN,BYGNING_PAA_EIENDOM,BYGNING_PAA_EIENDOM_NAVN,ANTALL_BYGNINGER,ANTALL_ADRESSER,LKOORD_SYS_NR,LKOORD_SYS_NAVN,LKOOELOKX,LKOOELOKY
3310000,315693783,54,TROMS OG FINNMARK,5421,SENJA,59,344,0,0,,1,1606.8,1,Målebrev,,,True,,,,,0,0,20091118.0,2009.0,1,BEST. GRUNNEIENDOM,,,0,1,23.0,EUREF89 UTM Sone 33,615568.97,7683231.61
3310001,316388061,6,BUSKERUD,604,KONGSBERG,8189,101,0,0,,1,0.0,3,Midlertidig forretning,,,True,,,,,0,0,20091124.0,2009.0,1,BEST. GRUNNEIENDOM,,,0,0,,,,
3310002,316236500,11,ROGALAND,1119,HÅ,77,420,0,0,Tomt 23,1,513.4,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,0,0,20091123.0,2009.0,1,BEST. GRUNNEIENDOM,,,2,1,22.0,EUREF89 UTM Sone 32,308133.84,6497095.905
3310003,315980483,34,INNLANDET,3422,ÅMOT,58,185,0,0,HS34,1,2205.1,1,Målebrev,Y,Annet som ikke er næring,True,,,,,0,0,20091120.0,2009.0,1,BEST. GRUNNEIENDOM,,,3,1,22.0,EUREF89 UTM Sone 32,650476.29,6806218.03
3310004,316396237,46,VESTLAND,4602,KINN,295,50,0,0,,1,7976.3,1,Målebrev,,,True,,,,,0,0,20091124.0,2009.0,1,BEST. GRUNNEIENDOM,,,0,0,22.0,EUREF89 UTM Sone 32,300375.85,6878494.66
3310005,316195523,30,VIKEN,3005,DRAMMEN,321,573,0,2,,1,355.5,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,112,224,20091123.0,2009.0,0,UKJENT,,,2,0,22.0,EUREF89 UTM Sone 32,578392.88,6610492.16
3310006,316195524,30,VIKEN,3005,DRAMMEN,321,573,0,1,,1,290.8,0,Ikke oppgitt,X,Bolig,True,,,,,112,224,20091123.0,2009.0,0,UKJENT,,,1,0,22.0,EUREF89 UTM Sone 32,578381.68,6610507.39
3310007,315605713,30,VIKEN,3037,HURDAL,16,230,0,4,,1,0.0,0,Ikke oppgitt,X,Bolig,True,,,,,25,100,20091118.0,2009.0,0,UKJENT,,,1,0,,,,
3310008,315605712,30,VIKEN,3037,HURDAL,16,230,0,3,,1,0.0,0,Ikke oppgitt,X,Bolig,True,,,,,25,100,20091118.0,2009.0,0,UKJENT,,,1,0,,,,
3310009,315589359,3,OSLO,301,OSLO,154,54,0,8,,1,0.0,0,Ikke oppgitt,X,Bolig,True,,,,,70,3135,20091118.0,2009.0,0,UKJENT,,,1,0,,,,
3310010,316230393,50,TRØNDELAG,5001,TRONDHEIM,17,863,0,0,"Grilstadfjæra tomt N6, tillegg 1",1,845.9,1,Målebrev,,,True,,,,,0,0,20091123.0,2009.0,1,BEST. GRUNNEIENDOM,,,0,0,22.0,EUREF89 UTM Sone 32,575370.8,7034788.08
