,EIENDOM_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,GNR,BNR,FNR,SNR,BRUKSNAVN,ANTALL_TEIGER,AREAL,AREALKILDE_NR,AREALKILDE_NAVN,NÆRINGS_KODE,NÆRINGS_KODE_NAVN,TINGLYST,OMSETNINGSDATO,KJOPESUM,OMSETNINGSTYPE_KODE,OMSETNINGSTYPE_NAVN,SAMEIE_TELLER,SAMEIE_NEVNER,ETABLERT_DATO,ETABLERT_AAR,EIENDOMSTYPE_KODE,EIENDOMSTYPE_NAVN,BYGNING_PAA_EIENDOM,BYGNING_PAA_EIENDOM_NAVN,ANTALL_BYGNINGER,ANTALL_ADRESSER,LKOORD_SYS_NR,LKOORD_SYS_NAVN,LKOOELOKX,LKOOELOKY
2560000,226757894,34,INNLANDET,3421,TRYSIL,33,580,0,45,,1,0.0,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,111,7313,19940928.0,1994.0,0,UKJENT,,,1,0,,,,
2560001,226757895,34,INNLANDET,3421,TRYSIL,33,580,0,46,,1,0.0,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,111,7313,19940928.0,1994.0,0,UKJENT,,,1,0,,,,
2560002,226757888,34,INNLANDET,3421,TRYSIL,33,580,0,39,,1,0.0,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,62,7313,19940928.0,1994.0,0,UKJENT,,,1,0,,,,
2560003,226757889,34,INNLANDET,3421,TRYSIL,33,580,0,40,,1,0.0,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,62,7313,19940928.0,1994.0,0,UKJENT,,,1,0,,,,
2560004,226757890,34,INNLANDET,3421,TRYSIL,33,580,0,41,,1,0.0,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,117,7313,19940928.0,1994.0,0,UKJENT,,,1,0,,,,
2560005,226757891,34,INNLANDET,3421,TRYSIL,33,580,0,42,,1,0.0,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,117,7313,19940928.0,1994.0,0,UKJENT,,,1,0,,,,
2560006,226757900,34,INNLANDET,3421,TRYSIL,33,580,0,51,,1,0.0,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,111,7313,19940928.0,1994.0,0,UKJENT,,,1,0,,,,
2560007,226757901,34,INNLANDET,3421,TRYSIL,33,580,0,52,,1,0.0,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,111,7313,19940928.0,1994.0,0,UKJENT,,,1,0,,,,
2560008,226757902,34,INNLANDET,3421,TRYSIL,33,580,0,53,,1,0.0,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,111,7313,19940928.0,1994.0,0,UKJENT,,,1,0,,,,
2560009,226757903,34,INNLANDET,3421,TRYSIL,33,580,0,54,,1,0.0,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,111,7313,19940928.0,1994.0,0,UKJENT,,,1,0,,,,
2560010,226757896,34,INNLANDET,3421,TRYSIL,33,580,0,47,,1,0.0,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,111,7313,19940928.0,1994.0,0,UKJENT,,,1,0,,,,
2560011,226757897,34,INNLANDET,3421,TRYSIL,33,580,0,48,,1,0.0,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,111,7313,19940928.0,1994.0,0,UKJENT,,,1,0,,,,
2560012,226757898,34,INNLANDET,3421,TRYSIL,33,580,0,49,,1,0.0,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,111,7313,19940928.0,1994.0,0,UKJENT,,,2,0,,,,
2560013,226757899,34,INNLANDET,3421,TRYSIL,33,580,0,50,,1,0.0,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,111,7313,19940928.0,1994.0,0,UKJENT,,,1,0,,,,
2560014,226757908,34,INNLANDET,3421,TRYSIL,26,563,0,0,SØRHUUSSTUA,1,1631.4,1,Målebrev,Y,Annet som ikke er næring,True,,,,,0,0,19920506.0,1992.0,1,BEST. GRUNNEIENDOM,,,2,1,22.0,EUREF89 UTM Sone 32,675073.13,6801756.25
2560015,226757909,34,INNLANDET,3421,TRYSIL,37,114,83,0,"TRYSILFJELL ALPIN, TOMT 21",1,0.0,1,Målebrev,Y,Annet som ikke er næring,True,,,,,0,0,19920508.0,1992.0,3,BESTÅENDE PUNKTFESTE,,,1,1,22.0,EUREF89 UTM Sone 32,673330.32,6801092.09
2560016,226757910,34,INNLANDET,3421,TRYSIL,9,1,55,0,,1,0.0,0,Ikke oppgitt,,,True,,,,,0,0,19680828.0,1968.0,3,BESTÅENDE PUNKTFESTE,,,0,0,22.0,EUREF89 UTM Sone 32,703029.41,6805270.48
2560017,226757911,34,INNLANDET,3421,TRYSIL,9,1,56,0,,1,0.0,0,Ikke oppgitt,,,True,,,,,0,0,19701103.0,1970.0,2,BESTÅENDE FESTEGRUNN,,,0,0,,,,
2560018,226757904,34,INNLANDET,3421,TRYSIL,33,580,0,55,,1,0.0,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,111,7313,19940928.0,1994.0,0,UKJENT,,,1,0,,,,
2560019,226757905,34,INNLANDET,3421,TRYSIL,33,580,0,56,,1,0.0,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,111,7313,19940928.0,1994.0,0,UKJENT,,,1,0,,,,
2560020,226757906,34,INNLANDET,3421,TRYSIL,33,580,0,57,,1,0.0,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,111,7313,19940928.0,1994.0,0,UKJENT,,,1,0,,,,
2560021,226757907,34,INNLANDET,3421,TRYSIL,33,580,0,58,,1,0.0,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,111,7313,19940928.0,1994.0,0,UKJENT,,,1,0,,,,
2560022,226757916,4,HEDMARK,428,TRYSIL,37,27,2,0,,1,0.0,0,Ikke oppgitt,,,True,,,,,0,0,19560622.0,1956.0,2,BESTÅENDE FESTEGRUNN,,,0,0,,,,
2560023,226757917,34,INNLANDET,3421,TRYSIL,73,65,0,0,BERGHEIM III,1,2499.2,1,Målebrev,,,True,,,,,0,0,19891213.0,1989.0,1,BEST. GRUNNEIENDOM,,,0,0,22.0,EUREF89 UTM Sone 32,665282.78,6779827.92
2560024,226757918,34,INNLANDET,3421,TRYSIL,31,388,0,0,GRASROA,1,1364.2,1,Målebrev,X,Bolig,True,,,,,0,0,19920529.0,1992.0,1,BEST. GRUNNEIENDOM,,,2,1,22.0,EUREF89 UTM Sone 32,678070.92,6796467.19
2560025,226757919,34,INNLANDET,3421,TRYSIL,29,211,0,0,ELVHEIM,1,4103.1,1,Målebrev,Y,Annet som ikke er næring,True,,,,,0,0,19920609.0,1992.0,1,BEST. GRUNNEIENDOM,,,2,1,22.0,EUREF89 UTM Sone 32,679403.26,6795017.24
2560026,226757912,4,HEDMARK,428,TRYSIL,29,205,0,0,NYSTU II,1,0.0,1,Målebrev,,,True,,,,,0,0,19891213.0,1989.0,1,BEST. GRUNNEIENDOM,,,0,0,,,,
