,EIENDOM_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,GNR,BNR,FNR,SNR,BRUKSNAVN,ANTALL_TEIGER,AREAL,AREALKILDE_NR,AREALKILDE_NAVN,NÆRINGS_KODE,NÆRINGS_KODE_NAVN,TINGLYST,OMSETNINGSDATO,KJOPESUM,OMSETNINGSTYPE_KODE,OMSETNINGSTYPE_NAVN,SAMEIE_TELLER,SAMEIE_NEVNER,ETABLERT_DATO,ETABLERT_AAR,EIENDOMSTYPE_KODE,EIENDOMSTYPE_NAVN,BYGNING_PAA_EIENDOM,BYGNING_PAA_EIENDOM_NAVN,ANTALL_BYGNINGER,ANTALL_ADRESSER,LKOORD_SYS_NR,LKOORD_SYS_NAVN,LKOOELOKX,LKOOELOKY
1970000,172298823,50,TRØNDELAG,5032,SELBU,67,1,14,0,SELBU TRAFO.STASJON,1,4206.8,1,Målebrev,,,True,,,,,0,0,19850510.0,1985.0,2,BESTÅENDE FESTEGRUNN,,,1,1,22.0,EUREF89 UTM Sone 32,602463.7,7011182.24
1970001,172298822,16,SØR-TRØNDELAG,1664,SELBU,67,1,13,0,SELBU GAMLE PRESTEGÅRD,1,0.0,1,Målebrev,,,True,,,,,0,0,19760511.0,1976.0,2,BESTÅENDE FESTEGRUNN,,,0,0,,,,
1970002,172298817,16,SØR-TRØNDELAG,1664,SELBU,67,1,6,0,TOMT NR. 6,1,0.0,1,Målebrev,,,True,,,,,0,0,19500715.0,1950.0,2,BESTÅENDE FESTEGRUNN,,,0,0,,,,
1970003,172298816,50,TRØNDELAG,5032,SELBU,67,1,5,0,TOMT NR. 5,1,0.0,9,Annen arealkilde,,,True,,,,,0,0,19500119.0,1950.0,2,BESTÅENDE FESTEGRUNN,,,0,0,,,,
1970004,172298819,16,SØR-TRØNDELAG,1664,SELBU,67,1,8,0,TOMT NR. 8,1,0.0,9,Annen arealkilde,,,True,,,,,0,0,19520507.0,1952.0,2,BESTÅENDE FESTEGRUNN,,,0,0,,,,
1970005,172298818,50,TRØNDELAG,5032,SELBU,67,1,7,0,TOMT NR. 7,1,0.0,9,Annen arealkilde,,,True,,,,,0,0,19500715.0,1950.0,2,BESTÅENDE FESTEGRUNN,,,0,0,,,,
1970006,172298829,50,TRØNDELAG,5032,SELBU,67,7,0,0,KUTRØEN,1,4449.5,0,Ikke oppgitt,,,True,,,,,0,0,18890917.0,1889.0,1,BEST. GRUNNEIENDOM,,,0,0,22.0,EUREF89 UTM Sone 32,601589.65,7011364.46
1970007,172298828,50,TRØNDELAG,5032,SELBU,67,6,0,0,NESTAØIEN,1,30560.0,0,Ikke oppgitt,,,True,,,,,0,0,18890917.0,1889.0,1,BEST. GRUNNEIENDOM,,,0,0,22.0,EUREF89 UTM Sone 32,601760.24,7010932.76
1970008,172298831,16,SØR-TRØNDELAG,1664,SELBU,67,9,0,0,KVELLOMYREN MELLEM ØSTRE,1,0.0,0,Ikke oppgitt,,,False,,,,,0,0,18890917.0,1889.0,1,BEST. GRUNNEIENDOM,,,0,0,,,,
1970009,172298830,50,TRØNDELAG,5032,SELBU,67,8,0,0,KVELLOMYREN VESTRE,2,86054.1,0,Ikke oppgitt,,,True,,,,,0,0,18890917.0,1889.0,1,BEST. GRUNNEIENDOM,,,3,1,22.0,EUREF89 UTM Sone 32,601415.21,7011615.12
