,EIENDOM_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,GNR,BNR,FNR,SNR,BRUKSNAVN,ANTALL_TEIGER,AREAL,AREALKILDE_NR,AREALKILDE_NAVN,NÆRINGS_KODE,NÆRINGS_KODE_NAVN,TINGLYST,OMSETNINGSDATO,KJOPESUM,OMSETNINGSTYPE_KODE,OMSETNINGSTYPE_NAVN,SAMEIE_TELLER,SAMEIE_NEVNER,ETABLERT_DATO,ETABLERT_AAR,EIENDOMSTYPE_KODE,EIENDOMSTYPE_NAVN,BYGNING_PAA_EIENDOM,BYGNING_PAA_EIENDOM_NAVN,ANTALL_BYGNINGER,ANTALL_ADRESSER,LKOORD_SYS_NR,LKOORD_SYS_NAVN,LKOOELOKX,LKOOELOKY
3560000,498249150,18,NORDLAND,1838,GILDESKÅL,90,43,0,0,,1,1062.9,0,Ikke oppgitt,,,True,,,,,0,0,20140919.0,2014.0,1,BEST. GRUNNEIENDOM,,,0,1,23.0,EUREF89 UTM Sone 33,454696.2925,7437889.1625
3560001,498304447,15,MØRE OG ROMSDAL,1507,ÅLESUND,675,127,0,0,,1,1528.0,0,Ikke oppgitt,,,True,,,,,0,0,20140926.0,2014.0,1,BEST. GRUNNEIENDOM,,,0,0,22.0,EUREF89 UTM Sone 32,396919.0,6926673.83
3560002,498206141,38,VESTFOLD OG TELEMARK,3823,FYRESDAL,28,26,0,0,"Momrak nordre, tomt nr. 15",1,952.9,0,Ikke oppgitt,,,True,,,,,0,0,20140919.0,2014.0,1,BEST. GRUNNEIENDOM,,,0,1,22.0,EUREF89 UTM Sone 32,448592.13,6555814.13
3560003,498187683,2,AKERSHUS,214,ÅS,42,1,276,0,,1,0.0,0,Ikke oppgitt,,,True,,,,,0,0,20140922.0,2014.0,2,BESTÅENDE FESTEGRUNN,,,0,0,,,,
3560004,498199970,46,VESTLAND,4615,FITJAR,68,18,0,0,,1,813.0,0,Ikke oppgitt,,,True,,,,,0,0,20140919.0,2014.0,1,BEST. GRUNNEIENDOM,,,0,0,22.0,EUREF89 UTM Sone 32,294019.18,6649436.29
3560005,497753532,2,AKERSHUS,238,NANNESTAD,125,55,0,0,,1,0.0,0,Ikke oppgitt,,,True,,,,,0,0,20141003.0,2014.0,1,BEST. GRUNNEIENDOM,,,0,0,,,,
3560006,498306474,11,ROGALAND,1103,STAVANGER,143,63,0,0,,1,342.4,0,Ikke oppgitt,,,False,,,,,0,0,20140918.0,2014.0,1,BEST. GRUNNEIENDOM,,,0,0,22.0,EUREF89 UTM Sone 32,317547.52,6556744.27
3560007,498199978,46,VESTLAND,4615,FITJAR,68,19,0,0,,1,803.4,0,Ikke oppgitt,,,True,,,,,0,0,20140919.0,2014.0,1,BEST. GRUNNEIENDOM,,,0,0,22.0,EUREF89 UTM Sone 32,294046.03,6649437.02
3560008,498273710,18,NORDLAND,1833,RANA,20,1152,0,0,,1,32.8,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,0,0,20140918.0,2014.0,1,BEST. GRUNNEIENDOM,,,1,1,23.0,EUREF89 UTM Sone 33,462603.77,7355765.97
3560009,497857933,42,AGDER,4223,VENNESLA,6,1980,0,0,,1,13.4,0,Ikke oppgitt,,,True,,,,,0,0,20140922.0,2014.0,1,BEST. GRUNNEIENDOM,,,0,0,22.0,EUREF89 UTM Sone 32,439277.85,6459558.09
3560010,497939852,46,VESTLAND,4621,VOSS,48,207,0,1,,1,0.0,0,Ikke oppgitt,X,Bolig,True,,,,,1,4,20140916.0,2014.0,0,UKJENT,,,1,0,,,,
3560011,498296210,16,SØR-TRØNDELAG,1620,FRØYA,38,49,0,0,,1,0.0,0,Ikke oppgitt,,,True,,,,,0,0,20140922.0,2014.0,1,BEST. GRUNNEIENDOM,,,0,0,,,,
3560012,497939849,46,VESTLAND,4621,VOSS,48,207,0,4,,1,0.0,0,Ikke oppgitt,X,Bolig,True,,,,,1,4,20140916.0,2014.0,0,UKJENT,,,1,0,,,,
3560013,498064778,50,TRØNDELAG,5021,OPPDAL,284,80,0,4,,1,0.0,0,Ikke oppgitt,X,Bolig,True,,,,,59,1023,20140918.0,2014.0,0,UKJENT,,,1,0,,,,
3560014,498296214,50,TRØNDELAG,5014,FRØYA,38,50,0,0,,1,90.5,0,Ikke oppgitt,,,True,,,,,0,0,20141014.0,2014.0,1,BEST. GRUNNEIENDOM,,,0,0,22.0,EUREF89 UTM Sone 32,490307.04,7073678.24
3560015,497939851,46,VESTLAND,4621,VOSS,48,207,0,2,,1,0.0,0,Ikke oppgitt,X,Bolig,True,,,,,1,4,20140916.0,2014.0,0,UKJENT,,,1,0,,,,
3560016,498064777,50,TRØNDELAG,5021,OPPDAL,284,80,0,5,,1,0.0,0,Ikke oppgitt,X,Bolig,True,,,,,66,1023,20140918.0,2014.0,0,UKJENT,,,1,0,,,,
3560017,497939850,46,VESTLAND,4621,VOSS,48,207,0,3,,1,0.0,0,Ikke oppgitt,X,Bolig,True,,,,,1,4,20140916.0,2014.0,0,UKJENT,,,1,0,,,,
3560018,498064776,50,TRØNDELAG,5021,OPPDAL,284,80,0,6,,1,0.0,0,Ikke oppgitt,X,Bolig,True,,,,,73,1023,20140918.0,2014.0,0,UKJENT,,,1,0,,,,
3560019,497948038,30,VIKEN,3035,EIDSVOLL,147,69,0,12,,1,0.0,0,Ikke oppgitt,X,Bolig,True,,,,,915,29163,20140915.0,2014.0,0,UKJENT,,,1,0,,,,
3560020,497993094,54,TROMS OG FINNMARK,5403,ALTA,53,52,0,0,,1,1870.1,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,0,0,20140919.0,2014.0,1,BEST. GRUNNEIENDOM,,,1,1,25.0,EUREF89 UTM Sone 35,352498.79,7803183.49
3560021,498064775,50,TRØNDELAG,5021,OPPDAL,284,80,0,7,,1,0.0,0,Ikke oppgitt,X,Bolig,True,,,,,73,1023,20140918.0,2014.0,0,UKJENT,,,1,0,,,,
3560022,498064774,50,TRØNDELAG,5021,OPPDAL,284,80,0,8,,1,0.0,0,Ikke oppgitt,X,Bolig,True,,,,,70,1023,20140918.0,2014.0,0,UKJENT,,,1,0,,,,
3560023,497948036,30,VIKEN,3035,EIDSVOLL,147,69,0,14,,1,0.0,0,Ikke oppgitt,X,Bolig,True,,,,,915,29163,20140915.0,2014.0,0,UKJENT,,,1,0,,,,
3560024,498064773,50,TRØNDELAG,5021,OPPDAL,284,80,0,9,,1,0.0,0,Ikke oppgitt,X,Bolig,True,,,,,59,1023,20140918.0,2014.0,0,UKJENT,,,1,0,,,,
3560025,497948037,30,VIKEN,3035,EIDSVOLL,147,69,0,13,,1,0.0,0,Ikke oppgitt,X,Bolig,True,,,,,757,29163,20140915.0,2014.0,0,UKJENT,,,1,0,,,,
3560026,498064772,50,TRØNDELAG,5021,OPPDAL,284,80,0,10,,1,0.0,0,Ikke oppgitt,X,Bolig,True,,,,,66,1023,20140918.0,2014.0,0,UKJENT,,,1,0,,,,
