,EIENDOM_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,GNR,BNR,FNR,SNR,BRUKSNAVN,ANTALL_TEIGER,AREAL,AREALKILDE_NR,AREALKILDE_NAVN,NÆRINGS_KODE,NÆRINGS_KODE_NAVN,TINGLYST,OMSETNINGSDATO,KJOPESUM,OMSETNINGSTYPE_KODE,OMSETNINGSTYPE_NAVN,SAMEIE_TELLER,SAMEIE_NEVNER,ETABLERT_DATO,ETABLERT_AAR,EIENDOMSTYPE_KODE,EIENDOMSTYPE_NAVN,BYGNING_PAA_EIENDOM,BYGNING_PAA_EIENDOM_NAVN,ANTALL_BYGNINGER,ANTALL_ADRESSER,LKOORD_SYS_NR,LKOORD_SYS_NAVN,LKOOELOKX,LKOOELOKY
3890000,6401963411,42,AGDER,4223,VENNESLA,73,6,0,0,,1,0.0,0,Ikke oppgitt,,,True,,,,,0,0,20210727.0,2021.0,1,BEST. GRUNNEIENDOM,,,0,0,,,,
3890001,6401775002,50,TRØNDELAG,5038,VERDAL,18,1446,0,0,,1,300.6,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,0,0,20210720.0,2021.0,1,BEST. GRUNNEIENDOM,,,2,1,22.0,EUREF89 UTM Sone 32,622034.617265,7076789.198964
3890002,6402276756,30,VIKEN,3014,INDRE ØSTFOLD,81,487,0,0,,1,452.4,0,Ikke oppgitt,,,True,,,,,0,0,20210830.0,2021.0,1,BEST. GRUNNEIENDOM,,,0,0,22.0,EUREF89 UTM Sone 32,621136.726557,6606823.794018
3890003,6402121097,50,TRØNDELAG,5058,ÅFJORD,66,98,0,0,,2,58509.6,0,Ikke oppgitt,,,True,,,,,0,0,20210729.0,2021.0,1,BEST. GRUNNEIENDOM,,,0,0,22.0,EUREF89 UTM Sone 32,547278.09,7087190.83
3890004,6402258313,30,VIKEN,3040,NESBYEN,71,342,0,0,,1,1270.4,0,Ikke oppgitt,,,True,,,,,0,0,20210806.0,2021.0,1,BEST. GRUNNEIENDOM,,,0,1,22.0,EUREF89 UTM Sone 32,491685.801711,6707202.863249
3890005,6401709440,30,VIKEN,3019,VESTBY,143,184,0,0,,1,841.4,0,Ikke oppgitt,,,True,,,,,0,0,20210721.0,2021.0,1,BEST. GRUNNEIENDOM,,,0,1,22.0,EUREF89 UTM Sone 32,598412.186473,6601233.099033
3890006,6401664389,42,AGDER,4224,ÅSERAL,9,625,0,0,,1,420.9,0,Ikke oppgitt,,,True,,,,,0,0,20210716.0,2021.0,1,BEST. GRUNNEIENDOM,,,0,1,22.0,EUREF89 UTM Sone 32,413033.616947,6518800.020866
3890007,6401660296,50,TRØNDELAG,5042,LIERNE,18,15,0,0,,1,469.8,0,Ikke oppgitt,,,True,,,,,0,0,20210716.0,2021.0,1,BEST. GRUNNEIENDOM,,,0,0,22.0,EUREF89 UTM Sone 32,727134.65,7155072.42
3890008,6401748363,30,VIKEN,3003,SARPSBORG,1051,313,0,8,,1,0.0,0,Ikke oppgitt,C,Industri,True,,,,,152,4204,20210826.0,2021.0,0,UKJENT,,,1,0,,,,
3890009,6401748362,30,VIKEN,3003,SARPSBORG,1051,313,0,9,,1,0.0,0,Ikke oppgitt,C,Industri,True,,,,,272,4204,20210826.0,2021.0,0,UKJENT,,,1,0,,,,
