,EIENDOM_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,GNR,BNR,FNR,SNR,BRUKSNAVN,ANTALL_TEIGER,AREAL,AREALKILDE_NR,AREALKILDE_NAVN,NÆRINGS_KODE,NÆRINGS_KODE_NAVN,TINGLYST,OMSETNINGSDATO,KJOPESUM,OMSETNINGSTYPE_KODE,OMSETNINGSTYPE_NAVN,SAMEIE_TELLER,SAMEIE_NEVNER,ETABLERT_DATO,ETABLERT_AAR,EIENDOMSTYPE_KODE,EIENDOMSTYPE_NAVN,BYGNING_PAA_EIENDOM,BYGNING_PAA_EIENDOM_NAVN,ANTALL_BYGNINGER,ANTALL_ADRESSER,LKOORD_SYS_NR,LKOORD_SYS_NAVN,LKOOELOKX,LKOOELOKY
2210000,194353815,15,MØRE OG ROMSDAL,1520,ØRSTA,103,10,1,0,PUNKTFESTE NR. 4,1,0.0,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,0,0,19791219.0,1979.0,3,BESTÅENDE PUNKTFESTE,,,1,1,22.0,EUREF89 UTM Sone 32,353770.45,6907250.07
2210001,194353814,15,MØRE OG ROMSDAL,1520,ØRSTA,103,10,0,0,MYKLEBOST,11,809767.5,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,0,0,,,1,BEST. GRUNNEIENDOM,,,6,1,22.0,EUREF89 UTM Sone 32,352014.86,6909089.76
2210002,194353809,15,MØRE OG ROMSDAL,1520,ØRSTA,103,8,0,0,MYKLEBOST,10,887589.6,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,0,0,18750618.0,1875.0,1,BEST. GRUNNEIENDOM,,,5,3,22.0,EUREF89 UTM Sone 32,351312.02,6909498.73
2210003,194353808,15,MØRE OG ROMSDAL,1520,ØRSTA,103,7,1,0,,1,27.9,0,Ikke oppgitt,Y,Annet som ikke er næring,True,,,,,0,0,,,2,BESTÅENDE FESTEGRUNN,,,1,1,22.0,EUREF89 UTM Sone 32,353662.34,6907323.21
2210004,194353811,15,MØRE OG ROMSDAL,1520,ØRSTA,103,8,2,0,,1,0.0,1,Målebrev,Y,Annet som ikke er næring,True,,,,,0,0,19860930.0,1986.0,3,BESTÅENDE PUNKTFESTE,,,1,1,22.0,EUREF89 UTM Sone 32,353847.31,6907282.55
2210005,194353810,15,MØRE OG ROMSDAL,1520,ØRSTA,103,8,1,0,,1,0.0,0,Ikke oppgitt,,,True,,,,,0,0,19801212.0,1980.0,3,BESTÅENDE PUNKTFESTE,,,0,0,,,,
2210006,194353821,15,MØRE OG ROMSDAL,1520,ØRSTA,103,17,0,0,GJERDEKROKEN II,1,4698.9,0,Ikke oppgitt,,,True,,,,,0,0,19661103.0,1966.0,1,BEST. GRUNNEIENDOM,,,0,0,22.0,EUREF89 UTM Sone 32,352651.81,6908480.75
2210007,194353820,15,MØRE OG ROMSDAL,1520,ØRSTA,103,16,0,0,GJERDEKROKEN,1,4698.9,0,Ikke oppgitt,,,True,,,,,0,0,19661103.0,1966.0,1,BEST. GRUNNEIENDOM,,,0,0,22.0,EUREF89 UTM Sone 32,352651.81,6908480.75
2210008,194353823,15,MØRE OG ROMSDAL,1520,ØRSTA,103,19,0,0,SOLHEIM,1,2129.9,0,Ikke oppgitt,A,"Jordbruk, skogbruk og fiske",True,,,,,0,0,19790205.0,1979.0,1,BEST. GRUNNEIENDOM,,,2,1,22.0,EUREF89 UTM Sone 32,352092.92,6909089.93
2210009,194353822,15,MØRE OG ROMSDAL,1520,ØRSTA,103,18,0,0,HAUGEMARKA,1,1805.8,0,Ikke oppgitt,,,True,,,,,0,0,19661103.0,1966.0,1,BEST. GRUNNEIENDOM,,,0,0,22.0,EUREF89 UTM Sone 32,352558.32,6908442.4
