,BYGNING_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,NAERINGSGRUPPE_KODE,NAERINGSGRUPPE_NAVN,PAABYGG_TILBYGG_KODE,PAABYGG_TILBYGG_NAVN,VANNFORSYNING_NR,VANNFORSYNING_NAVN,BRUKSAREAL_TOTALT,BRUKSAREAL_BOLIG,BRUKSAREAL_ANNET_BOLIG,ANTALL_ETASJER,ANTALL_BOLIGER,LKOORDINATSYSTEM_NR,LKOORDINATSYSTEM_NAVN,LKOORDINAT_KVALITET_KODE,LKOORDINAT_KVALITET_NAVN,LX_KOORDINAT,LY_KOORDINAT,LZ_KOORDINAT,EIENDOM_ANTALL,HAR_HEIS,BEBYGD_AREAL
360000,29372865,50,TRØNDELAG,5054,INDRE FOSEN,183523465,1,,,BA,Bygging avlyst,20050425,20050425,10101,X,Bolig,T,Tilbygg,2.0,Tilkn. privat vannverk,0.0,0.0,0.0,1,1,22.0,EUREF89 UTM Sone 32,--,UOppgitt,550801.47,7042869.65,,1,False,0.0
360001,29376961,50,TRØNDELAG,5054,INDRE FOSEN,183529692,0,241.0,Hus for dyr/landbr.lager/silo,TB,Tatt i bruk,10101,10101,10101,,,,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,552031.0,7044677.0,0.0,1,False,0.0
360002,29376963,50,TRØNDELAG,5054,INDRE FOSEN,183529706,0,249.0,Annen landbruksbygning,TB,Tatt i bruk,10101,10101,10101,,,,,,,110.0,0.0,110.0,2,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,552017.0,7044656.0,0.0,1,False,0.0
360003,29372868,50,TRØNDELAG,5054,INDRE FOSEN,183523473,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,X,Bolig,,,2.0,Tilkn. privat vannverk,130.0,130.0,0.0,2,1,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550751.0,7042955.0,0.0,1,False,0.0
360004,29376965,50,TRØNDELAG,5054,INDRE FOSEN,183529714,0,161.0,Fritidsbygg(hyttersommerh. ol,TB,Tatt i bruk,10101,10101,10101,Y,Annet som ikke er næring,,,,,47.5,0.0,47.5,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,552277.0,7044643.0,0.0,1,False,0.0
360005,29372870,50,TRØNDELAG,5054,INDRE FOSEN,183523481,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,X,Bolig,,,2.0,Tilkn. privat vannverk,190.0,190.0,0.0,2,1,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550808.0,7042967.0,0.0,1,False,0.0
360006,29376967,50,TRØNDELAG,5054,INDRE FOSEN,183529722,0,161.0,Fritidsbygg(hyttersommerh. ol,TB,Tatt i bruk,10101,10101,10101,Y,Annet som ikke er næring,,,4.0,Privat ikke innlagt,47.5,0.0,47.5,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,552383.0,7044641.0,0.0,1,False,53.0
360007,29372872,50,TRØNDELAG,5054,INDRE FOSEN,183523503,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,X,Bolig,,,2.0,Tilkn. privat vannverk,206.0,206.0,0.0,2,1,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550829.0,7042952.0,0.0,1,False,0.0
360008,29376969,50,TRØNDELAG,5054,INDRE FOSEN,183529730,0,182.0,Garasjeuth.anneks til fritidb,TB,Tatt i bruk,10101,10101,10101,Y,Annet som ikke er næring,,,,,6.0,0.0,6.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,552378.0,7044646.0,0.0,1,False,0.0
360009,29372874,50,TRØNDELAG,5054,INDRE FOSEN,183523511,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,X,Bolig,,,2.0,Tilkn. privat vannverk,186.0,186.0,0.0,2,1,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550849.0,7042937.0,0.0,1,False,0.0
360010,29376971,50,TRØNDELAG,5054,INDRE FOSEN,183529749,0,182.0,Garasjeuth.anneks til fritidb,TB,Tatt i bruk,10101,10101,10101,Y,Annet som ikke er næring,,,,,6.0,0.0,6.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,552286.0,7044636.0,0.0,1,False,0.0
360011,29372876,50,TRØNDELAG,5054,INDRE FOSEN,183523538,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,X,Bolig,,,2.0,Tilkn. privat vannverk,203.0,203.0,0.0,2,1,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550858.0,7042915.0,0.0,1,False,0.0
360012,29376973,50,TRØNDELAG,5054,INDRE FOSEN,183529757,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,Y,Annet som ikke er næring,,,,,17.0,0.0,17.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,552020.0,7044545.0,0.0,1,False,0.0
360013,29372878,50,TRØNDELAG,5054,INDRE FOSEN,183523546,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,X,Bolig,,,2.0,Tilkn. privat vannverk,128.0,128.0,0.0,2,1,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550883.0,7042918.0,0.0,1,False,0.0
360014,29376975,50,TRØNDELAG,5054,INDRE FOSEN,183529765,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,X,Bolig,,,3.0,Privat innlagt,79.0,79.0,0.0,3,1,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,552009.0,7044542.0,0.0,1,False,0.0
360015,29372880,50,TRØNDELAG,5054,INDRE FOSEN,183523554,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,X,Bolig,,,2.0,Tilkn. privat vannverk,180.0,180.0,0.0,2,1,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550929.0,7042885.0,0.0,1,False,0.0
360016,29376977,50,TRØNDELAG,5054,INDRE FOSEN,183529773,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,Y,Annet som ikke er næring,,,,,8.0,0.0,8.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,552009.0,7044523.0,0.0,1,False,0.0
360017,29372882,50,TRØNDELAG,5054,INDRE FOSEN,183523562,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,X,Bolig,,,2.0,Tilkn. privat vannverk,280.0,280.0,0.0,2,1,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550782.0,7042929.0,0.0,1,False,15.0
360018,29376979,50,TRØNDELAG,5054,INDRE FOSEN,183529781,0,182.0,Garasjeuth.anneks til fritidb,TB,Tatt i bruk,10101,10101,10101,Y,Annet som ikke er næring,,,,,76.0,0.0,76.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,552008.0,7044504.0,0.0,1,False,0.0
360019,29372884,50,TRØNDELAG,5054,INDRE FOSEN,183523570,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,X,Bolig,,,2.0,Tilkn. privat vannverk,277.0,277.0,0.0,2,1,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550809.0,7042922.0,0.0,1,False,30.0
360020,29376981,50,TRØNDELAG,5054,INDRE FOSEN,183529803,0,113.0,Våningshus,BR,Bygning revet/brent,10101,10101,10101,,,,,,,0.0,0.0,0.0,1,1,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,552003.0,7044515.0,0.0,1,False,0.0
360021,29372886,50,TRØNDELAG,5054,INDRE FOSEN,183523570,1,,,TB,Tatt i bruk,20010918,20010918,20020101,X,Bolig,P,Påbygg,2.0,Tilkn. privat vannverk,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,--,UOppgitt,550799.809,7042933.496,,1,False,30.0
360022,29376983,50,TRØNDELAG,5054,INDRE FOSEN,183529811,0,161.0,Fritidsbygg(hyttersommerh. ol,BR,Bygning revet/brent,10101,10101,10101,,,,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,552682.0,7044685.0,0.0,1,False,0.0
360023,29372889,50,TRØNDELAG,5054,INDRE FOSEN,183523589,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,X,Bolig,,,2.0,Tilkn. privat vannverk,105.0,105.0,0.0,2,1,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550827.0,7042892.0,0.0,1,False,0.0
360024,29376985,50,TRØNDELAG,5054,INDRE FOSEN,183529838,0,249.0,Annen landbruksbygning,BR,Bygning revet/brent,10101,10101,10101,X,Bolig,,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,551764.0,7044186.0,0.0,1,False,0.0
360025,29372891,50,TRØNDELAG,5054,INDRE FOSEN,183523597,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,Y,Annet som ikke er næring,,,,,71.0,0.0,71.0,2,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550817.0,7042902.0,0.0,1,False,0.0
360026,29376987,50,TRØNDELAG,5054,INDRE FOSEN,183529846,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,Y,Annet som ikke er næring,,,,,60.0,0.0,60.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,551757.0,7044173.0,0.0,1,False,0.0
360027,29372893,50,TRØNDELAG,5054,INDRE FOSEN,183523600,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,Y,Annet som ikke er næring,,,,,60.0,0.0,60.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550732.0,7042919.0,0.0,1,False,0.0
360028,29376989,50,TRØNDELAG,5054,INDRE FOSEN,183529854,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,Y,Annet som ikke er næring,,,,,150.0,0.0,150.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,551777.0,7044163.0,0.0,1,False,0.0
360029,29372895,50,TRØNDELAG,5054,INDRE FOSEN,183523619,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,X,Bolig,,,2.0,Tilkn. privat vannverk,166.0,166.0,0.0,2,1,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550723.0,7042909.0,0.0,1,False,0.0
360030,29376991,50,TRØNDELAG,5054,INDRE FOSEN,183529862,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,X,Bolig,,,2.0,Tilkn. privat vannverk,201.0,201.0,0.0,3,1,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,551766.0,7044140.0,0.0,1,False,0.0
360031,29372897,50,TRØNDELAG,5054,INDRE FOSEN,183523627,0,249.0,Annen landbruksbygning,TB,Tatt i bruk,10101,10101,10101,A,"Jordbruk, skogbruk og fiske",,,,,20.0,0.0,20.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550999.0,7042966.0,0.0,1,False,0.0
360032,29376993,50,TRØNDELAG,5054,INDRE FOSEN,183529889,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,Y,Annet som ikke er næring,,,,,13.5,0.0,13.5,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,551802.0,7044131.0,0.0,1,False,0.0
360033,29376995,50,TRØNDELAG,5054,INDRE FOSEN,183529897,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,X,Bolig,,,2.0,Tilkn. privat vannverk,128.0,128.0,0.0,3,1,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,551807.0,7044119.0,0.0,1,False,0.0
360034,29376997,50,TRØNDELAG,5054,INDRE FOSEN,183529900,0,113.0,Våningshus,TB,Tatt i bruk,10101,10101,10101,X,Bolig,,,3.0,Privat innlagt,96.0,96.0,0.0,3,1,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,551635.0,7044306.0,0.0,1,False,0.0
360035,29376999,50,TRØNDELAG,5054,INDRE FOSEN,183529919,0,249.0,Annen landbruksbygning,TB,Tatt i bruk,10101,10101,10101,,,,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,551641.0,7044286.0,0.0,1,False,0.0
360036,29377001,50,TRØNDELAG,5054,INDRE FOSEN,183529927,0,113.0,Våningshus,TB,Tatt i bruk,10101,10101,10101,X,Bolig,,,2.0,Tilkn. privat vannverk,300.0,300.0,0.0,3,1,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,551102.0,7044454.0,0.0,1,False,0.0
360037,29377003,50,TRØNDELAG,5054,INDRE FOSEN,183529935,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,Y,Annet som ikke er næring,,,,,34.0,0.0,34.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,551102.0,7044297.0,0.0,1,False,0.0
360038,29377005,50,TRØNDELAG,5054,INDRE FOSEN,183529943,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,X,Bolig,,,2.0,Tilkn. privat vannverk,297.0,297.0,0.0,3,1,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,551084.0,7044305.0,0.0,1,False,0.0
360039,29377007,50,TRØNDELAG,5054,INDRE FOSEN,183529951,0,241.0,Hus for dyr/landbr.lager/silo,TB,Tatt i bruk,10101,10101,10101,,,,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550256.0,7044272.0,0.0,1,False,0.0
360040,29377009,50,TRØNDELAG,5054,INDRE FOSEN,183529978,0,241.0,Hus for dyr/landbr.lager/silo,TB,Tatt i bruk,10101,10101,10101,,,,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550654.0,7044100.0,0.0,1,False,0.0
360041,29377011,50,TRØNDELAG,5054,INDRE FOSEN,183529986,0,249.0,Annen landbruksbygning,TB,Tatt i bruk,10101,10101,10101,,,,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550675.0,7044128.0,0.0,1,False,0.0
360042,29377013,50,TRØNDELAG,5054,INDRE FOSEN,183529994,0,241.0,Hus for dyr/landbr.lager/silo,BR,Bygning revet/brent,10101,10101,10101,,,,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550695.0,7044133.0,0.0,1,False,0.0
360043,29377015,50,TRØNDELAG,5054,INDRE FOSEN,183530003,0,113.0,Våningshus,BR,Bygning revet/brent,10101,10101,10101,X,Bolig,,,2.0,Tilkn. privat vannverk,122.0,122.0,0.0,2,1,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550688.0,7044102.0,0.0,1,False,0.0
360044,29377017,50,TRØNDELAG,5054,INDRE FOSEN,183530011,0,121.0,"Tomannsbolig, vertikaldelt",TB,Tatt i bruk,10101,10101,10101,X,Bolig,,,2.0,Tilkn. privat vannverk,200.0,200.0,0.0,2,1,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550690.0,7044083.0,0.0,1,False,0.0
360045,29377019,50,TRØNDELAG,5054,INDRE FOSEN,183530038,0,249.0,Annen landbruksbygning,TB,Tatt i bruk,10101,10101,10101,Y,Annet som ikke er næring,,,,,46.0,0.0,46.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550739.0,7044124.0,0.0,1,False,0.0
360046,29377021,50,TRØNDELAG,5054,INDRE FOSEN,183530046,0,249.0,Annen landbruksbygning,BR,Bygning revet/brent,10101,10101,10101,,,,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550818.0,7044144.0,0.0,1,False,0.0
360047,29377023,50,TRØNDELAG,5054,INDRE FOSEN,183530054,0,241.0,Hus for dyr/landbr.lager/silo,TB,Tatt i bruk,10101,10101,10101,,,,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550799.0,7044116.0,0.0,1,False,0.0
360048,29372801,50,TRØNDELAG,5054,INDRE FOSEN,183523147,1,,,TB,Tatt i bruk,20050707,20050707,20060101,X,Bolig,T,Tilbygg,,,0.0,0.0,0.0,1,0,,,,,,,,1,False,12.0
360049,29376897,50,TRØNDELAG,5054,INDRE FOSEN,183529366,0,241.0,Hus for dyr/landbr.lager/silo,TB,Tatt i bruk,10101,10101,10101,,,,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550970.0,7045033.0,0.0,1,False,0.0
360050,29376899,50,TRØNDELAG,5054,INDRE FOSEN,183529374,0,249.0,Annen landbruksbygning,TB,Tatt i bruk,10101,10101,10101,,,,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,550616.0,7045032.0,0.0,1,False,0.0
