,BYGNING_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,NAERINGSGRUPPE_KODE,NAERINGSGRUPPE_NAVN,PAABYGG_TILBYGG_KODE,PAABYGG_TILBYGG_NAVN,VANNFORSYNING_NR,VANNFORSYNING_NAVN,BRUKSAREAL_TOTALT,BRUKSAREAL_BOLIG,BRUKSAREAL_ANNET_BOLIG,ANTALL_ETASJER,ANTALL_BOLIGER,LKOORDINATSYSTEM_NR,LKOORDINATSYSTEM_NAVN,LKOORDINAT_KVALITET_KODE,LKOORDINAT_KVALITET_NAVN,LX_KOORDINAT,LY_KOORDINAT,LZ_KOORDINAT,EIENDOM_ANTALL,HAR_HEIS,BEBYGD_AREAL
5060000,487320843,38,VESTFOLD OG TELEMARK,3805,LARVIK,163028115,1,,,MB,Midlertidig brukstillatelse,20140502,20170428,10101,P,Undervisning,T,Tilbygg,,,61.0,0.0,61.0,1,0,22.0,EUREF89 UTM Sone 32,,,557978.0,6546478.0,,1,False,70.0
5060001,487435532,50,TRØNDELAG,5025,RØROS,300443365,0,249.0,Annen landbruksbygning,TB,Tatt i bruk,10101,10101,10101,A,"Jordbruk, skogbruk og fiske",,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,,,647130.2,6949020.1,,1,False,0.0
5060002,487343368,50,TRØNDELAG,5025,RØROS,300443173,0,249.0,Annen landbruksbygning,TB,Tatt i bruk,10101,10101,10101,A,"Jordbruk, skogbruk og fiske",,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,,,628336.6,6950947.9,,1,False,0.0
5060003,487320846,38,VESTFOLD OG TELEMARK,3805,LARVIK,300443095,0,619.0,Annen skolebygning,MB,Midlertidig brukstillatelse,20140502,20171103,10101,P,Undervisning,,,,,14.0,0.0,14.0,1,0,22.0,EUREF89 UTM Sone 32,,,557972.8,6546470.2,,1,False,16.0
5060004,487228672,34,INNLANDET,3437,SEL,300442779,0,181.0,Garasjeuthus anneks til bolig,IG,Igangsettingstillatelse,10101,20140617,10101,Y,Annet som ikke er næring,,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,,,528885.0,6843486.0,,1,False,33.0
5060005,487320839,38,VESTFOLD OG TELEMARK,3805,LARVIK,300443063,0,182.0,Garasjeuth.anneks til fritidb,FA,Ferdigattest,10101,20140610,10101,Y,Annet som ikke er næring,,,,,11.6,0.0,11.6,1,0,22.0,EUREF89 UTM Sone 32,,,566552.9,6542240.2,,1,False,13.5
5060006,487343360,50,TRØNDELAG,5025,RØROS,300443172,0,249.0,Annen landbruksbygning,TB,Tatt i bruk,10101,10101,10101,A,"Jordbruk, skogbruk og fiske",,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,,,629348.4,6950729.8,,1,False,0.0
5060007,487464223,50,TRØNDELAG,5025,RØROS,300443466,0,659.0,Annen idrettsbygning,TB,Tatt i bruk,10101,10101,10101,R,"Kulturell virksomhet, underholdning og fritidsaktiviteter",,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,,,655792.9,6949356.2,,1,False,0.0
5060008,487214361,38,VESTFOLD OG TELEMARK,3804,SANDEFJORD,162483234,2,,,FA,Ferdigattest,20140616,20140616,10101,X,Bolig,T,Tilbygg,,,9.0,9.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,--,UOppgitt,569270.521,6554345.786,,1,False,10.0
5060009,487232793,34,INNLANDET,3436,NORD-FRON,300442788,0,182.0,Garasjeuth.anneks til fritidb,FA,Ferdigattest,10101,20130805,10101,Y,Annet som ikke er næring,,,,,40.0,0.0,40.0,1,0,22.0,EUREF89 UTM Sone 32,,,541811.2,6847509.0,,1,False,44.0
5060010,487288088,50,TRØNDELAG,5025,RØROS,300442907,0,249.0,Annen landbruksbygning,TB,Tatt i bruk,10101,10101,19000626,A,"Jordbruk, skogbruk og fiske",,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,,,627377.2,6935968.4,,1,False,0.0
5060011,487214367,38,VESTFOLD OG TELEMARK,3804,SANDEFJORD,162368893,2,,,IG,Igangsettingstillatelse,20140616,20140616,10101,X,Bolig,T,Tilbygg,,,13.0,13.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,--,UOppgitt,569887.69,6552563.714,,1,False,15.0
5060012,487464219,50,TRØNDELAG,5025,RØROS,300443465,0,249.0,Annen landbruksbygning,TB,Tatt i bruk,10101,10101,10101,A,"Jordbruk, skogbruk og fiske",,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,,,654305.2,6949106.0,,1,False,0.0
5060013,487214364,38,VESTFOLD OG TELEMARK,3804,SANDEFJORD,162483234,3,,,FA,Ferdigattest,20140616,20140616,10101,X,Bolig,T,Tilbygg,,,12.0,12.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,--,UOppgitt,569260.186,6554350.215,,1,False,14.0
