,BYGNING_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,NAERINGSGRUPPE_KODE,NAERINGSGRUPPE_NAVN,PAABYGG_TILBYGG_KODE,PAABYGG_TILBYGG_NAVN,VANNFORSYNING_NR,VANNFORSYNING_NAVN,BRUKSAREAL_TOTALT,BRUKSAREAL_BOLIG,BRUKSAREAL_ANNET_BOLIG,ANTALL_ETASJER,ANTALL_BOLIGER,LKOORDINATSYSTEM_NR,LKOORDINATSYSTEM_NAVN,LKOORDINAT_KVALITET_KODE,LKOORDINAT_KVALITET_NAVN,LX_KOORDINAT,LY_KOORDINAT,LZ_KOORDINAT,EIENDOM_ANTALL,HAR_HEIS,BEBYGD_AREAL
480000,34232842,34,INNLANDET,3413,STANGE,153053677,0,161.0,Fritidsbygg(hyttersommerh. ol,TB,Tatt i bruk,10101,10101,10101,Y,Annet som ikke er næring,,,,,68.0,0.0,68.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,637540.0,6715332.0,0.0,1,False,0.0
480001,34232840,34,INNLANDET,3413,STANGE,153053669,0,249.0,Annen landbruksbygning,TB,Tatt i bruk,10101,10101,10101,,,,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,637552.0,6715365.0,0.0,1,False,0.0
480002,34232846,34,INNLANDET,3413,STANGE,153053693,0,249.0,Annen landbruksbygning,BR,Bygning revet/brent,10101,10101,10101,,,,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,637611.0,6715330.0,0.0,1,False,0.0
480003,34232844,34,INNLANDET,3413,STANGE,153053685,0,241.0,Hus for dyr/landbr.lager/silo,TB,Tatt i bruk,10101,10101,10101,,,,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,637584.0,6715350.0,0.0,1,False,0.0
480004,34232834,34,INNLANDET,3413,STANGE,153053642,1,,,TB,Tatt i bruk,19950628,19960821,19960921,Y,Annet som ikke er næring,T,Tilbygg,,,35.0,35.0,0.0,1,0,,,,,,,,1,False,0.0
480005,34232832,34,INNLANDET,3413,STANGE,153053642,0,199.0,Annen boligbyg.(sek. reindrift,TB,Tatt i bruk,10101,10101,10101,,,,,,,25.0,0.0,25.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,637588.0,6715518.0,0.0,1,False,0.0
480006,34232838,34,INNLANDET,3413,STANGE,153053650,0,113.0,Våningshus,TB,Tatt i bruk,10101,10101,10101,,,,,,,146.0,146.0,0.0,2,1,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,637561.0,6715413.0,0.0,1,False,0.0
480007,34228762,34,INNLANDET,3413,STANGE,153046999,0,662.0,Samfunnshus grendehus,TB,Tatt i bruk,10101,10101,10101,Q,Helse- og sosialtjenester,,,,,698.0,0.0,698.0,3,0,22.0,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,628932.0,6736081.0,0.0,1,False,0.0
480008,34232858,34,INNLANDET,3413,STANGE,153053766,0,161.0,Fritidsbygg(hyttersommerh. ol,TB,Tatt i bruk,10101,10101,10101,Y,Annet som ikke er næring,,,,,67.0,0.0,67.0,1,0,22.0,EUREF89 UTM Sone 32,,,637382.0,6714885.0,,1,False,0.0
480009,34230811,34,INNLANDET,3413,STANGE,153050058,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,X,Bolig,,,,,149.0,149.0,0.0,2,1,22.0,EUREF89 UTM Sone 32,8-,FrihTegn_InnlFraSkjerm,628068.0,6733226.0,0.0,1,False,94.0
480010,34228760,34,INNLANDET,3413,STANGE,153046980,0,322.0,Butikk/forretningsbygning,TB,Tatt i bruk,10101,10101,10101,,,,,,,508.0,113.0,395.0,3,1,22.0,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,628866.0,6736106.0,0.0,1,False,0.0
480011,34232856,34,INNLANDET,3413,STANGE,153053758,0,172.0,Skogs- og utmarkskoie gamme,BR,Bygning revet/brent,10101,10101,10101,,,,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,637754.0,6715109.0,0.0,1,False,0.0
480012,34230809,34,INNLANDET,3413,STANGE,153050031,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,,,,,,,173.0,173.0,0.0,3,1,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,628086.0,6733262.0,0.0,1,False,0.0
480013,34228766,34,INNLANDET,3413,STANGE,153047014,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,X,Bolig,,,,,293.0,293.0,0.0,3,1,22.0,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,628863.0,6736045.0,0.0,1,False,0.0
480014,34232862,34,INNLANDET,3413,STANGE,153053782,0,161.0,Fritidsbygg(hyttersommerh. ol,TB,Tatt i bruk,10101,10101,10101,Y,Annet som ikke er næring,,,,,39.0,0.0,39.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,637641.0,6714575.0,0.0,1,False,0.0
480015,34230815,34,INNLANDET,3413,STANGE,153050074,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,,,,,,,60.0,0.0,60.0,1,0,22.0,EUREF89 UTM Sone 32,8-,FrihTegn_InnlFraSkjerm,628469.0,6733578.0,0.0,1,False,0.0
480016,34228764,34,INNLANDET,3413,STANGE,153047006,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,,,,,,,144.0,144.0,0.0,2,1,22.0,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,628886.0,6736064.0,0.0,1,False,0.0
480017,34232860,34,INNLANDET,3413,STANGE,153053774,0,199.0,Annen boligbyg.(sek. reindrift,TB,Tatt i bruk,10101,10101,10101,Y,Annet som ikke er næring,,,,,10.0,0.0,10.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,637654.0,6714595.0,0.0,1,False,0.0
480018,34230813,34,INNLANDET,3413,STANGE,153050066,0,181.0,Garasjeuthus anneks til bolig,BR,Bygning revet/brent,10101,10101,10101,Y,Annet som ikke er næring,,,,,22.0,0.0,22.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,628076.0,6733236.0,0.0,1,False,0.0
480019,34232850,34,INNLANDET,3413,STANGE,153053715,0,241.0,Hus for dyr/landbr.lager/silo,TB,Tatt i bruk,10101,10101,10101,,,,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,637599.0,6715380.0,0.0,1,False,0.0
480020,34230803,34,INNLANDET,3413,STANGE,153050007,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,10101,,,,,,,181.0,181.0,0.0,2,1,22.0,EUREF89 UTM Sone 32,8-,FrihTegn_InnlFraSkjerm,628008.0,6733225.0,0.0,1,False,0.0
480021,34232848,34,INNLANDET,3413,STANGE,153053707,0,249.0,Annen landbruksbygning,TB,Tatt i bruk,10101,10101,10101,,,,,,,0.0,0.0,0.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,637597.0,6715403.0,0.0,1,False,0.0
480022,34228758,34,INNLANDET,3413,STANGE,153046972,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,,,,,,,79.0,0.0,79.0,1,0,22.0,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,628856.0,6736124.0,0.0,1,False,0.0
480023,34232854,34,INNLANDET,3413,STANGE,153053731,0,161.0,Fritidsbygg(hyttersommerh. ol,TB,Tatt i bruk,10101,10101,10101,Y,Annet som ikke er næring,,,,,73.0,0.0,73.0,1,0,22.0,EUREF89 UTM Sone 32,54,DigitFraStrekKart1_5000,637684.0,6715129.0,0.0,1,False,0.0
