,BYGNING_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,NAERINGSGRUPPE_KODE,NAERINGSGRUPPE_NAVN,PAABYGG_TILBYGG_KODE,PAABYGG_TILBYGG_NAVN,VANNFORSYNING_NR,VANNFORSYNING_NAVN,BRUKSAREAL_TOTALT,BRUKSAREAL_BOLIG,BRUKSAREAL_ANNET_BOLIG,ANTALL_ETASJER,ANTALL_BOLIGER,LKOORDINATSYSTEM_NR,LKOORDINATSYSTEM_NAVN,LKOORDINAT_KVALITET_KODE,LKOORDINAT_KVALITET_NAVN,LX_KOORDINAT,LY_KOORDINAT,LZ_KOORDINAT,EIENDOM_ANTALL,HAR_HEIS,BEBYGD_AREAL
4320000,274313561,54,TROMS OG FINNMARK,5422,BALSFJORD,191857992,0,162.0,Helårsb.benyttes som fritidsb.,TB,Tatt i bruk,10101,10101,19500101,X,Bolig,,,,,63.0,63.0,0.0,2,1,23.0,EUREF89 UTM Sone 33,54,DigitFraStrekKart1_5000,655601.0,7692108.0,0.0,1,False,0.0
4320001,274317657,54,TROMS OG FINNMARK,5422,BALSFJORD,191864476,0,183.0,Naust båthus sjøbu,BR,Bygning revet/brent,10101,10101,10101,Y,Annet som ikke er næring,,,,,35.0,0.0,35.0,1,0,23.0,EUREF89 UTM Sone 33,54,DigitFraStrekKart1_5000,656601.0,7705052.0,0.0,1,False,0.0
4320002,274315608,54,TROMS OG FINNMARK,5422,BALSFJORD,191861051,0,113.0,Våningshus,BU,Bygningsnummer utgått,10101,10101,19500101,X,Bolig,,,3.0,Privat innlagt,92.0,92.0,0.0,2,1,23.0,EUREF89 UTM Sone 33,54,DigitFraStrekKart1_5000,656963.0,7702600.0,0.0,1,False,0.0
4320003,274313563,54,TROMS OG FINNMARK,5422,BALSFJORD,191858018,0,111.0,Enebolig,TB,Tatt i bruk,10101,10101,19500101,X,Bolig,,,,,122.0,122.0,0.0,2,1,23.0,EUREF89 UTM Sone 33,22,MaltIStereoInstr1_1000,655493.0,7692114.0,0.0,1,False,0.0
4320004,274315611,54,TROMS OG FINNMARK,5422,BALSFJORD,191861078,0,249.0,Annen landbruksbygning,TB,Tatt i bruk,10101,10101,10101,A,"Jordbruk, skogbruk og fiske",,,,,0.0,0.0,0.0,1,0,23.0,EUREF89 UTM Sone 33,54,DigitFraStrekKart1_5000,656941.0,7702578.0,0.0,1,False,0.0
4320005,274317659,54,TROMS OG FINNMARK,5422,BALSFJORD,191864484,0,183.0,Naust båthus sjøbu,TB,Tatt i bruk,10101,10101,19300101,Y,Annet som ikke er næring,,,,,12.0,0.0,12.0,1,0,23.0,EUREF89 UTM Sone 33,54,DigitFraStrekKart1_5000,656634.0,7705465.0,0.0,1,False,0.0
4320006,274313565,54,TROMS OG FINNMARK,5422,BALSFJORD,191858026,0,183.0,Naust båthus sjøbu,TB,Tatt i bruk,10101,10101,10101,,,,,,,33.0,0.0,33.0,1,0,23.0,EUREF89 UTM Sone 33,22,MaltIStereoInstr1_1000,655621.0,7692095.0,0.0,1,False,0.0
4320007,274315613,54,TROMS OG FINNMARK,5422,BALSFJORD,191861086,0,241.0,Hus for dyr/landbr.lager/silo,BR,Bygning revet/brent,10101,10101,10101,,,,,,,0.0,0.0,0.0,1,0,23.0,EUREF89 UTM Sone 33,,,656944.3,7702603.7,,1,False,0.0
4320008,274317661,54,TROMS OG FINNMARK,5422,BALSFJORD,191864492,0,163.0,Våningh. benyttes som fritidsb,TB,Tatt i bruk,10101,10101,19320101,X,Bolig,,,3.0,Privat innlagt,67.0,67.0,0.0,2,1,23.0,EUREF89 UTM Sone 33,54,DigitFraStrekKart1_5000,656537.0,7705466.0,0.0,1,False,0.0
4320009,274313567,54,TROMS OG FINNMARK,5422,BALSFJORD,191858034,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,,,,,,,31.0,0.0,31.0,1,0,23.0,EUREF89 UTM Sone 33,22,MaltIStereoInstr1_1000,655619.0,7692121.0,0.0,1,False,0.0
4320010,274315615,54,TROMS OG FINNMARK,5422,BALSFJORD,191861094,0,181.0,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,19850101,Y,Annet som ikke er næring,,,,,36.0,0.0,36.0,1,0,23.0,EUREF89 UTM Sone 33,89,FrihTegn_InnlFraSkjerm<1_100000,656933.0,7702639.0,0.0,1,False,0.0
