|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
610000|23 Drummer Ln|267000.0|2014-06-03T00:00:00|[{'type': 'Point', 'coordinates': [-73.394964, 41.31705]}]|row-eucc-vxqv~vrqj|2013|||Residential||Single Family|415000.0|0.643373|130088|Redding
610001|47 Anna Street|203910.0|2014-06-02T00:00:00||row-9nv4~wfxx-v8t9|2013|||Residential||Single Family|247500.0|0.823879|130337|Shelton
610002|247 Orchard Street|171150.0|2014-06-02T00:00:00|[{'type': 'Point', 'coordinates': [-73.178206, 41.194945]}]|row-2aaj.5dai.q2tp|2013|14 - Foreclosure||Residential||Two Family|48000.0|3.565625|131092|Bridgeport
610003|7 Rocky Acres Ln|575200.0|2014-06-02T00:00:00|[{'type': 'Point', 'coordinates': [-73.337623, 41.144714]}]|row-c2im-t6un-ufm9|2013|||Residential||Single Family|940000.0|0.611915|130357|Westport
610004|163 Olde Stage Rd|191000.0|2014-06-05T00:00:00|[{'type': 'Point', 'coordinates': [-72.59144, 41.697382]}]|row-j92j-8xin~6imh|2013|||Residential||Single Family|300000.0|0.636667|13347|Glastonbury
610005|31 Riverview Ct|108840.0|2014-06-05T00:00:00||row-ftd3-4wvj-svx8|2013|07 - Change In Property||Residential||Condo|293070.0|0.371379|130227|Brookfield
610006|55 Bilyeu Road|85900.0|2014-06-05T00:00:00|[{'type': 'Point', 'coordinates': [-72.536767, 41.791552]}]|row-fiyr-s4nc-ixzs|2013|||Residential||Single Family|120000.0|0.715833|130398|Manchester
610007|106 Glenrock Rd|89540.0|2014-06-02T00:00:00|[{'type': 'Point', 'coordinates': [-73.001407, 41.529515]}]|row-si9v-ug96-bgve|2013|25 - Other||Residential|Motivated sellers|Single Family|85000.0|1.053412|130916|Waterbury
610008|65 Hillside Dr|135900.0|2014-06-02T00:00:00|[{'type': 'Point', 'coordinates': [-72.563743, 41.849027]}]|row-58iy-d2jd-ewy8|2013|||Residential||Single Family|220000.0|0.617727|130256|South Windsor
610009|12 Greenbrier Rd|655100.0|2014-06-06T00:00:00||row-g7eh-eq3j.2b7m|2013|||Residential||Single Family|1200000.0|0.545917|130364|Westport
610010|34 East  Lyon Farm Drive|953400.0|2014-06-06T00:00:00|[{'type': 'Point', 'coordinates': [-73.652209, 41.030801]}]|row-k2pa-c6u2.vvqu|2013|||Residential||Condo|1032200.0|0.923658|130612|Greenwich
610011|200 Woodland Street|110700.0|2014-06-06T00:00:00|[{'type': 'Point', 'coordinates': [-72.533926, 41.789368]}]|row-zamg-5da5-2cpu|2013|||Residential||Single Family|155000.0|0.714194|130403|Manchester
610012|40 Long Hill Rd|134600.0|2014-06-12T00:00:00|[{'type': 'Point', 'coordinates': [-72.373322, 41.743272]}]|row-6usb-ps7t-qt52|2013|||Residential||Single Family|180000.0|0.747778|13020|Andover
610013|172 Belgo Rd|772800.0|2014-06-12T00:00:00||row-c3uv.fqq7.bceq|2013|14 - Foreclosure||Residential|Forecosure|Single Family|706012.0|1.094599|130063|Salisbury
610014|41 Regent Terrace|199200.0|2014-06-05T00:00:00|[{'type': 'Point', 'coordinates': [-73.107179, 41.195023]}]|row-ccsm.gaub-ck8x|2013|||Residential||Single Family|290000.0|0.686897|13481|Milford
610015|53 Flat Rock Hill Rd|324270.0|2014-06-05T00:00:00|[{'type': 'Point', 'coordinates': [-72.281782, 41.314854]}]|row-ft23-tcy7-eh6e|2013|||Residential|Also includes 56 flat rock hill rd|Single Family|452000.0|0.717412|130114|Old Lyme
610016|95 Cherry St|101050.0|2014-06-13T00:00:00|[{'type': 'Point', 'coordinates': [-73.132474, 41.807832]}]|row-u7q8~iyap~y2zc|2013|25 - Other||Residential|Sold below assessed|Two Family|50000.0|2.021|130366|Torrington
