|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
890000|147 Red Stone Hill|36890.0|2020-07-15T00:00:00|[{'type': 'Point', 'coordinates': [-72.884762, 41.657729]}]|row-rr6k-aj8d-gxzg|2019|01 - Family||Single Family||Single Family|220000.0|0.1677|190249|Plainville
890001|131 Oldfield Drive|743890.0|2020-07-15T00:00:00|[{'type': 'Point', 'coordinates': [-73.259678, 41.132455]}]|row-w9cn-b7dn-shrn|2019|||Single Family||Single Family|1075000.0|0.692|190884|Fairfield
890002|4 Appletree Ln|66010.0|2020-07-13T00:00:00|[{'type': 'Point', 'coordinates': [-72.861257, 42.007824]}]|row-94bn-eqbt.mg9b|2019||||||80000.0|0.8251|19000176|Granby
890003|6 Silas Deane Rd|175840.0|2020-07-13T00:00:00||row-b2fn.aqet-jz2t|2019|||Single Family||Single Family|265000.0|0.6635|190231|Ledyard
890004|8 Osprey Commons|565100.0|2020-07-13T00:00:00|[{'type': 'Point', 'coordinates': [-72.510375, 41.269201]}]|row-54n3~4amx-wjmy|2019|||Single Family||Single Family|640000.0|0.883|190224|Clinton
890005|113 Gower Rd|1481060.0|2020-07-17T00:00:00|[{'type': 'Point', 'coordinates': [-73.492894, 41.132499]}]|row-mezy~jhnm-nfm4|2019|||Single Family||Single Family|2295000.0|0.6453|190284|New Canaan
890006|194 Willow Street|680400.0|2020-07-17T00:00:00||row-krb4-r46b-cqxw|2019|||Single Family||Single Family|950000.0|0.7162|190891|Fairfield
890007|376 State St|307040.0|2020-07-14T00:00:00|[{'type': 'Point', 'coordinates': [-72.681154, 41.295508]}]|row-ritj-fzh8.4ywk|2019|07 - Change In Property||Single Family||Single Family|300000.0|1.0235|190329|Guilford
890008|39 Stony Brook Rd|351150.0|2020-07-14T00:00:00||row-da3t.kw7v~9gru|2019|||Single Family|5-20-32-0|Single Family|570000.0|0.6161|190951|Norwalk
890009|68 Parry Road|457960.0|2020-08-14T00:00:00||row-9kdp-mz9i.q6x9|2019|||Single Family|Trustee's deed|Single Family|495000.0|0.9252|1901472|Stamford
890010|221 Starr St|68110.0|2020-08-14T00:00:00|[{'type': 'Point', 'coordinates': [-72.93046, 41.327964]}]|row-nvwq-u78d~thkt|2019|07 - Change In Property|Renovated per mls|Single Family||Single Family|169000.0|0.403018|190955|New Haven
890011|46 Municipal Rd|290163.0|2020-07-16T00:00:00||row-qxyy-3vuf-s2jz|2019|25 - Other|||Abutters purchase||37500.0|7.7377|191324|Waterbury
890012|38 Rabbit Rock Rd|157880.0|2020-07-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.851349, 41.336674]}]|row-bacf-mdmi-nvzq|2019|||Single Family||Single Family|281000.0|0.5619|1900422|East Haven
890013|88 Merrimac Dr|452620.0|2020-07-16T00:00:00|[{'type': 'Point', 'coordinates': [-73.250452, 41.263154]}]|row-s4ga-22v7-fwdc|2019|||Single Family||Single Family|622500.0|0.7271|190427|Trumbull
890014|57 Wimler Ln|256820.0|2020-07-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.685419, 41.426887]}]|row-iw8k.jjb2-gaze|2019|||Single Family||Single Family|445000.0|0.5771|190318|Guilford
890015|14 Warren St|93940.0|2020-07-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.111335, 41.349109]}]|row-c4ks.9zgz-fuss|2019|||Single Family||Single Family|160000.0|0.5871|190308|New London
890016|30 Woodbine Street|50820.0|2020-07-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.955914, 41.667836]}]|row-wzmp~sd9k~j4sc|2019|14 - Foreclosure||Single Family|Sale of a foreclosed property|Single Family|40000.0|1.2705|190777|Bristol
890017|416 Coppermill Rd|208770.0|2020-07-16T00:00:00||row-yjcv-z29n-i7xp|2019|||Single Family||Single Family|350000.0|0.5965|190352|Wethersfield
890018|127 Colchester Dr|329690.0|2020-07-16T00:00:00||row-aezr-jrqn-6qyu|2019|||Single Family||Single Family|480000.0|0.6869|190350|Wethersfield
890019|32 Owenoke Park|1252600.0|2020-07-21T00:00:00||row-2evg.yzb8-qxdt|2019|||Single Family||Single Family|1800000.0|0.6959|190429|Westport
890020|87 Crown Vlg|20230.0|2020-07-21T00:00:00|[{'type': 'Point', 'coordinates': [-72.802203, 41.535264]}]|row-ntp5~saaq~tx6p|2019|||Condo||Condo|40000.0|0.5058|190767|Meriden
890021|16 Crawford Lane|331900.0|2020-07-21T00:00:00||row-rpwx.kejp-uhcg|2019|||Single Family||Single Family|545000.0|0.609|190068|Sherman
890022|12 Talcott Range Drive|246200.0|2020-07-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.733459, 41.95077]}]|row-bqit.awpb-x4y7|2019|||Single Family||Single Family|382000.0|0.6445|190086|East Granby
890023|1 Rek Ln|125460.0|2020-07-20T00:00:00||row-x86g~74xc-3wdn|2019|||Single Family||Single Family|219900.0|0.5705|190141|Prospect
890024|188 Point Beach Dr|306300.0|2020-07-16T00:00:00|[{'type': 'Point', 'coordinates': [-73.012961, 41.206905]}]|row-4m7i-xbtp.rv9d|2019|||Single Family||Single Family|479000.0|0.6395|191014|Milford
890025|70 Gurley Road|2271160.0|2020-07-16T00:00:00||row-seap-hza3~74xg|2019|||Single Family||Single Family|3775000.0|0.6016|1901268|Stamford
890026|667 Connecticut Ave|2782950.0|2020-07-16T00:00:00||row-vfa5.44ng-9tfr|2019||||5-72-41-0||7517500.0|0.3702|190963|Norwalk
890027|33 Cedar Ln|116230.0|2020-07-23T00:00:00|[{'type': 'Point', 'coordinates': [-72.99538, 41.601091]}]|row-qt3x-xpt5-he69|2019|25 - Other||Single Family|Non mls sale; no market time or sales or financing concession data available|Single Family|182307.0|0.6376|1900216|Wolcott
890028|79 Mountain Rd|628040.0|2020-07-23T00:00:00||row-2zqm-jvyr~iarr|2019|||Single Family||Single Family|710000.0|0.8846|190245|Wilton
890029|31 Carmela Terr|107500.0|2020-07-23T00:00:00|[{'type': 'Point', 'coordinates': [-72.569273, 42.007489]}]|row-9sx8-mxgd.icqf|2019|07 - Change In Property|Remodeled - see previous sale #190161|Single Family||Single Family|204900.0|0.5246|190562|Enfield
890030|34 Bancroft Pl|104730.0|2020-07-20T00:00:00||row-kxg4~brfp.7sz3|2019|||Single Family||Single Family|187000.0|0.5601|190358|Vernon
890031|189 Old Kings Highway South|596050.0|2020-07-20T00:00:00|[{'type': 'Point', 'coordinates': [-73.478986, 41.065466]}]|row-5sbq-82by-z2kz|2019|||Single Family||Single Family|1101000.0|0.5414|19295|Darien
890032|59 Peters La|174600.0|2020-07-20T00:00:00||row-gacd.m59b.4adr|2019|||Single Family||Single Family|280000.0|0.6236|19058|Middlefield
890033|19 Ingram St|186830.0|2020-07-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.914613, 41.362553]}]|row-rc2s~etw2-jbsf|2019|||Single Family||Single Family|280400.0|0.6663|190737|Hamden
890034|35 Ringgold Street #206|173320.0|2020-07-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.718626, 41.755898]}]|row-u6sb-z3bz-h5r4|2019|07 - Change In Property||Condo||Condo|281150.0|0.6165|190857|West Hartford
890035|34 Bancroft Pl|104730.0|2020-07-20T00:00:00||row-kxg4~brfp.7sz3|2019|||Single Family||Single Family|187000.0|0.5601|190358|Vernon
890036|34 Campbell Ave|93330.0|2020-07-27T00:00:00||row-3t8z~36zh-ggfe|2019|||Single Family||Single Family|145000.0|0.6437|190375|Vernon
890037|19 Mimosa Pl|499780.0|2020-07-27T00:00:00||row-hqkm.dvei-qjwx|2019|01 - Family||Single Family||Single Family|595500.0|0.8393|19388|Ridgefield
890038|138 A Heritage Village|52190.0|2020-07-27T00:00:00||row-3h9c-ztr8.gjr2|2019|25 - Other|Duplicate entry - also see #190427|Condo||Condo|125000.0|0.41752|190428|Southbury
890039|57 Chriswell Drive|152620.0|2020-07-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.817243, 41.893991]}]|row-ehgr-t9kn-a6aq|2019|||Single Family||Single Family|276000.0|0.5529|190375|Simsbury
890040|528 Rt 169|149700.0|2020-07-20T00:00:00|[{'type': 'Point', 'coordinates': [-71.973795, 41.947466]}]|row-ay5a.kng8-ytd4|2019|||Single Family||Single Family|234000.0|0.6397|190138|Woodstock
890041|192 Vanderbilt Rd|122710.0|2020-07-22T00:00:00|[{'type': 'Point', 'coordinates': [-72.937687, 41.692117]}]|row-779r-etwi.se96|2019|14 - Foreclosure||Single Family|Sale of a foreclosed property|Single Family|153100.0|0.8015|190804|Bristol
890042|9 Cartbridge Road|356610.0|2020-07-22T00:00:00||row-ts53-g5kr~654y|2019|||Single Family||Single Family|750000.0|0.4755|190168|Weston
