|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
60000|Tanner Marsh Rd|173360.0|2004-02-19T00:00:00||row-4hmf.hmcd~tu6i|2003|7||V|||155000.0|1.118452|30194|Guilford
60001|Multi Addresses|0.0|2004-02-19T00:00:00||row-b39d-ixm4~dmr5|2003|25||V|||30000.0|0.0|30938|Waterbury
60002|High St|71810.0|2004-04-12T00:00:00||row-yww9.izmw.tt5b|2003|6||R|||15000.0|4.787333|30229|Plainfield
60003|244 Stoddard Rd|44390.0|2004-04-12T00:00:00|[{'type': 'Point', 'coordinates': [-73.240396, 41.698537]}]|row-c9k3.nr4v-cans|2003|||V|||107000.0|0.41486|30033|Morris
60004|500 Washington St 12|8470.0|2004-04-12T00:00:00|[{'type': 'Point', 'coordinates': [-72.667749, 41.556521]}]|row-mjsx-ratm.axsj|2003|22||R|||7500.0|1.129333|30541|Middletown
60005|43 Rosemary Ln|80010.0|2004-04-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.772943, 41.700157]}]|row-7rgr-k6sy-5zrc|2003|||R|||167000.0|0.479102|30756|New Britain
60006|1 Nauset Ln|84280.0|2004-04-16T00:00:00||row-rcan.wwmr.urzr|2003|7||R|||514900.0|0.163682|30339|Farmington
60007|40 Glendale St|78400.0|2004-04-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.915215, 41.34698]}]|row-bv4q-c52x-ppdr|2003|||R|||182500.0|0.429589|30588|Hamden
60008|183 Broad St|57820.0|2004-01-15T00:00:00||row-zbqu.maz2.y2rb|2003|||C/I/U|||78000.0|0.741282|30471|Meriden
60009|Multi Addresses|77460.0|2004-01-15T00:00:00||row-3c64.benb-usvi|2003|||R|||156000.0|0.496538|30100|Ellington
60010|138 S Main St|322680.0|2004-04-12T00:00:00|[{'type': 'Point', 'coordinates': [-72.454179, 41.283389]}]|row-55ta-9wbg~6z32|2003|22||C/I/U|||1950000.0|0.165477|30101|Westbrook
60011|38 Otis St|66360.0|2004-04-12T00:00:00|[{'type': 'Point', 'coordinates': [-72.677408, 41.739993]}]|row-ycjd-rkvf-mud9|2003|||R|||185000.0|0.358703|30880|Hartford
60012|35 Old Stagecoach Cir|64540.0|2004-04-15T00:00:00||row-rvr9.7nc4-ys98|2003|||R|||117900.0|0.547413|30784|Meriden
60013|20 Grove Rd|91630.0|2004-04-15T00:00:00|[{'type': 'Point', 'coordinates': [-72.56332, 42.010958]}]|row-4kkd~ivhz-zqka|2003|||R|||180000.0|0.509056|30470|Enfield
60014|531 Wintergreen Ave|133980.0|2004-04-15T00:00:00||row-ayqs~5gcs~gvrg|2003|||R|||259900.0|0.515506|30585|Hamden
60015|189 Russo Dr|112000.0|2004-03-04T00:00:00|[{'type': 'Point', 'coordinates': [-72.938712, 41.427882]}]|row-wfi6~wwta-i8zw|2003|||R|||250000.0|0.448|30471|Hamden
60016|202 Lyman Rd|127540.0|2004-03-04T00:00:00|[{'type': 'Point', 'coordinates': [-73.000924, 41.596731]}]|row-2hjw.mdbt~xwf9|2003|1||R|||180000.0|0.708556|30157|Wolcott
60017|90 Grove St Ut 3|238380.0|2004-03-04T00:00:00|[{'type': 'Point', 'coordinates': [-73.496393, 41.289071]}]|row-9yvm-cv29~qquw|2003|||C/I/U|||390000.0|0.611231|30267|Ridgefield
60018|33 Candlewood Dr|42460.0|2004-03-29T00:00:00|[{'type': 'Point', 'coordinates': [-72.574985, 41.824965]}]|row-mm65~8in7-jykb|2003|||R|||80000.0|0.53075|30260|South Windsor
