|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
100000|Multi #'S Terrace Ave|45570.0|2002-04-29T00:00:00||row-xe75~3n4r-gq5i|2001|7||R|||25000.0|1.8228|10610|West Haven
100001|15 Boxwood Ct|119560.0|2002-04-29T00:00:00|[{'type': 'Point', 'coordinates': [-73.051795, 41.236174]}]|row-kq59.bdeq.8v24|2001|14||R|||225000.0|0.531378|10713|Milford
100002|43 Pease Farm Rd|116020.0|2002-05-13T00:00:00|[{'type': 'Point', 'coordinates': [-72.454933, 41.90326]}]|row-eqjm.4vp4-mybc|2001|7||R|||414000.0|0.280242|10205|Ellington
100003|116 Royal Coach Ln|56380.0|2002-05-13T00:00:00||row-vbg3-u3ab-7zke|2001|||V|||167500.0|0.336597|10328|Southbury
100004|192 Case St|77000.0|2002-04-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.09211, 41.569102]}]|row-wsng-ph7c-pfnv|2001|||R|||160000.0|0.48125|10493|Norwich
100005|8 Mountain Vw Ave|250390.0|2002-04-30T00:00:00|[{'type': 'Point', 'coordinates': [-73.497212, 41.291186]}]|row-xzrc-39i5~aycg|2001|||R|||615000.0|0.407138|10301|Ridgefield
100006|117 Luther St|95340.0|2002-04-30T00:00:00|[{'type': 'Point', 'coordinates': [-73.215579, 41.221275]}]|row-s3jk~j4jn.pm94|2001|||R|||148000.0|0.644189|11564|Bridgeport
100007|49 Glenrock Rd E49|83230.0|2002-05-07T00:00:00||row-54iv-udac~h42h|2001|||R|||169000.0|0.492485|11032|Norwalk
100008|896 Old Waterbury Rd|122350.0|2002-05-07T00:00:00|[{'type': 'Point', 'coordinates': [-73.184209, 41.489322]}]|row-bvcg-ziat.wymt|2001|||R|||195000.0|0.627436|10320|Southbury
100009|221 Sand Dam Rd|75700.0|2002-05-17T00:00:00|[{'type': 'Point', 'coordinates': [-71.82856, 42.013269]}]|row-5rr3.2gjj.tzv5|2001|||R|||155000.0|0.488387|10143|Thompson
100010|38 Carriage Dr|76210.0|2002-05-17T00:00:00||row-6k65~6p4y.fi33|2001|||R|||133900.0|0.569156|10424|Naugatuck
100011|62 Woodhill Rd|65100.0|2002-05-17T00:00:00|[{'type': 'Point', 'coordinates': [-73.102615, 41.217207]}]|row-vxwp.u7d2.ki6r|2001|||R|||129750.0|0.501734|10787|Milford
100012|902 Old Waterbury Rd|131820.0|2002-05-02T00:00:00|[{'type': 'Point', 'coordinates': [-73.184031, 41.489435]}]|row-agtm-pbeg.dpt3|2001|||R|||242000.0|0.544711|10315|Southbury
100013|15 Deepwood Ln|216140.0|2002-05-02T00:00:00|[{'type': 'Point', 'coordinates': [-72.77452, 41.76763]}]|row-urer.78eq~gcxi|2001|||R|||414000.0|0.522077|10750|West Hartford
100014|6 Senator Dr|59010.0|2002-05-02T00:00:00||row-82i5-es8k.fqd6|2001|||V|||96000.0|0.614688|10263|Cromwell
100015|11 Bayberry Ct|40080.0|2002-05-06T00:00:00||row-rd86-8fyx-m4p9|2001|||R|||103000.0|0.389126|10268|Cromwell
100016|712 Stanley St|47800.0|2002-05-06T00:00:00|[{'type': 'Point', 'coordinates': [-72.7717, 41.667163]}]|row-mimy.xgqu-4zvh|2001|||R|||70500.0|0.678014|10677|New Britain
100017|40 Firetown Rd Ut 21|23090.0|2002-05-06T00:00:00|[{'type': 'Point', 'coordinates': [-72.812072, 41.87327]}]|row-i73z-6bp5.48e8|2001|||R|||16500.0|1.399394|10268|Simsbury
100018|Dowd Ave Canton Vlg|3500.0|2002-05-06T00:00:00||row-9qha~ryh9.7rf5|2001|||R|||7500.0|0.466667|10149|Canton
100019|25 Riverside Dr A6|70100.0|2002-05-10T00:00:00|[{'type': 'Point', 'coordinates': [-72.534856, 41.268849]}]|row-f9cr-785p.ygy8|2001|||R|||124900.0|0.561249|10212|Clinton
100020|1 E Brookwood Dr|39200.0|2002-05-10T00:00:00|[{'type': 'Point', 'coordinates': [-72.633487, 41.662312]}]|row-b5vr~pjbe-fdab|2001|||R|||79000.0|0.496203|10273|Rocky Hill
100021|165 Valley Frg Rd|409360.0|2002-05-02T00:00:00|[{'type': 'Point', 'coordinates': [-73.348264, 41.244553]}]|row-9gy6.tz2m-izh9|2001|||R|||529000.0|0.773837|10107|Weston
100022|17 Pond Ln|215250.0|2002-05-02T00:00:00|[{'type': 'Point', 'coordinates': [-73.463497, 41.084459]}]|row-fwsp.eime.yp2g|2001|||R|||470000.0|0.457979|10187|Darien
100023|205 Ely Ave|140350.0|2002-05-13T00:00:00|[{'type': 'Point', 'coordinates': [-73.424966, 41.088292]}]|row-7x6y.tkip~hzhs|2001|||R|||399500.0|0.351314|11051|Norwalk
100024|56 Fermier Rd|108780.0|2002-05-13T00:00:00||row-iv6u~nn4v.nsay|2001|||R|||180000.0|0.604333|10067|Willington
100025|10 Bear Mtn Rd|119000.0|2002-05-13T00:00:00|[{'type': 'Point', 'coordinates': [-73.467331, 41.44672]}]|row-w6rj-ghwr~a6m3|2001|||R|||255000.0|0.466667|11177|Danbury
100026|206 Judd Ave|60970.0|2002-05-02T00:00:00|[{'type': 'Point', 'coordinates': [-72.75465, 41.676048]}]|row-xmk4-xf67-4jj9|2001|||R|||125000.0|0.48776|10415|Newington
100027|16 Desmond Dr|119800.0|2002-05-02T00:00:00|[{'type': 'Point', 'coordinates': [-72.693369, 41.701339]}]|row-3frw.sdv6.9w7m|2001|||R|||235000.0|0.509787|10328|Wethersfield
100028|Rockwall Ct|21440.0|2002-05-10T00:00:00||row-qmw3.ry84.5t96|2001|||V|||52000.0|0.412308|10090|Goshen
100029|172 Tuttle Rd|129780.0|2002-05-10T00:00:00||row-9ui2.m4y6-449g|2001|7||R|||65000.0|1.996615|10547|Middletown
100030|859 B Heritage Vlg|128270.0|2002-05-10T00:00:00|[{'type': 'Point', 'coordinates': [-73.243293, 41.488734]}]|row-94c7-imkw-s7y6|2001|||R|||220000.0|0.583045|10326|Southbury
100031|119 Highland Rd|97510.0|2002-05-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.248753, 41.7424]}]|row-wa4f-q3yr-gdjj|2001|||R|||170500.0|0.571906|10139|Mansfield
100032|3208 Whitney Ave|89460.0|2002-05-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.90121, 41.41162]}]|row-y3xy~q3t7~5m67|2001|||R|||159000.0|0.562642|10762|Hamden
100033|68 Cooke St 22|18620.0|2002-05-09T00:00:00||row-ydaa-vhre-7eny|2001|||R|||14000.0|1.33|10238|Plainville
100034|16 Mallett Dr|251580.0|2002-05-16T00:00:00|[{'type': 'Point', 'coordinates': [-73.250039, 41.275747]}]|row-me55~ddz8-6iwx|2001|||R|||474000.0|0.530759|10343|Trumbull
100035|1412 Whitney Ave Uc1|68670.0|2002-05-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.913101, 41.352003]}]|row-ksa8-kr5c~ziah|2001|||R|||149900.0|0.458105|10791|Hamden
100036|153 Morningside St W|55370.0|2002-05-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.702747, 41.806688]}]|row-a9dx-mfmg-9kxg|2001|||R|||114900.0|0.481897|10891|Hartford
100037|119 Highland Rd|97510.0|2002-05-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.248753, 41.7424]}]|row-wa4f-q3yr-gdjj|2001|||R|||170500.0|0.571906|10139|Mansfield
100038|4 Edgerly St|88900.0|2002-06-03T00:00:00|[{'type': 'Point', 'coordinates': [-72.777918, 41.632994]}]|row-n6sa-k4pt-fs3r|2001|||R|||150000.0|0.592667|10291|Berlin
100039|6 Sharon Ln|45700.0|2002-06-03T00:00:00||row-2khv-rqi8.v5je|2001|||R|||98000.0|0.466327|10403|Wethersfield
100040|168 Waterford Pky S 027|98700.0|2002-05-07T00:00:00||row-ntui.22nm.b7pq|2001|||R|||186735.0|0.528557|10314|Waterford
100041|23 Franklin St 4|54300.0|2002-05-07T00:00:00||row-smkx-w26x-xe4c|2001|||R|||124000.0|0.437903|11158|Danbury
100042|30 Rockledge Dr|151120.0|2002-05-07T00:00:00|[{'type': 'Point', 'coordinates': [-72.868187, 41.786717]}]|row-e5qw~n2m4~wqqr|2001|14||R|||229900.0|0.657329|10282|Avon
100043|7 Rock St|28900.0|2002-05-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.065443, 41.525168]}]|row-ymdr~yjnu-stez|2001|7||R|||114000.0|0.253509|10532|Norwich
100044|20 Brook St|50080.0|2002-05-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.775355, 41.652648]}]|row-43ub-6bvp.q8rv|2001|||R|||93400.0|0.536188|10700|New Britain
100045|928 Wethersfield Ave Ut3|7840.0|2002-05-08T00:00:00|[{'type': 'Point', 'coordinates': [-72.669511, 41.730605]}]|row-m5fi.raxz.d2kh|2001|||R|||12500.0|0.6272|10883|Hartford
100046|211 Kimberly Ave|85320.0|2002-05-08T00:00:00|[{'type': 'Point', 'coordinates': [-72.879364, 41.283863]}]|row-xvv9-izzf~x4sc|2001|||R|||119000.0|0.716975|10502|East Haven
100047|36 Corsino Ave|98400.0|2002-05-17T00:00:00|[{'type': 'Point', 'coordinates': [-72.280832, 41.287312]}]|row-3tk9~z5f4.v6jq|2001|||R|||230000.0|0.427826|10148|Old Lyme
100048|35 Wayne Rd|103250.0|2002-05-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.996433, 41.242745]}]|row-2wr2~rb46.r2nc|2001|8||R|||25000.0|4.13|10790|Milford
100049|37 Hilltop Dr|100880.0|2002-05-21T00:00:00|[{'type': 'Point', 'coordinates': [-72.746606, 41.769703]}]|row-3fjx-29tj~fk7b|2001|||R|||215000.0|0.469209|10800|West Hartford
