|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
860000|321 Bradley St|79930.0|2018-12-03T00:00:00|[{'type': 'Point', 'coordinates': [-73.178225, 41.202393]}]|row-qgmk-7acc-t7ue|2018|||Residential||Single Family|186000.0|0.4297|180373|Bridgeport
860001|703 East Main St|136770.0|2018-12-03T00:00:00|[{'type': 'Point', 'coordinates': [-73.18096, 41.184361]}]|row-bz2q~7ki6.bq5j|2018|||Residential||Four Family|370000.0|0.369649|180367|Bridgeport
860002|50 Hammonassett Ave|143600.0|2018-11-28T00:00:00||row-6ic5-97ue-7bb4|2018|||Residential||Single Family|216000.0|0.6648|180047|Clinton
860003|256 Clinton Hill Rd|267260.0|2018-11-28T00:00:00|[{'type': 'Point', 'coordinates': [-73.014528, 41.619766]}]|row-vpjw.vw6g-p5zs|2018|||Residential|No information available to indicate other than arms length transaction|Single Family|395000.0|0.6766|1800052|Wolcott
860004|10 Laurel Dr|116270.0|2018-11-21T00:00:00|[{'type': 'Point', 'coordinates': [-73.435867, 41.564123]}]|row-56ay.5kah-scbv|2018|||Residential||Single Family|160000.0|0.7266|1800104|New Milford
860005|3 Settlers Road|262150.0|2018-11-21T00:00:00|[{'type': 'Point', 'coordinates': [-73.37473, 41.37906]}]|row-7jcr-u36u.fjp7|2018|||Residential||Single Family|360000.0|0.7281|180062|Bethel
860006|207 Elm St|251500.0|2018-12-03T00:00:00||row-vi8y-xip2.xb6w|2018|||Residential||Single Family|414444.0|0.606837|18060|Monroe
860007|15 North Fairfield Street|121300.0|2018-12-03T00:00:00|[{'type': 'Point', 'coordinates': [-72.537859, 41.768249]}]|row-ts6q-xkdb-pn2x|2018|||Residential||Single Family|159900.0|0.7585|180198|Manchester
860008|62 Windermere Village Rd|177640.0|2018-12-03T00:00:00|[{'type': 'Point', 'coordinates': [-72.478258, 41.870894]}]|row-qm84-wjdc-mn43|2018|07 - Change In Property||Residential|New construction- co issued 12/2018|Condo|425144.0|0.4178|180056|Ellington
860009|239 Cedar Ridge Dr|278700.0|2018-11-28T00:00:00|[{'type': 'Point', 'coordinates': [-72.51803, 41.726098]}]|row-x78b.igw2-unw5|2018|25 - Other||Residential|Sold as-is|Single Family|335000.0|0.8319|180119|Glastonbury
