|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
850000|40 Wharton St|100940.0|2019-05-03T00:00:00|[{'type': 'Point', 'coordinates': [-72.953566, 41.279139]}]|row-g528.e5ut.av8h|2018|14 - Foreclosure||Residential||Single Family|57000.0|1.7708|18424|West Haven
850001|191 Jefferson St|65065.0|2019-05-22T00:00:00|[{'type': 'Point', 'coordinates': [-72.683576, 41.7554]}]|row-pu35~533r~n9k4|2018|||Residential||Two Family|211000.0|0.3083|18632|Hartford
850002|71 Russell Ave A-9|52570.0|2019-05-22T00:00:00|[{'type': 'Point', 'coordinates': [-72.87001, 41.657911]}]|row-ss2s~igba.62hm|2018|14 - Foreclosure||Residential||Condo|80000.0|0.6571|180179|Plainville
850003|240 Larkin Ct|74310.0|2019-05-09T00:00:00|[{'type': 'Point', 'coordinates': [-73.139158, 41.172994]}]|row-btjx.qenm-awjr|2018|||Residential||Single Family|146000.0|0.5089|180740|Stratford
850004|675 Townsend Av # 191|109060.0|2019-05-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.89621, 41.27518]}]|row-swjw~cx5h-rdex|2018|||Residential||Condo|162000.0|0.6732|180509|New Haven
850005|3 Kkhakum Wood Rd|3023160.0|2019-05-03T00:00:00|[{'type': 'Point', 'coordinates': [-73.647533, 41.063956]}]|row-dvtk-ymh2-tnxn|2018|||Residential||Single Family|4375000.0|0.691|180494|Greenwich
850006|40 Wharton St|100940.0|2019-05-03T00:00:00|[{'type': 'Point', 'coordinates': [-72.953566, 41.279139]}]|row-g528.e5ut.av8h|2018|14 - Foreclosure||Residential||Single Family|57000.0|1.7708|18424|West Haven
850007|137 Grandview Avenue|108400.0|2019-05-07T00:00:00|[{'type': 'Point', 'coordinates': [-72.774395, 41.641639]}]|row-y4b9.2has-mvxv|2018|14 - Foreclosure||Residential|Non-qualified sale - foreclosure|Single Family|148500.0|0.7299|180231|Berlin
850008|26 High Ridge Road|486320.0|2019-05-07T00:00:00|[{'type': 'Point', 'coordinates': [-73.263306, 41.244854]}]|row-vq9w-pzhy~dq34|2018|||Residential||Single Family|562500.0|0.8645|180064|Easton
850009|13 Oak Branch Dr|214240.0|2019-05-09T00:00:00||row-zy4h~imzw~bfna|2018|07 - Change In Property||Residential|New construction|Condo|315000.0|0.6801|18000184|Brookfield
850010|463 Pool Rd|141750.0|2019-05-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.842369, 41.402642]}]|row-7u8e.cyxv-gvza|2018|25 - Other|Duplicate - also see #18156|Residential||Single Family|220000.0|0.644318|18193|North Haven
850011|678 Pleasant Vly Rd|119000.0|2019-05-13T00:00:00|[{'type': 'Point', 'coordinates': [-72.592841, 41.813696]}]|row-eb3j-rwk3~i8aa|2018|||Residential||Single Family|165000.0|0.7212|180307|South Windsor
850012|133 Pine Lake Dr|64200.0|2019-05-13T00:00:00|[{'type': 'Point', 'coordinates': [-72.284506, 41.786046]}]|row-z447-4f5w~sfjn|2018|10 - A Will||Residential|And s/q/9 oak tr|Single Family|58000.0|1.1068|180143|Coventry
850013|446 Hollister B-23|23520.0|2019-05-06T00:00:00||row-2z4h-fp6b-m5r6|2018|25 - Other||Residential|Sale of multiple parcels|Condo|33238000.0|0.0007|180710|Stratford
850014|237 Brewster St|269700.0|2019-05-06T00:00:00|[{'type': 'Point', 'coordinates': [-73.221304, 41.154191]}]|row-uvxa-uuqr~dufp|2018|||Residential||Two Family|350000.0|0.7705|181187|Bridgeport
850015|36 Landers Rd|94260.0|2019-05-13T00:00:00|[{'type': 'Point', 'coordinates': [-72.603167, 41.734402]}]|row-tq7h.njbj~y4r6|2018|||Residential||Single Family|169000.0|0.5577|18520|East Hartford
850016|25 Hine Hill Rd|242620.0|2019-05-13T00:00:00|[{'type': 'Point', 'coordinates': [-73.397059, 41.549769]}]|row-c9kv.vdsz~u6vi|2018|07 - Change In Property||Residential|Change in property after assessment date|Single Family|265000.0|0.9155|1800339|New Milford
850017|50 Highpoint Rd|194160.0|2019-05-15T00:00:00|[{'type': 'Point', 'coordinates': [-73.174792, 41.511582]}]|row-r25c-v2kx-ab6d|2018|||Residential||Single Family|291000.0|0.6672|180320|Southbury
850018|61 Wilson St|44135.0|2019-05-15T00:00:00|[{'type': 'Point', 'coordinates': [-72.696858, 41.749138]}]|row-bzxk-27an-a54c|2018|07 - Change In Property|Renovated per mls - see previous #18289|Residential||Two Family|151800.0|0.290744|18612|Hartford
850019|1475 Chapel St|387450.0|2019-05-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.944905, 41.311436]}]|row-y2tb~62ak.icap|2018|||Apartments|||800000.0|0.4843|180537|New Haven
850020|124 Shady Knoll Drive|559530.0|2019-05-16T00:00:00|[{'type': 'Point', 'coordinates': [-73.557795, 41.16092]}]|row-v54i-5e6v-zgnu|2018|||Residential||Single Family|835000.0|0.67|1801012|Stamford
850021|26 Cooper Ave|105500.0|2019-05-15T00:00:00|[{'type': 'Point', 'coordinates': [-73.065469, 41.202472]}]|row-aykb-6she-9apk|2018|||Residential||Single Family|180000.0|0.5861|181072|Milford
850022|101 Taine Mountain Rd|316610.0|2019-05-15T00:00:00|[{'type': 'Point', 'coordinates': [-72.912932, 41.766403]}]|row-rm74-ktqg-pam9|2018|||Residential||Single Family|425000.0|0.7449|18102|Burlington
850023|33 Valentine St|128840.0|2019-05-15T00:00:00|[{'type': 'Point', 'coordinates': [-72.726702, 41.683306]}]|row-xcqz.bxyf.kfbz|2018|||Residential||Single Family|190000.0|0.6781|180256|Newington
850024|265 Commonwealth Ave|93940.0|2019-05-13T00:00:00|[{'type': 'Point', 'coordinates': [-72.780118, 41.688217]}]|row-ci6r-mz4x.dmgd|2018|||Residential||Single Family|159900.0|0.5874|180549|New Britain
850025|58 Windermere Village Rd|0.0|2019-05-13T00:00:00|[{'type': 'Point', 'coordinates': [-72.478638, 41.870889]}]|row-5ki9.m56e-8v9q|2018|07 - Change In Property||Residential|New construction- co 04/23/19|Condo|417853.0|0.0|180146|Ellington
850026|2A Jeanette Rd #54|118500.0|2019-05-13T00:00:00|[{'type': 'Point', 'coordinates': [-73.466763, 41.420602]}]|row-sqmg-r44u~m2xa|2018|14 - Foreclosure||Residential|Sale of foreclosure / g09092-54|Condo|118500.0|1.0|180725|Danbury
850027|48 Pond St|86590.0|2019-05-17T00:00:00|[{'type': 'Point', 'coordinates': [-72.937076, 41.334306]}]|row-59ju~b7hp.zjvv|2018|25 - Other||Residential|Below market|Single Family|95000.0|0.9114|180547|New Haven
850028|1 Strawberry Hill Ct # 7G|166880.0|2019-05-17T00:00:00|[{'type': 'Point', 'coordinates': [-73.533663, 41.065472]}]|row-r987~dgvf~fvd2|2018|25 - Other||Residential|Short sale|Condo|185000.0|0.902|1801013|Stamford
850029|88 Villa St|232750.0|2019-05-14T00:00:00|[{'type': 'Point', 'coordinates': [-72.676168, 41.55159]}]|row-m9av.2crn~ircm|2018|||Residential||Single Family|302000.0|0.7706|180427|Middletown
