|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
450000|134 Wedgewood Dr|125800.0|2009-08-19T00:00:00|[{'type': 'Point', 'coordinates': [-73.084149, 41.834792]}]|row-73jg-t39a-ycrp|2008|||Residential||Single Family|191000.0|0.658639|80530|Torrington
450001|19 Wycliffe Terrace|170240.0|2009-08-06T00:00:00|[{'type': 'Point', 'coordinates': [-73.071975, 41.373]}]|row-39fe~qhhz.srvt|2008|||Residential||Single Family|151500.0|1.123696|80177|Seymour
450002|21 Macintosh Way|292460.0|2009-08-06T00:00:00|[{'type': 'Point', 'coordinates': [-72.858556, 41.624855]}]|row-y4mk-kfjz.rguu|2008|||Residential||Single Family|434000.0|0.673871|80427|Southington
450003|3409 Whitney Ave U3A|161140.0|2009-08-06T00:00:00|[{'type': 'Point', 'coordinates': [-72.903737, 41.418523]}]|row-8feb~kk3w~dydq|2008|||Residential||Condo|220000.0|0.732455|80663|Hamden
450004|142 Olde Stage Rd|220100.0|2009-08-07T00:00:00|[{'type': 'Point', 'coordinates': [-72.592329, 41.697341]}]|row-97vy-z7jh.8vgd|2008|||Residential||Single Family|315000.0|0.69873|80439|Glastonbury
450005|8 Berntson Way|198440.0|2009-08-07T00:00:00|[{'type': 'Point', 'coordinates': [-72.71781, 41.654018]}]|row-gcsg~d9am-bps3|2008|||Residential||Single Family|300000.0|0.661467|800433|Newington
450006|47 Upper State Stree|319130.0|2009-08-11T00:00:00||row-8n45~xfzd-6q4w|2008|01 - Family||Residential||Single Family|419000.0|0.761647|80181|North Haven
450007|14 Stonewall Drive|33270.0|2009-08-11T00:00:00|[{'type': 'Point', 'coordinates': [-72.563305, 41.37594]}]|row-gjf6~nts8~9p5x|2008|||Residential|Mobile home owner rents land|Single Family|27500.0|1.209818|80057|Killingworth
450008|1193 South Ave|180460.0|2009-08-11T00:00:00||row-jy5q~tg6z~pm5x|2008|||Residential||Single Family|224000.0|0.805625|80529|Stratford
450009|25 Dundee Road|614820.0|2009-08-10T00:00:00|[{'type': 'Point', 'coordinates': [-73.586483, 41.123643]}]|row-6ah3-apz2.25uc|2008|||Residential||Single Family|817500.0|0.752073|80891|Stamford
450010|13 East Elliott St Unit 15|25530.0|2009-08-10T00:00:00|[{'type': 'Point', 'coordinates': [-72.67239, 41.746569]}]|row-k7gb-96gd-mqv9|2008|13 - Bankrupcy||Residential||Condo|89600.0|0.284933|80584|Hartford
450011|645 Prospect Ave #5|332600.0|2009-08-10T00:00:00|[{'type': 'Point', 'coordinates': [-72.716293, 41.767588]}]|row-yee7-2yvm~3pqe|2008|07 - Change In Property||Residential||Condo|432776.0|0.768527|80668|West Hartford
450012|41 Newbury Ln|143010.0|2009-08-12T00:00:00|[{'type': 'Point', 'coordinates': [-72.855209, 41.456867]}]|row-vt62~ff9s-pnnp|2008|10 - A Will||Residential||Condo|187000.0|0.764759|80469|Wallingford
450013|173 Leesville Rd|719920.0|2009-08-12T00:00:00||row-2ehx-u92b.tykc|2008|28 - Use Assessment||Residential||Single Family|500000.0|1.43984|80101|East Haddam
450014|163 South St #8|99300.0|2009-08-12T00:00:00||row-vvsf-3yrs-d9mu|2008|||Residential|I16168-8|Condo|120000.0|0.8275|80647|Danbury
450015|35 Northbrook Court|100870.0|2009-08-18T00:00:00|[{'type': 'Point', 'coordinates': [-72.62442, 41.792767]}]|row-iag8-kiie.5gct|2008|||Residential||Condo|157900.0|0.638822|800549|East Hartford
450016|2 Bailey Boulevard|341320.0|2009-08-18T00:00:00|[{'type': 'Point', 'coordinates': [-73.409565, 41.364121]}]|row-itpx.kv8z-itr4|2008|05 - Deed Date||Residential||Condo|440000.0|0.775727|80165|Bethel
