|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
330000|73 Suzie Dr|296170.0|2006-06-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.375475, 41.417091]}]|row-ntnh~2evf-fqeq|2005|||R|||599900.0|0.493699|50258|Newtown
330001|11 Dorothy Rd|84800.0|2006-06-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.586913, 41.755073]}]|row-n7sp~gt67.vkub|2005|||R|||205000.0|0.413659|50649|East Hartford
330002|93 Charlais Way|323470.0|2006-06-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.99322, 41.773636]}]|row-e67d~tyci~3jdk|2005|||R|||542000.0|0.596808|50101|Burlington
330003|165 Drum Hl Rd|1033060.0|2006-06-16T00:00:00||row-v28w~9u54-2xsi|2005|||R|||2266000.0|0.455896|50237|Wilton
330004|65 Cassandra Blvd Ut 203|125880.0|2006-06-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.777229, 41.744426]}]|row-edza.ffnb~ktun|2005|||R|||247500.0|0.508606|50878|West Hartford
330005|463 East St|203700.0|2006-06-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.406736, 41.6992]}]|row-2uvs-t3hn.vea4|2005|||R|||385000.0|0.529091|50131|Hebron
330006|12 Brooke St|101400.0|2006-06-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.701306, 41.824607]}]|row-ds3c-dqwd-zcj5|2005|||R|||196000.0|0.517347|50349|Bloomfield
330007|4 Denyelle Dr|34520.0|2006-06-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.682664, 41.654743]}]|row-mrw9-429w-nash|2005|7||R|||408345.0|0.084536|50298|Rocky Hill
330008|26 Myrna Ave|65450.0|2006-05-31T00:00:00|[{'type': 'Point', 'coordinates': [-73.035925, 41.575891]}]|row-tzx4.rzag.rxz5|2005|1||R|||163000.0|0.401534|51862|Waterbury
330009|1217 Ella T Grasso Blvd|10570.0|2006-05-31T00:00:00|[{'type': 'Point', 'coordinates': [-72.952784, 41.311237]}]|row-fin7-378j.vts4|2005|24||R|||73000.0|0.144795|51302|New Haven
330010|75 Karen Lee Rd|159900.0|2006-06-12T00:00:00|[{'type': 'Point', 'coordinates': [-72.572074, 41.700372]}]|row-xsg2.bavi~eskw|2005|||R|||315000.0|0.507619|50561|Glastonbury
330011|26 Mtn View Rd|74270.0|2006-06-12T00:00:00||row-vvdm-iguu-33eh|2005|||R|||205000.0|0.362293|51034|Meriden
330012|332 Stillwater Ave|123480.0|2006-06-12T00:00:00|[{'type': 'Point', 'coordinates': [-73.557778, 41.054841]}]|row-6fvu~uaam.ifwb|2005|||R|||475000.0|0.259958|51792|Stamford
330013|22 Glenbrook Rd Ut 306|23730.0|2006-06-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.529433, 41.056049]}]|row-vidy.bj9k~3tkh|2005|||R|||134500.0|0.176431|51730|Stamford
330014|196 Crown St 5I|31010.0|2006-06-01T00:00:00||row-w9di~xba7~2f4p|2005|||R|||143000.0|0.216853|51320|New Haven
330015|63 Podurgiel Ln|106470.0|2006-06-01T00:00:00||row-2rs8-utw6-2e4s|2005|||R|||240000.0|0.443625|50285|Montville
330016|140 Forest St 140|206570.0|2006-06-02T00:00:00|[{'type': 'Point', 'coordinates': [-73.532341, 41.056478]}]|row-6x7s-zfze-3bdz|2005|||R|||615000.0|0.335886|51746|Stamford
330017|457 Mill Hl Ave|213618.0|2006-06-02T00:00:00|[{'type': 'Point', 'coordinates': [-73.165189, 41.192686]}]|row-zp9v.n5iu-4rwn|2005|||C/I/U|||390000.0|0.547738|52311|Bridgeport
330018|7 Menna Rd|171600.0|2006-06-07T00:00:00|[{'type': 'Point', 'coordinates': [-73.043537, 41.339666]}]|row-8rw3.25zj~s83v|2005|||R|||354900.0|0.483516|50211|Ansonia
330019|709-713 Main St|121400.0|2006-06-07T00:00:00|[{'type': 'Point', 'coordinates': [-73.115193, 41.600986]}]|row-d45v-nudy.wjnz|2005|||C/I/U|||262000.0|0.463359|50328|Watertown
330020|246 South St|29480.0|2006-06-07T00:00:00|[{'type': 'Point', 'coordinates': [-72.456379, 41.855875]}]|row-h7rs.i5ku~f778|2005|7||V|||250000.0|0.11792|50383|Vernon
330021|18 Division St|17000.0|2006-06-05T00:00:00|[{'type': 'Point', 'coordinates': [-72.071695, 41.528101]}]|row-5u8a-xve9-nvmh|2005|7||V|||309900.0|0.054856|50673|Norwich
