|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
120000|135 Pepperidge Cir|230810.0|2002-01-11T00:00:00|[{'type': 'Point', 'coordinates': [-73.126715, 41.24352]}]|row-9uqq-c6jz-vrvw|2001|||R|||360000.0|0.641139|10495|Stratford
120001|560 S Hoop Pole Rd|110320.0|2001-12-31T00:00:00|[{'type': 'Point', 'coordinates': [-72.705682, 41.351173]}]|row-6wma~u6nr-etrc|2001|||R|||239900.0|0.459858|10130|Guilford
120002|14 Catherine Ln|171500.0|2001-12-31T00:00:00|[{'type': 'Point', 'coordinates': [-72.616691, 41.987634]}]|row-pkvr-dnk3.gh8u|2001|||R|||241000.0|0.711618|10079|Suffield
120003|196 N Main St|80320.0|2002-01-02T00:00:00|[{'type': 'Point', 'coordinates': [-73.050235, 41.496147]}]|row-jzua-wx7j~n4ir|2001|||R|||134000.0|0.599403|10178|Naugatuck
120004|1 Oak Trl|80000.0|2002-01-02T00:00:00||row-cm9n-whj9~fhmq|2001|||R|||165000.0|0.484848|10526|Danbury
120005|5 Snow Apple Ln|137480.0|2002-01-15T00:00:00|[{'type': 'Point', 'coordinates': [-73.018476, 41.223256]}]|row-4xir-ry76-dw4w|2001|||R|||249900.0|0.55014|10364|Milford
120006|56 Jillian Cir|220040.0|2002-01-15T00:00:00|[{'type': 'Point', 'coordinates': [-72.776551, 41.747167]}]|row-guv8~e32k~pa2a|2001|7||R|||591161.0|0.372217|10378|West Hartford
120007|13 Spring St|210420.0|2002-01-10T00:00:00|[{'type': 'Point', 'coordinates': [-73.539589, 41.056902]}]|row-9kjw-g2ze-ew87|2001|1||C/I/U|||13500.0|15.586667|10613|Stamford
120008|Multi Addresses|82200.0|2002-01-10T00:00:00||row-wdry-hkxu.5432|2001|||R|||100000.0|0.822|10260|Torrington
120009|128 E Mtn|81770.0|2002-01-10T00:00:00|[{'type': 'Point', 'coordinates': [-72.902177, 41.853049]}]|row-qxdc-kv7i~sp4q|2001|||R|||159000.0|0.514277|10068|Canton
120010|907 Durham Rd|122700.0|2002-01-10T00:00:00|[{'type': 'Point', 'coordinates': [-72.625671, 41.334897]}]|row-tha4~nvp8.dkx6|2001|7||R|||415000.0|0.295663|10099|Madison
120011|191 Culvert St|71700.0|2002-01-09T00:00:00|[{'type': 'Point', 'coordinates': [-73.134614, 41.800109]}]|row-94b2-2a4q~qy33|2001|||R|||128000.0|0.560156|10257|Torrington
120012|6-8 Anchorage Rd|315840.0|2002-01-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.778516, 41.268593]}]|row-n4kk-zzft.9ya9|2001|||C/I/U|||875000.0|0.36096|10207|Branford
120013|11 Shore Front Dr|79810.0|2002-01-09T00:00:00||row-etxr.38hp.bcwp|2001|||R|||175000.0|0.456057|10031|Ashford
120014|11 Mayflower Pl|109830.0|2002-01-25T00:00:00|[{'type': 'Point', 'coordinates': [-73.069907, 41.208041]}]|row-swb4~y5d7~ekgc|2001|||R|||204900.0|0.536018|10396|Milford
120015|Green Holw Rd|171620.0|2002-01-25T00:00:00||row-bvtr-xx28~mjw3|2001|||R|||250000.0|0.68648|10111|Plainfield
120016|1102 Larson Dr|12600.0|2002-01-25T00:00:00|[{'type': 'Point', 'coordinates': [-73.512764, 41.387298]}]|row-r94p.puht~6xiz|2001|7||R|||231775.0|0.054363|10638|Danbury
120017|1066 Boulevard|96170.0|2002-01-15T00:00:00|[{'type': 'Point', 'coordinates': [-72.717239, 41.760096]}]|row-bxyj-bksn.g742|2001|||R|||200000.0|0.48085|10446|West Hartford
120018|128 Warwick Ave|91810.0|2002-01-15T00:00:00||row-xifg.cmy7.6wji|2001|1||R|||0.0|0.0|10511|Stratford
120019|47 Merrimac St|135500.0|2002-01-15T00:00:00|[{'type': 'Point', 'coordinates': [-73.467393, 41.385746]}]|row-j5at.h6qg-p2pv|2001|||R|||317500.0|0.426772|10600|Danbury
120020|24 Easy St|58000.0|2002-01-14T00:00:00|[{'type': 'Point', 'coordinates': [-71.926437, 41.675593]}]|row-dhw4.p8ji.z6pe|2001|14||R|||90000.0|0.644444|10101|Plainfield
120021|1 Springwood Rd|101090.0|2002-01-14T00:00:00|[{'type': 'Point', 'coordinates': [-72.859311, 41.750775]}]|row-67pm.atqt-82gm|2001|||R|||190000.0|0.532053|10209|Farmington
