|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
910000|20 Glendower Rd|183190.0|2020-02-21T00:00:00|[{'type': 'Point', 'coordinates': [-72.908354, 41.367937]}]|row-4uzz.kjmt-jfud|2019|||Single Family||Single Family|230000.0|0.7965|190347|Hamden
910001|115 Old Washington Rd|794700.0|2020-02-19T00:00:00|[{'type': 'Point', 'coordinates': [-73.477169, 41.276267]}]|row-yaey-zhar-kb9h|2019|||Single Family||Single Family|1095000.0|0.7258|19146|Ridgefield
910002|694 Little City Road|207450.0|2020-02-19T00:00:00||row-tqfi.dh5u-x4kn|2019|25 - Other||Single Family|Short sale|Single Family|204250.0|1.0157|19049|Haddam
910003|305 Somers Rd|8030.0|2020-02-19T00:00:00|[{'type': 'Point', 'coordinates': [-72.45382, 41.914079]}]|row-y2tz.z5ip-5v4p|2019|28 - Use Assessment|||Farm land||115000.0|0.0698|190100|Ellington
910004|284 Black Rock Tpke|728400.0|2020-02-27T00:00:00||row-24qk-j5g5~rkke|2019|||Single Family||Single Family|825000.0|0.8829|19160360|Redding
910005|88 York Road|159200.0|2020-02-27T00:00:00|[{'type': 'Point', 'coordinates': [-72.779283, 41.635542]}]|row-yqmt~6bi8.ip2p|2019|||Single Family|Qualified sale|Single Family|259900.0|0.6125|190128|Berlin
910006|68 Mountford St|63315.0|2020-02-27T00:00:00|[{'type': 'Point', 'coordinates': [-72.686434, 41.742008]}]|row-npit-8xp8.radt|2019|||Three Family||Three Family|239000.0|0.2649|19433|Hartford
910007|266 Shelter Rock Road|478440.0|2020-02-18T00:00:00|[{'type': 'Point', 'coordinates': [-73.590841, 41.121384]}]|row-63q3~5rjt~54r9|2019|||Single Family||Single Family|540000.0|0.886|1900664|Stamford
910008|32 Valley Brook Road|141120.0|2020-02-18T00:00:00||row-hnde.za75.bcy2|2019|||Single Family||Single Family|194000.0|0.7274|190085|Rocky Hill
910009|13 Roosevelt St|62475.0|2020-02-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.671904, 41.734531]}]|row-7gpq-ukh4-3zuw|2019|||Three Family||Three Family|190000.0|0.3288|19410|Hartford
910010|45 Hill Top Dr|105180.0|2020-02-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.177036, 41.731317]}]|row-ngmu-caba~bc7n|2019|14 - Foreclosure||Condo||Condo|140000.0|0.7513|190116|Windham
910011|50 Pierpont Rd|189470.0|2020-02-27T00:00:00|[{'type': 'Point', 'coordinates': [-72.980158, 41.543556]}]|row-86cb-qrjy~gnyn|2019|||Single Family||Single Family|260000.0|0.7287|190750|Waterbury
910012|122-C2 Spring St|75230.0|2020-02-27T00:00:00|[{'type': 'Point', 'coordinates': [-72.879083, 41.633087]}]|row-zsmt~npt9.2886|2019||||||110000.0|0.6839|190311|Southington
910013|27 Maryland Dr|136500.0|2020-02-27T00:00:00|[{'type': 'Point', 'coordinates': [-72.716175, 41.532562]}]|row-mse8.xivg~97g9|2019|07 - Change In Property||Single Family|Major renovations|Single Family|254000.0|0.5374|19031|Middlefield
910014|236 Plains Rd|202860.0|2020-02-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.493918, 41.454708]}]|row-nwd5-57zp-j8kc|2019|14 - Foreclosure||Single Family||Single Family|207375.0|0.9782|19165|Haddam
910015|13 Roosevelt St|62475.0|2020-02-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.671904, 41.734531]}]|row-7gpq-ukh4-3zuw|2019|||Three Family||Three Family|190000.0|0.3288|19410|Hartford
910016|383 West La|775710.0|2020-02-26T00:00:00||row-btaw~i5zv-bbsv|2019|25 - Other||Single Family|Reval error|Single Family|804485.0|0.9642|19151|Ridgefield
910017|272 Tuthill St|121310.0|2020-02-26T00:00:00||row-6w4t-w2ig-9jdk|2019|||Single Family||Single Family|238000.0|0.5097|1900118|West Haven
910018|20 Angela Dr|167200.0|2020-02-26T00:00:00|[{'type': 'Point', 'coordinates': [-72.804415, 41.505285]}]|row-kzdw~jemm.g4jj|2019|||Condo||Condo|280000.0|0.5971|190270|Wallingford
910019|35 Knollwood Dr|166040.0|2020-02-28T00:00:00|[{'type': 'Point', 'coordinates': [-72.971878, 41.322361]}]|row-395k-24rb-v23g|2019|||Single Family||Single Family|245000.0|0.6777|190496|New Haven
