|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
200000|76 Willow Bee Ln|96260.0|2004-08-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.686422, 41.562342]}]|row-eyw3~88eb~4j6b|2003|||R|||199900.0|0.481541|31001|Middletown
200001|4 Stonehenge Dr|185830.0|2004-07-27T00:00:00|[{'type': 'Point', 'coordinates': [-72.808575, 41.892645]}]|row-ewv8~izq9~83ex|2003|||R|||388000.0|0.478943|30471|Simsbury
200002|117D Brittany Farms 10|78890.0|2004-07-27T00:00:00||row-t5gw.b2ad.z4ne|2003|||R|||146500.0|0.538498|31219|New Britain
200003|1 Pumpkin Delight|162820.0|2004-07-27T00:00:00|[{'type': 'Point', 'coordinates': [-73.081985, 41.206803]}]|row-eqs8~4yku.3v2d|2003|||R|||400000.0|0.40705|31094|Milford
200004|83 Deer Park Rd|271570.0|2004-07-20T00:00:00||row-my3u-fpfq-ead3|2003|25||R|||497500.0|0.545869|30461|Simsbury
200005|277 Cart Path Dr|76790.0|2004-07-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.771832, 41.510947]}]|row-ighu-j3g7-8xt8|2003|||R|||172500.0|0.445159|31275|Meriden
200006|3 Cedar Dr|234220.0|2004-06-30T00:00:00|[{'type': 'Point', 'coordinates': [-73.38958, 41.412266]}]|row-j5xg.8huf-3gnb|2003|||R|||438000.0|0.534749|30357|Bethel
200007|132 Reservoir Ave|69090.0|2004-06-30T00:00:00||row-3re2-kprn~y64g|2003|||R|||140000.0|0.4935|31176|Meriden
200008|Enfield Cmns B7 Ut 17|42000.0|2004-06-30T00:00:00||row-3zad~nwyn.ap9b|2003|||R|||93900.0|0.447284|30669|Enfield
200009|12 Whittlesey Brk Rd|131390.0|2004-07-27T00:00:00|[{'type': 'Point', 'coordinates': [-72.438664, 41.365334]}]|row-cfxw.w6rx.zp2j|2003|||R|||282500.0|0.465097|30107|Deep River
200010|37 Genovese Dr|102210.0|2004-07-27T00:00:00|[{'type': 'Point', 'coordinates': [-72.893843, 41.678891]}]|row-7kq9~kzsd-jpre|2003|||R|||197500.0|0.517519|31281|Bristol
200011|80 Crossroads Ln|100700.0|2004-07-27T00:00:00|[{'type': 'Point', 'coordinates': [-72.611296, 41.717408]}]|row-598i-dsgq~v3m6|2003|||R|||198000.0|0.508586|30676|Glastonbury
200012|143 Peddlars Dr|84300.0|2004-06-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.841679, 41.272256]}]|row-p9mx~mrf9-5mq5|2003|||R|||145000.0|0.581379|30606|Branford
200013|Stonybrook Gdns Coop|12891200.0|2004-06-30T00:00:00||row-itpf.uvms.2chy|2003|8||C/I/U|||80000.0|161.14|30946|Stratford
200014|64 Parker Rd|132510.0|2004-06-30T00:00:00||row-5iau-e9um-a2y4|2003|||R|||375000.0|0.35336|30133|Somers
200015|101 Hatch St|65870.0|2004-07-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.763608, 41.684744]}]|row-8zhb-mjnc.39zq|2003|1||R|||105000.0|0.627333|31131|New Britain
200016|112 & 132 Kane St|21770.0|2004-07-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.718908, 41.751116]}]|row-95kh~hp7r-2tgi|2003|25||R|||119900.0|0.181568|31104|West Hartford
200017|328 Willow Spgs|90510.0|2004-06-30T00:00:00||row-azgu~j3s3.wtra|2003|||R|||209000.0|0.433062|30766|New Milford
200018|110 Albany Ave|72760.0|2004-06-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.796532, 41.676851]}]|row-5rp7-85fq~68pm|2003|||R|||139900.0|0.520086|31077|New Britain
200019|142 Cold Spring St|312830.0|2004-06-30T00:00:00||row-eqyw.vbw7~yvzw|2003|||R|||860000.0|0.363756|33768|New Haven
200020|77 Paul St|99670.0|2004-07-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.894962, 41.689972]}]|row-i6gd-7fii-rz92|2003|||R|||189900.0|0.524855|31158|Bristol
200021|245 N Society Rd|84200.0|2004-07-01T00:00:00|[{'type': 'Point', 'coordinates': [-71.990285, 41.722106]}]|row-4r79-zbq5~tjx4|2003|13||R|||110000.0|0.765455|30091|Canterbury
200022|295 Castle Ave|157430.0|2004-07-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.233355, 41.168786]}]|row-8p2u-a53v-yyzq|2003|||R|||335000.0|0.46994|30815|Fairfield
200023|13 Deepwood Dr|70490.0|2004-06-29T00:00:00|[{'type': 'Point', 'coordinates': [-72.30991, 41.994952]}]|row-7ey2~wwgf-b8sx|2003|||R|||154000.0|0.457727|30272|Stafford
200024|6452 River Rd|204160.0|2004-06-29T00:00:00|[{'type': 'Point', 'coordinates': [-73.104911, 41.24158]}]|row-2f2s~syjc~2vzv|2003|||R|||440000.0|0.464|30934|Stratford
200025|18 Hanover Rd|278550.0|2004-06-29T00:00:00|[{'type': 'Point', 'coordinates': [-73.310556, 41.420769]}]|row-frrt~zf64-zrcn|2003|7||R|||659000.0|0.422686|30514|Newtown
200026|1535 Congress St|277900.0|2004-06-29T00:00:00|[{'type': 'Point', 'coordinates': [-73.269236, 41.20689]}]|row-chd6-zrmj~qt6z|2003|||R|||600000.0|0.463167|30743|Fairfield
200027|1 Riverside Dr|144910.0|2004-07-06T00:00:00|[{'type': 'Point', 'coordinates': [-73.132322, 41.503086]}]|row-7gmc~khp3-qunw|2003|||R|||400000.0|0.362275|30117|Middlebury
200028|6 Shorelands Pl|658840.0|2004-07-01T00:00:00||row-7rgn-m34g-cfbg|2003|||R|||1750000.0|0.37648|31030|Greenwich
200029|74 Garden St|96700.0|2004-07-01T00:00:00||row-dhx3~kp8z-6pi4|2003|||R|||235000.0|0.411489|30270|Ansonia
200030|14 White Tail Ln|267520.0|2004-06-29T00:00:00|[{'type': 'Point', 'coordinates': [-73.369101, 41.461264]}]|row-5rwm-p6q2-cmqw|2003|||R|||496500.0|0.538812|30334|Brookfield
200031|54 Monroe St|76440.0|2004-06-29T00:00:00|[{'type': 'Point', 'coordinates': [-72.900592, 41.311427]}]|row-zbzf~8k3w-eq4h|2003|1||R|||150000.0|0.5096|33755|New Haven
200032|151 Spring St|57400.0|2004-06-29T00:00:00|[{'type': 'Point', 'coordinates': [-72.599755, 41.991682]}]|row-p4zu~5ef8-fnbe|2003|||R|||142900.0|0.401679|30667|Enfield
200033|208 High Hl Rd|159700.0|2004-06-29T00:00:00|[{'type': 'Point', 'coordinates': [-72.751917, 41.49125]}]|row-5qwd.xpkg-9yfa|2003|||R|||339900.0|0.469844|30730|Wallingford
200034|Boston Post Rd|42700.0|2004-06-29T00:00:00||row-ugkg-xwgn~gn8v|2003|8||V|||64000.0|0.667188|30380|East Lyme
200035|984 Hanover Rd|79450.0|2004-07-30T00:00:00||row-b46s-yjqp-kzzn|2003|||R|||176500.0|0.450142|31325|Meriden
200036|162 Putnam Ave|96110.0|2004-07-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.918919, 41.344942]}]|row-7eq6-6iuc.3b5n|2003|||R|||250000.0|0.38444|31029|Hamden
200037|30 Pontiac Rd|101610.0|2004-07-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.736946, 41.788529]}]|row-gi6y~ex25-b4mi|2003|||R|||217000.0|0.468249|31223|West Hartford
200038|3-5 W Meadow Ln|78460.0|2004-06-29T00:00:00|[{'type': 'Point', 'coordinates': [-72.708948, 41.584838]}]|row-fnd5~j6i2.9vfz|2003|||R|||157000.0|0.499745|30801|Middletown
200039|231 S Main St|181300.0|2004-06-29T00:00:00|[{'type': 'Point', 'coordinates': [-72.821548, 41.449821]}]|row-mue6~r2p7~3xfy|2003|1||R|||5000.0|36.26|30723|Wallingford
200040|232 Ralph Rd|127800.0|2004-06-30T00:00:00||row-nb3a~gsag-b3ta|2003|||R|||245000.0|0.521633|30835|Manchester
200041|560 Silver Sands 1401|101500.0|2004-06-30T00:00:00||row-n2b6.gxew~wg23|2003|||R|||241000.0|0.421162|30533|East Haven
200042|25 Westford Dr|80600.0|2004-06-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.194165, 41.942537]}]|row-dq8z-qnqp-mbir|2003|7||R|||162269.0|0.496706|30091|Ashford
200043|145 Milton St|107590.0|2004-07-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.735638, 41.766206]}]|row-9y76-d3bu-ktfn|2003|||R|||325000.0|0.331046|31059|West Hartford
200044|136 E Wakefield Blvd|78610.0|2004-07-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.081478, 41.915638]}]|row-kjvc-bvcv~u5rs|2003|||R|||145000.0|0.542138|30257|Winchester
200045|786 Stonington Rd|760400.0|2004-07-01T00:00:00|[{'type': 'Point', 'coordinates': [-71.889156, 41.351758]}]|row-m7nm-hk4n.qt6v|2003|||C/I/U|||1050000.0|0.72419|30437|Stonington
