|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
460000|79 Autumn Street|133400.0|2009-07-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.504838, 41.77355]}]|row-epu6.weri-7jw7|2008|08 - Part Interest||Residential||Single Family|39000.0|3.420513|80513|Manchester
460001|448 Funston Ave|98300.0|2009-07-09T00:00:00|[{'type': 'Point', 'coordinates': [-73.140136, 41.797341]}]|row-2abz.di5j-9g3c|2008|01 - Family||Residential||Single Family|110000.0|0.893636|80453|Torrington
460002|418 Shelton Av|166390.0|2009-07-08T00:00:00|[{'type': 'Point', 'coordinates': [-72.930494, 41.334552]}]|row-i7q9-ct3i-vk7t|2008|13 - Bankrupcy||Residential||Three Family|57200.0|2.908916|80768|New Haven
460003|86 Indian Hill Road|154490.0|2009-07-08T00:00:00|[{'type': 'Point', 'coordinates': [-72.734989, 41.685084]}]|row-uy8u-cxq6~jv3x|2008|||Residential||Single Family|268100.0|0.57624|800309|Newington
460004|20 Dandred St|172000.0|2009-07-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.460607, 41.353357]}]|row-r6t6~svjp~jg5i|2008|||Residential|H21033|Single Family|282000.0|0.609929|80541|Danbury
460005|162 Hillyndale Rd|228130.0|2009-07-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.273673, 41.798658]}]|row-hiis.xg4c-ifmi|2008|16 - Charitable Group||Residential|Society of jesus-exempt to taxable|Single Family|270000.0|0.844926|80106|Mansfield
460006|12 Park St|180390.0|2009-07-02T00:00:00|[{'type': 'Point', 'coordinates': [-72.865434, 41.669213]}]|row-579j-48mz-s4u7|2008|||Residential||Three Family|225000.0|0.801733|80150|Plainville
460007|67 Field St|150850.0|2009-07-02T00:00:00|[{'type': 'Point', 'coordinates': [-72.961147, 41.668888]}]|row-s876-sjhf-tvsf|2008|01 - Family||Residential|Family sale|Two Family|193000.0|0.781606|800520|Bristol
460008|189 Great Brook Rd|26600.0|2009-07-07T00:00:00||row-tr6b~n97m~sjua|2008|07 - Change In Property||Residential|Co not issued on 10/1/08|Single Family|333250.0|0.07982|80292|Groton
460009|6 Cornell Ct|248570.0|2009-07-07T00:00:00||row-avch-2arm~y9k8|2008|||Residential||Single Family|370000.0|0.671811|80138|Ledyard
460010|777 Prospect Ave|269800.0|2009-07-06T00:00:00||row-i2ca-xuwa-5ftb|2008|||Residential||Condo|425000.0|0.634824|80549|West Hartford
460011|119 Flanders Rd|132930.0|2009-07-06T00:00:00||row-nde7.89pp-5n28|2008|||Residential||Single Family|160000.0|0.830812|80216|East Lyme
460012|188 High St|145880.0|2009-07-13T00:00:00||row-2ptn.prxr-fx6i|2008|25 - Other||Residential|Distressed property|Three Family|150000.0|0.972533|800535|Bristol
460013|30 Knobb Hill Road|280650.0|2009-07-13T00:00:00|[{'type': 'Point', 'coordinates': [-73.039294, 41.207856]}]|row-9wb5~wqtc~bfq2|2008|||Residential||Single Family|325000.0|0.863538|80483|Milford
460014|50 West Helen St|120400.0|2009-07-21T00:00:00|[{'type': 'Point', 'coordinates': [-72.945764, 41.350707]}]|row-6jkr-mw3c-9nt7|2008|||Residential||Single Family|190000.0|0.633684|80611|Hamden
460015|393 Eh Moodus Rd|121710.0|2009-07-21T00:00:00||row-5v2t-snmd-8xw9|2008|08 - Part Interest||Residential||Single Family|50000.0|2.4342|80086|East Haddam
460016|35 Maple Avenue Ext|239450.0|2009-07-14T00:00:00|[{'type': 'Point', 'coordinates': [-73.399072, 41.380857]}]|row-ni4t-xu5m-5xqt|2008|18 - In Lieu Of Foreclosure||Residential||Single Family|245000.0|0.977347|80139|Bethel
460017|157 Oakville Ave|80680.0|2009-07-14T00:00:00|[{'type': 'Point', 'coordinates': [-73.077019, 41.576319]}]|row-tbpe~5gsy.jduz|2008|||Residential||Single Family|103900.0|0.776516|80995|Waterbury
460018|170 Magee Drive|184870.0|2009-07-14T00:00:00|[{'type': 'Point', 'coordinates': [-72.925115, 41.395247]}]|row-bg7p-s9nk-nd4w|2008|||Residential||Single Family|277500.0|0.666198|80586|Hamden
460019|30 Pardee Pl Ext|150740.0|2009-07-10T00:00:00|[{'type': 'Point', 'coordinates': [-72.878423, 41.281668]}]|row-njf4-nhe7-dyjr|2008|||Residential||Single Family|218000.0|0.691468|8256|East Haven
460020|309 Terrace Ave #46|93380.0|2009-07-10T00:00:00|[{'type': 'Point', 'coordinates': [-72.968576, 41.283273]}]|row-9uvr-4qph-wbpp|2008|||Residential||Condo|158000.0|0.591013|800673|West Haven
460021|68 Millhaven Dr|142170.0|2009-07-10T00:00:00|[{'type': 'Point', 'coordinates': [-72.977636, 41.280164]}]|row-bha5-fmr2-4cwk|2008|||Residential||Single Family|185000.0|0.768486|800674|West Haven
460022|989 Neipsic Rd|304300.0|2009-07-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.549599, 41.700629]}]|row-iqmx.n857.cjs9|2008|||Residential||Single Family|355000.0|0.857183|80393|Glastonbury
460023|52 Little River Dr|121520.0|2009-07-24T00:00:00|[{'type': 'Point', 'coordinates': [-73.016657, 41.465895]}]|row-ya8z-idty-6gvm|2008|||Residential||Single Family|170000.0|0.714824|80264|Naugatuck
