|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
930000|21 Butternut Dr|183970.0|2019-11-01T00:00:00||row-dajf.5ssp~zhi7|2019|||Single Family||Single Family|331500.0|0.555|19045|Farmington
930001|268 Congress Ave #1|40280.0|2019-11-01T00:00:00||row-bnxb.2qxe-sejj|2019|25 - Other||Condo|Bulk transfer|Condo|70000.0|0.5754|190145|Waterbury
930002|22 Hurlingham Drive|12858100.0|2019-11-01T00:00:00||row-xmq8-65mu~2gan|2019|||Single Family||Single Family|8475000.0|1.5172|190086|Greenwich
930003|5 Allison St|92060.0|2019-11-05T00:00:00|[{'type': 'Point', 'coordinates': [-72.634617, 41.553263]}]|row-svap.5as4-2mux|2019|||Two Family||Two Family|175000.0|0.5261|190096|Middletown
930004|1 Shepards Path|159320.0|2019-11-05T00:00:00||row-68sy.yx93-t924|2019|14 - Foreclosure||Single Family|Foreclosure sale|Single Family|167000.0|0.954012|1900065|New Milford
930005|54 Pinner Lane|374210.0|2019-11-05T00:00:00||row-vhbn-2t2q-ajg4|2019|08 - Part Interest||Single Family|Partial interest sold|Single Family|45000.0|8.3158|1900195|Stamford
930006|17 Denison Ave|108430.0|2019-11-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.102319, 41.344239]}]|row-ei2a~fzn9-jvzd|2019|||Single Family||Single Family|159900.0|0.6781|190029|New London
930007|80 Atwater St|110740.0|2019-11-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.892837, 41.311952]}]|row-9hdu.zpgm-h6cj|2019|||Two Family||Two Family|190000.0|0.5828|190091|New Haven
930008|287 Eagles Landing|207060.0|2019-11-01T00:00:00||row-xfun-cd7k~zyrj|2019|||Condo||Condo|300000.0|0.6902|190072|Shelton
930009|134 Indian Hollow Rd|152820.0|2019-10-31T00:00:00||row-m5e2~53kk-u8jx|2019|||Single Family||Single Family|270000.0|0.566|190026|Windham
930010|51 Old Village Cir|227780.0|2019-10-31T00:00:00||row-w4ap.vk4n~h93d|2019|||Single Family||Single Family|392704.0|0.58|190052|Windsor
930011|33 North Water St Unit A/508|348720.0|2019-10-31T00:00:00||row-i3tp-px2b-iqhd|2019|||Condo|2-19-20-a/508|Condo|520000.0|0.6706|190094|Norwalk
930012|273 Meadows|139410.0|2019-11-07T00:00:00||row-8va8.6yym~7qk4|2019|25 - Other||Condo|Not on open market|Condo|232500.0|0.5996|190073|Enfield
930013|14 Smith Farm Rd|352550.0|2019-11-07T00:00:00||row-a9e4~bvah~3jqy|2019|||Single Family||Single Family|487000.0|0.7239|190020|Hebron
930014|52 Charlton Hill Rd U52|107590.0|2019-11-07T00:00:00|[{'type': 'Point', 'coordinates': [-72.899069, 41.399789]}]|row-ycqw~2e36~sqe6|2019|||Single Family||Single Family|179000.0|0.6011|190092|Hamden
930015|11 Old Lantern Rd|195930.0|2019-11-07T00:00:00||row-gudh~j5ud.6uwe|2019|||Single Family||Single Family|278000.0|0.7048|1900068|New Milford
930016|120 Boy St|214270.0|2019-11-07T00:00:00|[{'type': 'Point', 'coordinates': [-72.955237, 41.706848]}]|row-58bq-6num~eyxg|2019|||Single Family||Single Family|310000.0|0.6912|190115|Bristol
930017|424 Cherry Brook Road|150310.0|2019-11-07T00:00:00|[{'type': 'Point', 'coordinates': [-72.896715, 41.87941]}]|row-fwk4~ayhg-kjb6|2019|||Single Family||Single Family|205000.0|0.7332|190027|Canton
930018|14 Forbes St|72570.0|2019-11-06T00:00:00|[{'type': 'Point', 'coordinates': [-72.607842, 41.77634]}]|row-h65e-np7x-z9uj|2019|07 - Change In Property||Single Family|Major improvments house flipper|Single Family|145000.0|0.5005|19088|East Hartford
930019|16 Anchorage Cir|340060.0|2019-11-06T00:00:00|[{'type': 'Point', 'coordinates': [-72.012067, 41.320569]}]|row-dwr7~xbuk-hxbp|2019|07 - Change In Property|Also see #190512 - house mostly gutted per mls|Single Family||Single Family|350000.0|0.9716|190084|Groton
930020|23 Raycroft St|41650.0|2019-10-28T00:00:00|[{'type': 'Point', 'coordinates': [-73.094625, 41.214293]}]|row-znec~hpcx~a4rf|2019|11 - Court Order|||||111554.08|0.3734|190099|Milford
930021|288 Strawberry Hill Ave|375670.0|2019-10-28T00:00:00|[{'type': 'Point', 'coordinates': [-73.391212, 41.124163]}]|row-pdtq.j7xw.hkt8|2019|||Single Family|5-8-125-0|Single Family|572000.0|0.6568|190074|Norwalk
930022|85 Hunters Ln|297810.0|2019-10-28T00:00:00||row-dx3d~wriq-bxq2|2019|||Single Family||Single Family|439500.0|0.6776|190063|Southington
930023|24 Regatta Dr|259980.0|2019-10-22T00:00:00||row-dajs~djm5~jtwd|2019|||Condo||Condo|400000.0|0.65|190023|East Lyme
930024|244 Brewster Rd|241370.0|2019-10-22T00:00:00|[{'type': 'Point', 'coordinates': [-73.01069, 41.234007]}]|row-6kiy.ytqy~6y69|2019|||Single Family||Single Family|390000.0|0.6189|190062|Milford
930025|47 Sawmill Rd|126740.0|2019-10-22T00:00:00|[{'type': 'Point', 'coordinates': [-73.044677, 41.701503]}]|row-wim2-4cxi~zrk3|2019|||Single Family||Single Family|162500.0|0.7799|190011|Plymouth
930026|4 Sail Harbour Dr|748200.0|2019-10-31T00:00:00|[{'type': 'Point', 'coordinates': [-73.469661, 41.535354]}]|row-9u9y-3zkw.ybyg|2019|16 - Charitable Group||Single Family||Single Family|800000.0|0.9353|190011|Sherman
930027|144 Wakefield Circle|56970.0|2019-10-31T00:00:00|[{'type': 'Point', 'coordinates': [-72.606806, 41.760702]}]|row-8pyr.t2g5-txu9|2019|||Condo||Condo|73900.0|0.7709|19065|East Hartford
930028|53 Basley Rd|102200.0|2019-10-21T00:00:00||row-hjpg~fw6x-pwnz|2019|||Single Family||Single Family|175000.0|0.584|19021|Plainfield
930029|221 Crater Lane|147200.0|2019-10-21T00:00:00|[{'type': 'Point', 'coordinates': [-72.777955, 41.618649]}]|row-vmmb-xri9-bwhj|2019|||Single Family|Qualified sale|Single Family|240000.0|0.6133|190020|Berlin
930030|1 E Hayestown Rd #155|167700.0|2019-10-21T00:00:00|[{'type': 'Point', 'coordinates': [-73.450945, 41.417043]}]|row-xneq.yhck.yc39|2019|14 - Foreclosure||Condo|I10051-155|Condo|202800.0|0.8269|190066|Danbury
930031|246 Center Hill Rd|131500.0|2019-10-28T00:00:00|[{'type': 'Point', 'coordinates': [-72.972244, 41.943544]}]|row-wns2~bnax.qa8d|2019|||Single Family|1970 ranch, 1504 sfla on 1 ac|Single Family|224900.0|0.584704|19002|Barkhamsted
930032|29 Birmingham Ct|87150.0|2019-10-28T00:00:00||row-ec93-aahv~cadi|2019|07 - Change In Property|Total renovation per mls|Single Family||Single Family|189000.0|0.4611|190060|Groton
930033|93 Cannon Ridge Dr|97000.0|2019-10-17T00:00:00||row-c8jb-z5bn.ypej|2019|||Condo||Condo|148500.0|0.6532|19018|Watertown
930034|144 Warrington Rn|261700.0|2019-10-17T00:00:00||row-msun.i832-qdfh|2019|||Condo|B15001-57-144|Condo|392000.0|0.6676|190064|Danbury
930035|105-107 Suburban Ave|154700.0|2019-10-21T00:00:00|[{'type': 'Point', 'coordinates': [-73.217029, 41.192447]}]|row-qffn.r2r6~na8c|2019|||Three Family||Three Family|364000.0|0.425|190114|Bridgeport
930036|8 Queen Eleanor Dr|197540.0|2019-10-21T00:00:00||row-pnza-aghu-nrrj|2019|14 - Foreclosure||Single Family|Sale of foreclosure|Single Family|206578.0|0.9562|190016|Ledyard
930037|38 Brookmoor Road|231760.0|2019-10-08T00:00:00|[{'type': 'Point', 'coordinates': [-72.885263, 41.786858]}]|row-zh6m.jaq9~cc6a|2019|||Single Family||Single Family|300000.0|0.7725|190020|Avon
930038|710 Brayman Hollow Rd|144800.0|2019-10-08T00:00:00||row-hrid-jmym-52y5|2019|||Single Family||Single Family|185000.0|0.7827|190007|Pomfret
