|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
80000|9 N Ridge Dr|158940.0|2002-08-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.702053, 41.610975]}]|row-4pwt~d7md-snrb|2001|||R|||315000.0|0.504571|10440|Cromwell
80001|264 Weber St|80470.0|2002-08-30T00:00:00|[{'type': 'Point', 'coordinates': [-73.154849, 41.196273]}]|row-uqfa~pwef-yeum|2001|||R|||127000.0|0.633622|11385|Stratford
80002|100 Kane St D 04|25790.0|2002-08-29T00:00:00||row-b7vn~zaka~j3kv|2001|||R|||87500.0|0.294743|11334|West Hartford
80003|465 Barnum Ter Ext|76080.0|2002-08-29T00:00:00|[{'type': 'Point', 'coordinates': [-73.146921, 41.199823]}]|row-zd3b.eenh-nshv|2001|14||R|||144200.0|0.527601|11375|Stratford
80004|112 Oak Hl Dr|113390.0|2002-08-29T00:00:00|[{'type': 'Point', 'coordinates': [-72.931162, 41.717614]}]|row-nt5x-pejj-ak77|2001|||R|||258000.0|0.439496|11364|Bristol
80005|80 S New Rd|85400.0|2002-08-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.895635, 41.399442]}]|row-zsw2-6nsg.ybhr|2001|||R|||174000.0|0.490805|11278|Hamden
80006|104 Country Club Rd|110210.0|2002-08-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.891528, 41.520597]}]|row-d23b~7aen.u26h|2001|||R|||252000.0|0.437341|10555|Cheshire
80007|538 B Heritage Vlg|42680.0|2002-08-30T00:00:00|[{'type': 'Point', 'coordinates': [-73.226853, 41.482332]}]|row-4guy~8kw4-u9gn|2001|||R|||85000.0|0.502118|10575|Southbury
80008|6 Costanzo Ct|102760.0|2002-08-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.910028, 41.404304]}]|row-gg4v-wb7x~brvp|2001|||R|||196000.0|0.524286|11274|Hamden
80009|3 Harvest Ln|26460.0|2002-09-10T00:00:00|[{'type': 'Point', 'coordinates': [-72.750686, 41.876653]}]|row-gxu5-2ym6.jtur|2001|7||R|||292540.0|0.090449|10450|Bloomfield
80010|6 College St|107300.0|2002-09-10T00:00:00|[{'type': 'Point', 'coordinates': [-72.516258, 41.27524]}]|row-3hn4~74ut-ax6m|2001|||R|||199500.0|0.537845|10392|Clinton
80011|2 Norway St|116970.0|2002-09-10T00:00:00|[{'type': 'Point', 'coordinates': [-73.099749, 41.210825]}]|row-qt9b~fm9t.pdtc|2001|14||R|||131000.0|0.892901|11358|Milford
80012|230 Saugatuck Ave 19|212800.0|2002-08-29T00:00:00|[{'type': 'Point', 'coordinates': [-73.375845, 41.116053]}]|row-jw4k.tuac-uid3|2001|||R|||420000.0|0.506667|10622|Westport
80013|529 Pine Rock Ave|64400.0|2002-08-29T00:00:00|[{'type': 'Point', 'coordinates': [-72.945129, 41.348221]}]|row-qb45-t7fk-xa6r|2001|14||R|||94000.0|0.685106|11263|Hamden
80014|443 Dublin Rd|325080.0|2002-09-05T00:00:00|[{'type': 'Point', 'coordinates': [-73.201683, 41.493927]}]|row-es5r~gc6t-z5c8|2001|||R|||614900.0|0.528671|10594|Southbury
80015|Ford Rd|41090.0|2002-09-03T00:00:00||row-kc6w~bjtr~g96q|2001|||V|||80000.0|0.513625|10226|Burlington
80016|464 West St|47410.0|2002-09-03T00:00:00|[{'type': 'Point', 'coordinates': [-72.950034, 41.679874]}]|row-mxu3.afev.bd5t|2001|||R|||90000.0|0.526778|11387|Bristol
80017|80 Claudia Dr 468|9520.0|2002-09-24T00:00:00|[{'type': 'Point', 'coordinates': [-72.974056, 41.272345]}]|row-wgtc~svv6-urge|2001|||R|||34250.0|0.277956|11130|West Haven
80018|107 Prindle Ave|83650.0|2002-09-24T00:00:00|[{'type': 'Point', 'coordinates': [-73.066357, 41.332325]}]|row-gcki.9fgv~eveu|2001|||R|||180000.0|0.464722|10355|Ansonia
80019|30 Berkshire Dr|105200.0|2002-09-04T00:00:00|[{'type': 'Point', 'coordinates': [-73.461052, 41.414238]}]|row-hndg-q3h8-ywcy|2001|||R|||241900.0|0.43489|11875|Danbury
80020|3 Mariana Farms Dr|314000.0|2002-09-04T00:00:00|[{'type': 'Point', 'coordinates': [-73.525799, 41.397998]}]|row-hag7-b2gp-bzii|2001|||R|||532000.0|0.590226|11872|Danbury
80021|147-149 Homestead Ave|54040.0|2002-09-03T00:00:00|[{'type': 'Point', 'coordinates': [-72.692975, 41.777166]}]|row-psys-rfwn~qqzi|2001|25||C/I/U|||65000.0|0.831385|11276|Hartford
80022|330 Short Bch Rd I8|28000.0|2002-09-03T00:00:00|[{'type': 'Point', 'coordinates': [-72.866238, 41.262152]}]|row-eznw~q4md-8exh|2001|||R|||63000.0|0.444444|10752|East Haven
80023|177 Cross Hl Rd|136500.0|2002-09-09T00:00:00|[{'type': 'Point', 'coordinates': [-73.213326, 41.316217]}]|row-rgzg.hmzp-bd8c|2001|||R|||275000.0|0.496364|10426|Monroe
80024|560 Silver Sands Rd 2003|101500.0|2002-09-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.87854, 41.249]}]|row-d455-b5i3.bar4|2001|||R|||159900.0|0.634772|10769|East Haven
80025|10 Pine St|24380.0|2002-09-09T00:00:00||row-i5kf~qcez~q3uq|2001|||V|||28000.0|0.870714|10343|Ellington
80026|45 Maple St|40530.0|2002-09-03T00:00:00||row-4fsw-8sm5-ynks|2001|||R|||121500.0|0.33358|11782|Norwalk
80027|7 Oakland Ave|94500.0|2002-09-03T00:00:00|[{'type': 'Point', 'coordinates': [-72.788614, 41.743377]}]|row-2fqt.hj8g-3cjx|2001|||R|||197500.0|0.478481|10682|Farmington
80028|12 Shady Brook Ln|1350.0|2002-09-11T00:00:00|[{'type': 'Point', 'coordinates': [-72.495329, 41.848838]}]|row-4bw9.u43d.dvw4|2001|7||R|||204900.0|0.006589|10599|Vernon
80029|489 Wolcott St Ut 9|112000.0|2002-09-11T00:00:00|[{'type': 'Point', 'coordinates': [-72.959428, 41.660139]}]|row-apsp~tpiy-xskx|2001|||R|||112000.0|1.0|11430|Bristol
80030|75 Edgar St|83060.0|2002-09-04T00:00:00|[{'type': 'Point', 'coordinates': [-72.880561, 41.26566]}]|row-acuv~p436-bpr2|2001|||R|||137250.0|0.605173|10755|East Haven
80031|4294 Madison Ave|163800.0|2002-09-04T00:00:00|[{'type': 'Point', 'coordinates': [-73.230853, 41.237615]}]|row-bv32-7ggh-ramy|2001|||R|||265900.0|0.616021|10616|Trumbull
80032|519 Horsepond Rd|89200.0|2002-09-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.602359, 41.315245]}]|row-acfu-ips6-devu|2001|||R|||207000.0|0.430918|10411|Madison
80033|Pole Brg Rd|20650.0|2002-09-16T00:00:00||row-9qum~p2ey-jjus|2001|||V|||30000.0|0.688333|10245|Woodstock
80034|216 Ludlow Rd|140600.0|2002-09-06T00:00:00|[{'type': 'Point', 'coordinates': [-72.488491, 41.778049]}]|row-gg27.4pbi-2s34|2001|||R|||299250.0|0.469841|11146|Manchester
80035|1431-1433 Iranistan Ave|84000.0|2002-09-06T00:00:00|[{'type': 'Point', 'coordinates': [-73.204376, 41.179518]}]|row-arqq~g4yk-d5qh|2001|||R|||117000.0|0.717949|12723|Bridgeport
80036|15 Chase Hl Rd|114800.0|2002-09-06T00:00:00||row-kwyf.ta8r-tvmq|2001|||R|||225100.0|0.509996|10094|Kent
80037|150 Capen St|76580.0|2002-09-06T00:00:00|[{'type': 'Point', 'coordinates': [-72.656197, 41.845214]}]|row-hfe8.2vya-46u8|2001|||R|||157900.0|0.48499|10609|Windsor
80038|501 Riverside Ave|22800.0|2002-09-09T00:00:00||row-vehz~v5zy~rrbv|2001|4||R|||2000.0|11.4|10925|Torrington
80039|15 Hickory Dr|326970.0|2002-09-09T00:00:00|[{'type': 'Point', 'coordinates': [-73.54701, 41.029698]}]|row-8ha5~irrc~upcw|2001|||R|||728000.0|0.449135|12307|Stamford
80040|5 Woods Rd|71960.0|2002-08-16T00:00:00|[{'type': 'Point', 'coordinates': [-73.497042, 41.551613]}]|row-yui2~6wc3-j34r|2001|3||V|||199000.0|0.361608|10109|Sherman
80041|19 St Andrews Dr|274260.0|2002-08-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.881741, 41.799114]}]|row-9wra~ij2b-kwbz|2001|||R|||462000.0|0.593636|10472|Avon
80042|57 Deer Hl Ln|180950.0|2002-09-05T00:00:00|[{'type': 'Point', 'coordinates': [-72.347269, 41.81937]}]|row-e4ws.3a56~z5yj|2001|||R|||280000.0|0.64625|10310|Coventry
80043|60 Woodfields Dr|209330.0|2002-09-05T00:00:00|[{'type': 'Point', 'coordinates': [-72.358613, 41.869122]}]|row-s7iu-5um4-fmy3|2001|||R|||367000.0|0.570381|10343|Tolland
80044|32 Three Rod Rd|78190.0|2002-09-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.670434, 41.814937]}]|row-my72-2zbm-ceib|2001|||R|||142900.0|0.547166|10605|Windsor
80045|54 Green Brier Rd|84100.0|2002-09-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.112162, 41.527398]}]|row-5qn3.af99-9max|2001|||R|||142500.0|0.590175|10889|Norwich
80046|165 Pool Rd|77350.0|2002-09-13T00:00:00||row-2xxt.dxrb-kq9q|2001|||R|||160000.0|0.483438|10406|North Haven
80047|18 Charles St|243740.0|2002-09-13T00:00:00|[{'type': 'Point', 'coordinates': [-73.50072, 41.071447]}]|row-bdgj-a6fu-w5a7|2001|||R|||380000.0|0.641421|10411|Darien
80048|178 Bingham St|43550.0|2002-09-13T00:00:00|[{'type': 'Point', 'coordinates': [-72.761293, 41.657344]}]|row-djpz-jt68.ud68|2001|14||R|||88900.0|0.489876|11171|New Britain
80049|893 First Ave|58170.0|2002-09-13T00:00:00|[{'type': 'Point', 'coordinates': [-72.955324, 41.286778]}]|row-8f9c-mviy-vccd|2001|||R|||119000.0|0.488824|11113|West Haven
80050|17 Norton Ave|0.0|2002-09-12T00:00:00|[{'type': 'Point', 'coordinates': [-72.679186, 41.278509]}]|row-59wp.g658~gkrt|2001|7||R|||160000.0|0.0|10574|Guilford
80051|55 Williams St|99200.0|2002-09-12T00:00:00|[{'type': 'Point', 'coordinates': [-72.086277, 41.537451]}]|row-x5k2~crm7.48yt|2001|||R|||180000.0|0.551111|10899|Norwich
80052|147 Mallard Dr|85050.0|2002-09-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.881181, 41.767008]}]|row-rxbn-vpva.8dhi|2001|||R|||172500.0|0.493043|10533|Avon
80053|457 Main St|85900.0|2002-09-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.650094, 41.608909]}]|row-8c6q-9vwi-xrc4|2001|1||R|||164500.0|0.522188|10456|Cromwell
80054|827 North St|292810.0|2002-09-11T00:00:00|[{'type': 'Point', 'coordinates': [-72.645207, 42.002911]}]|row-jyqg-ka3h.zuws|2001|14||R|||0.0|0.0|10348|Suffield
80055|23 Ells St|131950.0|2002-09-11T00:00:00|[{'type': 'Point', 'coordinates': [-73.437271, 41.126117]}]|row-k4yd.tnhx.9gpi|2001|||R|||318000.0|0.414937|11858|Norwalk
80056|12 Settlement Cir|109900.0|2002-09-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.637219, 41.960757]}]|row-h6tq.hi2r~2enw|2001|7||R|||250000.0|0.4396|10359|Suffield
80057|1115 Dixwell Ave|52640.0|2002-09-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.934537, 41.34364]}]|row-rti4~36zb.puqu|2001|||V|||105149.0|0.500623|11347|Hamden
80058|Windtree|32600.0|2002-09-26T00:00:00||row-iapv~ruc6-exdq|2001|||V|||65000.0|0.501538|10978|Torrington
80059|Oxford Rd|54080.0|2002-09-26T00:00:00||row-6f56-jrbg.8tib|2001|7||V|||265000.0|0.204075|10285|Oxford
80060|25 Second St B6|119000.0|2002-09-13T00:00:00|[{'type': 'Point', 'coordinates': [-73.542546, 41.063389]}]|row-37yg~kcjh-jfns|2001|||R|||282500.0|0.421239|12331|Stamford
80061|Homestead Ave|29890.0|2002-09-13T00:00:00||row-uzs6-nnrd-tmvu|2001|||V|||35000.0|0.854|10283|Derby
80062|32 Trask Rd|61460.0|2002-09-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.281366, 41.883338]}]|row-6med-63mz.q8hz|2001|1||R|||140000.0|0.439|10132|Willington
80063|3 Wallace St|87350.0|2002-09-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.14367, 41.32567]}]|row-nc9d.4fvt-wyb5|2001|||R|||214900.0|0.406468|10539|Waterford
80064|91 Colonial St|86080.0|2002-09-24T00:00:00|[{'type': 'Point', 'coordinates': [-72.737138, 41.729104]}]|row-weva.uwag-tmxf|2001|||R|||205000.0|0.419902|11434|West Hartford
80065|10 Armitage Rd|26440.0|2002-09-24T00:00:00|[{'type': 'Point', 'coordinates': [-72.203464, 41.91789]}]|row-mqnu-djdq~3scn|2001|||V|||69500.0|0.380432|10147|Ashford
80066|130 Val Dr|153570.0|2002-09-20T00:00:00|[{'type': 'Point', 'coordinates': [-73.155239, 41.227605]}]|row-s868-wxsb-cyin|2001|1||R|||210000.0|0.731286|11456|Stratford
80067|24 Sandra Dr|144200.0|2002-09-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.778991, 41.292436]}]|row-inkd.qzy9.c52n|2001|||R|||230000.0|0.626957|10770|Branford
80068|1 Ridgewood Dr|147100.0|2002-09-25T00:00:00|[{'type': 'Point', 'coordinates': [-72.368496, 41.312679]}]|row-4hdh.psg9-7s9j|2001|||R|||288500.0|0.509879|10293|Old Saybrook
80069|1825 Cheshire St|146260.0|2002-09-25T00:00:00|[{'type': 'Point', 'coordinates': [-72.867745, 41.548131]}]|row-bt95.u7m5-fm8i|2001|||R|||312000.0|0.468782|10590|Cheshire
80070|136 Texas Dr|65020.0|2002-09-23T00:00:00|[{'type': 'Point', 'coordinates': [-72.813652, 41.661781]}]|row-b8sg.hz2y~ryr4|2001|||R|||145000.0|0.448414|11195|New Britain
80071|94 Putnam Ave|90230.0|2002-09-23T00:00:00||row-sfkp-t2ct~94c6|2001|||R|||169900.0|0.531077|11357|Hamden
80072|45 Heritage Trl|96670.0|2002-09-19T00:00:00|[{'type': 'Point', 'coordinates': [-72.63685, 41.959358]}]|row-iu3a.y3vf-qgez|2001|7||R|||58995.0|1.638613|10354|Suffield
80073|172 Hanover St|54041.0|2002-09-19T00:00:00||row-nxsd-26bj-47th|2001|||R|||116500.0|0.463871|12824|Bridgeport
80074|55 Washington Ave|216900.0|2002-01-07T00:00:00|[{'type': 'Point', 'coordinates': [-73.357044, 41.146103]}]|row-mrsy-3f3n-f674|2001|||R|||397000.0|0.546348|10137|Westport
80075|147 Barnshed Ln|138180.0|2002-01-07T00:00:00|[{'type': 'Point', 'coordinates': [-72.695913, 41.36492]}]|row-akk9.ssm3.wanu|2001|||R|||265000.0|0.521434|10141|Guilford
80076|24 Cook Rd|86810.0|2002-09-23T00:00:00|[{'type': 'Point', 'coordinates': [-72.354075, 41.902541]}]|row-fae4-4xv8~2thm|2001|||R|||146000.0|0.594589|10363|Tolland
80077|799 Plainfield Pike|105220.0|2002-09-23T00:00:00|[{'type': 'Point', 'coordinates': [-71.840147, 41.691093]}]|row-bqms.zjig-5qbu|2001|7||R|||307000.0|0.342736|10109|Sterling
80078|187 E10 Homestead St|49600.0|2002-09-27T00:00:00|[{'type': 'Point', 'coordinates': [-72.530918, 41.787351]}]|row-8scz.rgia.iv9y|2001|||R|||87000.0|0.570115|11203|Manchester
80079|96 Greer Cir|111020.0|2002-09-27T00:00:00|[{'type': 'Point', 'coordinates': [-73.060616, 41.234964]}]|row-5ifr.x8q5-r6g7|2001|||R|||190000.0|0.584316|11437|Milford
80080|18 Cortland Dr|70280.0|2002-09-25T00:00:00|[{'type': 'Point', 'coordinates': [-73.38266, 41.402265]}]|row-pnve.2w7k~mfh8|2001|||V|||180000.0|0.390444|10507|Bethel
80081|132 Talmadge Rd|12650.0|2002-09-25T00:00:00|[{'type': 'Point', 'coordinates': [-72.878982, 41.498293]}]|row-smjc.cbej~zzrp|2001|3||R|||116000.0|0.109052|10591|Cheshire
