|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
350000|9-11 Harrison St|93450.0|2006-01-11T00:00:00||row-9w8w.mz9h~fid7|2005|7||R|||339000.0|0.275664|50128|Montville
350001|112 Five Mile Rvr Rd|54600.0|2006-01-17T00:00:00||row-udg6~7euy-ujev|2005|||V|||139000.0|0.392806|50087|Putnam
350002|42 Knollcrest Rd|100000.0|2006-01-17T00:00:00||row-78en.i78f-zpid|2005|||R|||196000.0|0.510204|50326|Norwich
350003|40 Hudson St|38938.0|2006-01-17T00:00:00|[{'type': 'Point', 'coordinates': [-73.19976, 41.19763]}]|row-idga-shig.9d9m|2005|||R|||85000.0|0.458094|51050|Bridgeport
350004|235 Henry Ave 12G|38640.0|2006-02-09T00:00:00|[{'type': 'Point', 'coordinates': [-73.153026, 41.20075]}]|row-2x7n-2dgd-psn3|2005|||R|||70000.0|0.552|50403|Stratford
350005|114 Bridle Path Ln|923800.0|2006-02-09T00:00:00|[{'type': 'Point', 'coordinates': [-73.51433, 41.145066]}]|row-s2vw-2fcj~9ekx|2005|||R|||1549000.0|0.596385|50132|New Canaan
350006|Pearl Lk Rd|15050.0|2006-02-09T00:00:00||row-znyx-5avj.bkqy|2005|25||V|||7500.0|2.006667|51066|Waterbury
350007|786 Gungywamp Rd|113260.0|2006-01-23T00:00:00|[{'type': 'Point', 'coordinates': [-72.051391, 41.38052]}]|row-syph.8d4f-u45u|2005|||R|||300000.0|0.377533|50220|Groton
350008|79 Sherwood Rd|203910.0|2006-01-23T00:00:00|[{'type': 'Point', 'coordinates': [-73.5412, 41.082153]}]|row-srsz-wb86-vtiu|2005|||R|||655000.0|0.311313|50741|Stamford
350009|451 New Rd|219190.0|2006-01-23T00:00:00||row-bcqe-4v4i-na5t|2005|||R|||388000.0|0.564923|50156|Avon
350010|76 Daniel Brown Dr|98630.0|2006-01-23T00:00:00||row-w625~2uzv-thve|2005|||R|||239900.0|0.41113|50224|Groton
350011|80 Colony Brk Park|26810.0|2006-01-23T00:00:00|[{'type': 'Point', 'coordinates': [-72.789818, 41.551766]}]|row-dk48-t8cf~eg7j|2005|||R|||45000.0|0.595778|50496|Meriden
350012|13 Girard St|232610.0|2006-01-23T00:00:00|[{'type': 'Point', 'coordinates': [-73.427949, 41.118963]}]|row-kqn8~xw7r-ugtk|2005|||R|||487000.0|0.477639|50597|Norwalk
