|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
160000|5 Shaughnessy Dr|130130.0|2003-05-13T00:00:00||row-yer6~p8vz.726d|2002|||R|||227000.0|0.57326|20577|East Hartford
160001|262 Lydale Pl|114730.0|2003-05-19T00:00:00||row-bhj8-y38c.e69c|2002|||R|||217500.0|0.527494|20794|Meriden
160002|26 Glenrock Rd B26|79940.0|2003-05-19T00:00:00||row-cq5j~ww28-n4fx|2002|||R|||192000.0|0.416354|21062|Norwalk
160003|37 E Albert St|313900.0|2003-05-19T00:00:00|[{'type': 'Point', 'coordinates': [-73.119515, 41.795774]}]|row-6k4w.j4aj-i2b8|2002|||A|||485000.0|0.647216|20618|Torrington
160004|Sound Breeze|223400.0|2003-05-15T00:00:00||row-ifa6-bicd-fgnc|2002|||R|||405000.0|0.551605|20433|Groton
160005|11 Sandpiper Ln|133930.0|2003-05-15T00:00:00||row-m2ki~fcp4~f5hi|2002|||R|||251000.0|0.533586|20303|Montville
160006|1 Colonial Park Rd|27920.0|2003-05-15T00:00:00|[{'type': 'Point', 'coordinates': [-72.632906, 41.737014]}]|row-2e9b~nax7-kx2k|2002|||R|||50000.0|0.5584|20587|East Hartford
160007|116 Crest Ave|89490.0|2003-05-21T00:00:00|[{'type': 'Point', 'coordinates': [-72.859379, 41.32548]}]|row-fbwq~mekg~imab|2002|||R|||167500.0|0.534269|20434|East Haven
160008|79 Plymouth Ln|111800.0|2003-05-21T00:00:00|[{'type': 'Point', 'coordinates': [-72.498994, 41.782217]}]|row-xwhx-pv7b.4xbw|2002|1||R|||180000.0|0.621111|20720|Manchester
160009|7 Deer Ln|149030.0|2003-05-21T00:00:00|[{'type': 'Point', 'coordinates': [-71.982019, 41.424264]}]|row-efk4-uxgr~kix8|2002|||R|||285000.0|0.522912|20210|Ledyard
160010|61 Ridge Rd|86300.0|2003-05-20T00:00:00|[{'type': 'Point', 'coordinates': [-73.142532, 41.818622]}]|row-2uwv-sfkh.fxqf|2002|||R|||157000.0|0.549682|20620|Torrington
160011|134 Warner St|70000.0|2003-05-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.940002, 41.339861]}]|row-2x86-avjq-t9v9|2002|||R|||130000.0|0.538462|20725|Hamden
160012|96 Neenan St|111100.0|2003-05-30T00:00:00|[{'type': 'Point', 'coordinates': [-73.000293, 41.269914]}]|row-ifxu-zjka.parq|2002|||R|||259000.0|0.428958|20172|Orange
160013|78 Wood Chase Ln|25620.0|2003-05-15T00:00:00|[{'type': 'Point', 'coordinates': [-72.808267, 41.337914]}]|row-28ye~45pz.7qvr|2002|||V|||91000.0|0.281538|20158|North Branford
160014|283 Indian River Rd|677300.0|2003-05-15T00:00:00||row-ehe4~s5fp.as8j|2002|8||C/I/U|||550000.0|1.231455|20163|Orange
160015|42 Smith Farm Rd|72560.0|2003-05-19T00:00:00||row-d2ss-552m-2vuu|2002|||V|||110000.0|0.659636|20132|Hebron
160016|65 Warren Glen|62020.0|2003-05-19T00:00:00|[{'type': 'Point', 'coordinates': [-73.001534, 41.743718]}]|row-mpfj.2zty.jdyi|2002|6||V|||125000.0|0.49616|20153|Burlington
160017|463 Cove Rd 8|76860.0|2003-05-23T00:00:00||row-ssui.3yvm-grsp|2002|||R|||239000.0|0.32159|21500|Stamford
160018|147 N Plains Ind Rd|71100.0|2003-05-23T00:00:00||row-kj49-79yw-ukii|2002|||V|||130000.0|0.546923|20566|Wallingford
160019|27 Beech Rd|93150.0|2003-05-21T00:00:00||row-g6se-cw2y.gsz6|2002|||R|||244900.0|0.380359|20205|Tolland
160020|51 Old Springfield Rd|2113800.0|2003-05-21T00:00:00||row-cfkn.65cu.g2im|2002|8||C/I/U|||20000.0|105.69|20218|Stafford
160021|146 Alden Ave|143360.0|2003-05-21T00:00:00||row-w2a2.4ryf-7hed|2002|||R|||267500.0|0.535925|21243|New Haven
160022|Woodbury Rd|121870.0|2003-05-20T00:00:00||row-26en-9vfe.nhwc|2002|||R|||299900.0|0.406369|20233|Watertown
160023|23 Worthington Dr|40000.0|2003-05-20T00:00:00||row-4c7s-z59m-gf8d|2002|7||R|||502960.0|0.079529|20300|Bloomfield
160024|11 Depot Hl Rd|132880.0|2003-05-27T00:00:00||row-yp2r.ibk4.fbvz|2002|1||R|||150000.0|0.885867|20219|East Hampton
160025|115 E Main St|104600.0|2003-05-27T00:00:00|[{'type': 'Point', 'coordinates': [-72.802141, 41.450373]}]|row-ea9x.hh7y.waka|2002|||R|||196000.0|0.533673|20573|Wallingford
160026|48 Hedge Ave|48100.0|2003-05-27T00:00:00||row-gqy8.nb26-gth8|2002|||R|||117500.0|0.409362|20537|Norwich
160027|26 Woodworth St|53410.0|2003-05-28T00:00:00||row-8wdy-ie4b~bwvi|2002|||R|||105000.0|0.508667|20190|Suffield
160028|10 Ermine St|247660.0|2003-05-28T00:00:00||row-fxxy-xrmh-sg77|2002|7||R|||870500.0|0.284503|20745|Fairfield
