|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
790000|Meriden Waterbury Tpke Rear|18760.0|2018-07-27T00:00:00||row-tisp-v4mv.v5ev|2017|06 - Portion Of Property||Vacant Land|Portion of property||274950.0|0.068231|170684|Southington
790001|63 Perry St #108|87800.0|2018-07-27T00:00:00|[{'type': 'Point', 'coordinates': [-71.89717, 41.912458]}]|row-6wiw-9nqt-wjqa|2017|||Residential||Condo|149000.0|0.589262|170199|Putnam
790002|2 Silver Oak Cir|418990.0|2018-07-27T00:00:00||row-zigq~ge5z~cjgr|2017|||Residential||Single Family|675000.0|0.6207|170703|Southington
790003|71 Fragola Dr|341130.0|2018-07-25T00:00:00||row-9sap-eixc-gk3k|2017|||Residential||Single Family|565000.0|0.6037|170669|Southington
790004|198 Prince St|121650.0|2018-07-25T00:00:00||row-3ys4~jp96.f7dx|2017|||Residential||Three Family|250000.0|0.4866|171761|Bridgeport
790005|115 Mtn View Dr|167090.0|2018-07-25T00:00:00||row-gq75-3qby~rxuf|2017|||Residential||Single Family|270000.0|0.6188|1700494|New Milford
790006|350 Grovers Ave Unit 1P|97550.0|2018-07-31T00:00:00|[{'type': 'Point', 'coordinates': [-73.224804, 41.151598]}]|row-6va8-2xu8.9gw5|2017|04 - Correcting Deed||Residential||Condo|165000.0|0.5912|171800|Bridgeport
790007|40 Grant Rd|272550.0|2018-07-31T00:00:00||row-gc55~36yb.9xa2|2017|||Residential||Single Family|400000.0|0.6813|170576|Enfield
790008|167 Foxon Rd #39B|67900.0|2018-07-31T00:00:00|[{'type': 'Point', 'coordinates': [-72.827976, 41.324736]}]|row-6n5p~23vd~6m3d|2017|||Residential||Condo|77500.0|0.8761|170835|New Haven
790009|131 Tobey Ave|106260.0|2018-07-27T00:00:00|[{'type': 'Point', 'coordinates': [-72.660426, 41.833422]}]|row-t6tx.rfa9-fdha|2017|10 - A Will||Residential||Single Family|100000.0|1.0626|170619|Windsor
790010|3 William La|284200.0|2018-07-27T00:00:00||row-64ip.njkn-2ryj|2017|||Residential||Single Family|423000.0|0.6718|170237|Seymour
790011|83 Beacon Hill Terrace|465300.0|2018-07-27T00:00:00|[{'type': 'Point', 'coordinates': [-73.142474, 41.305361]}]|row-ric8.md6m.8qji|2017|||Residential||Single Family|550000.0|0.846|173149|Shelton
790012|221 Mattabasset|68040.0|2018-07-31T00:00:00|[{'type': 'Point', 'coordinates': [-72.760402, 41.544494]}]|row-pbqz-a6da-9jbv|2017|||Residential||Condo|143000.0|0.4758|170830|Meriden
790013|18 Davis Farm Rd|210300.0|2018-07-31T00:00:00||row-ucgb~3p2t.6ncr|2017|||Residential||Single Family|334800.0|0.6281|170232|Clinton
790014|125 Geer Rd|110620.0|2018-07-31T00:00:00|[{'type': 'Point', 'coordinates': [-72.245947, 41.583336]}]|row-2vqs-5bui-kc79|2017|25 - Other||Residential|Estate|Single Family|101289.0|1.0921|17109|Lebanon
790015|56 Dairy Hill Rd|179200.0|2018-07-31T00:00:00|[{'type': 'Point', 'coordinates': [-72.590632, 41.311471]}]|row-q5bh-bt2t-63x8|2017|07 - Change In Property||Residential|Improved after 10-1-2017|Single Family|885334.0|0.2024|170384|Madison
790016|Lynn Road (84/84/1-34)|34400.0|2018-07-31T00:00:00||row-yk6j-p5by~9m5c|2017|||Vacant Land|||50000.0|0.688|170156|Essex
790017|40 Grant Rd|272550.0|2018-07-31T00:00:00||row-gc55~36yb.9xa2|2017|||Residential||Single Family|400000.0|0.6813|170576|Enfield
790018|54 North Mead Farm Rd|308210.0|2018-07-31T00:00:00|[{'type': 'Point', 'coordinates': [-73.091001, 41.381595]}]|row-fqfj.b2js-ywxd|2017|||Residential||Single Family|375000.0|0.8218|170238|Seymour
790019|706 Fountain St|118020.0|2018-07-31T00:00:00|[{'type': 'Point', 'coordinates': [-72.983672, 41.330067]}]|row-mj9r-j527~hhhz|2017|14 - Foreclosure||Residential|Below market sale|Single Family|123700.0|0.954082|170826|New Haven
790020|508 Summit St Ext|110010.0|2018-08-03T00:00:00||row-f7t5-9ydx-sgmv|2017|||Residential||Single Family|180000.0|0.6111|170269|Windham
790021|20 Great Oak Lane|157480.0|2018-08-03T00:00:00||row-tbm6-sq2c-v79x|2017|||Residential||Single Family|270000.0|0.5832|17627|Newington
790022|55 Delwood Rd|165060.0|2018-08-03T00:00:00|[{'type': 'Point', 'coordinates': [-73.153836, 41.220142]}]|row-7cu2-d5h5-by65|2017|14 - Foreclosure||Residential|Sale from forclosure|Single Family|210000.0|0.786|170938|Stratford
790023|89 Benham St|87250.0|2018-08-02T00:00:00|[{'type': 'Point', 'coordinates': [-73.120575, 41.81529]}]|row-3tje-eajw-uncz|2017|||Residential||Two Family|115000.0|0.7586|170639|Torrington
790024|19 Chamberlain Rd|156700.0|2018-08-02T00:00:00|[{'type': 'Point', 'coordinates': [-72.661142, 41.702471]}]|row-ufbm.ckeq-ine8|2017|||Residential||Single Family|208200.0|0.7526|170400|Wethersfield
790025|76 Governors Ave|248960.0|2018-08-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.052731, 41.228171]}]|row-gk35-fpp2.s2wk|2017|||Residential||Single Family|315000.0|0.7903|171548|Milford
790026|110 Delaware Road|219800.0|2018-08-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.26631, 41.222453]}]|row-qwrz~ebpp.yjid|2017|||Residential||Single Family|320000.0|0.6868|170142|Easton
790027|586 West Thames St Unit#306 &|100800.0|2018-08-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.094079, 41.502153]}]|row-vudc~csh7-nxcs|2017|||Residential|586 west thames st-condo-91,700 & w4-garage-9,100|Condo|140000.0|0.72|170619|Norwich
790028|543 Franklin Av|369180.0|2018-08-06T00:00:00|[{'type': 'Point', 'coordinates': [-72.674714, 41.733726]}]|row-hmru.r5z7-wugs|2017|||Commercial|Comm/apart||650000.0|0.5679|17763|Hartford
790029|28 Armstrong Rd D31|103700.0|2018-08-06T00:00:00|[{'type': 'Point', 'coordinates': [-72.289934, 41.764726]}]|row-2hm4.iwfk.vbbf|2017|07 - Change In Property||Residential||Condo|168500.0|0.6154|170254|Coventry
790030|25 Grove La|1930390.0|2018-08-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.633157, 41.030035]}]|row-9cuk-4na5-cgbx|2017|||Residential||Single Family|4200000.0|0.4596|170837|Greenwich
790031|338 Unity Rd|241220.0|2018-08-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.174156, 41.237084]}]|row-dnji.a9fh~st8t|2017|08 - Part Interest||Residential||Single Family|30000.0|8.0406|170522|Trumbull
790032|22 Dale Street|129500.0|2018-08-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.657293, 41.933652]}]|row-5bjb-wpmm~vxir|2017|||Residential||Single Family|218000.0|0.594|170223|Windsor Locks
790033|38 Hope St  #121|249690.0|2018-08-15T00:00:00||row-u8uz~fmr7~t8ch|2017|||Residential||Condo|465000.0|0.536968|170348|East Lyme
790034|9 Eugene Dr|294910.0|2018-08-15T00:00:00|[{'type': 'Point', 'coordinates': [-73.390508, 41.1183]}]|row-pxi9~ksb9~j4uy|2017|||Residential|5-3b-110-0|Single Family|521500.0|0.5655|171643|Norwalk
790035|144 Judd Square Condo|54800.0|2018-08-15T00:00:00||row-3xn7~w67u.ypp4|2017|||Residential||Condo|72000.0|0.7611|170643|Wallingford
790036|315 Gilead St|125540.0|2018-08-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.385917, 41.672592]}]|row-yg7s~44gt-wwjw|2017|14 - Foreclosure||Residential|Bank owned property|Single Family|117777.0|1.065913|170158|Hebron
790037|19 Ramsdell St|113960.0|2018-08-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.082239, 41.359343]}]|row-htbf.cq6t.aays|2017|07 - Change In Property|Per mls needs total renovation|Residential||Three Family|70000.0|1.628|170494|Groton
790038|393 Laurel Ave Unit 314|28220.0|2018-08-06T00:00:00|[{'type': 'Point', 'coordinates': [-73.206464, 41.175283]}]|row-upmq~yaea-kq3g|2017|||Residential||Condo|68000.0|0.415|171838|Bridgeport
790039|25 Van Zant St Unit 8A|45860.0|2018-08-06T00:00:00|[{'type': 'Point', 'coordinates': [-73.408145, 41.101214]}]|row-rrbp.fh6i.ghkk|2017|25 - Other||Commercial|3-35-1-8a - sales price incls. units 15/4 & 15/5 also.||345000.0|0.1329|171399|Norwalk
790040|6 Bridle Path La|238980.0|2018-08-02T00:00:00|[{'type': 'Point', 'coordinates': [-73.053955, 41.406405]}]|row-r2if-mcrs.bre6|2017|||Residential||Single Family|345000.0|0.6926|170246|Seymour
790041|22 Mill Landing|109530.0|2018-08-02T00:00:00|[{'type': 'Point', 'coordinates': [-72.369178, 41.657152]}]|row-kxa9.6ws3-aq63|2017|||Residential||Condo|160000.0|0.6845|170159|Hebron
790042|19 Old Shore Rd|77150.0|2018-08-02T00:00:00|[{'type': 'Point', 'coordinates': [-72.306627, 41.284514]}]|row-j457-3z62-4v4e|2017|28 - Use Assessment||Vacant Land|||712000.0|0.1083|170181|Old Lyme
790043|165 Ponus Ave|476440.0|2018-08-07T00:00:00|[{'type': 'Point', 'coordinates': [-73.452677, 41.126875]}]|row-sbzw-7jbu.c7zu|2017|03 - Inter Corporation||Residential|5-55-142-0|Single Family|460000.0|1.0357|171403|Norwalk
790044|23 Old Mill Road|583600.0|2018-08-07T00:00:00|[{'type': 'Point', 'coordinates': [-73.34523, 41.114219]}]|row-fyxk-itgf.nxpk|2017|||Residential||Single Family|865000.0|0.6746|170471|Westport
790045|19 Cindy Ln|171150.0|2018-08-13T00:00:00|[{'type': 'Point', 'coordinates': [-72.861583, 41.337987]}]|row-qyyv-swkd~fx84|2017|||Residential||Single Family|299900.0|0.5706|17307|North Haven
790046|802 Lake Ave|1464330.0|2018-08-13T00:00:00|[{'type': 'Point', 'coordinates': [-73.647967, 41.091985]}]|row-w477-6wt9.5baw|2017|18 - In Lieu Of Foreclosure||Residential||Single Family|1200000.0|1.2202|170887|Greenwich
790047|496 Brookside Rd|136970.0|2018-08-09T00:00:00||row-fjsg~ydth-bccv|2017|17 - Two Towns||Residential|5-60-11-0 - town line prop & short sale|Single Family|1730000.0|0.0791|171415|Norwalk
790048|85 Meadowview Dr|96840.0|2018-08-09T00:00:00|[{'type': 'Point', 'coordinates': [-73.097902, 41.818159]}]|row-2thn~nyc4-ctyg|2017|25 - Other|Total remodel per mls - see previous sale #170223|Residential||Single Family|168000.0|0.576429|170654|Torrington
790049|188-C Oak Grove Street|128000.0|2018-08-08T00:00:00|[{'type': 'Point', 'coordinates': [-72.500171, 41.767671]}]|row-aqjk.z9jh-gmm3|2017|10 - A Will||Residential|Trust|Condo|135000.0|0.9481|170801|Manchester
790050|3 Old Mill Road|872700.0|2018-08-08T00:00:00||row-iq8a-e8u8-crby|2017|||Residential||Single Family|1797500.0|0.4855|170474|Westport
790051|101 Lydall Rd.|99420.0|2018-08-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.586157, 41.754157]}]|row-7wd6-sfhv-2ynt|2017|||Residential||Single Family|188500.0|0.5274|17721|East Hartford
