|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
800000|37 Washington Dr|134120.0|2018-05-29T00:00:00||row-cngi~bfgb~esju|2017|||Residential||Single Family|219068.0|0.6122|170181|Ledyard
800001|361 Eagle Ct|246400.0|2018-05-29T00:00:00|[{'type': 'Point', 'coordinates': [-73.104501, 41.459122]}]|row-bsa2~p5n2-bcd6|2017|||Residential||Condo|370000.0|0.6659|170136|Oxford
800002|56 Surrey Ln|671720.0|2018-05-29T00:00:00|[{'type': 'Point', 'coordinates': [-73.26361, 41.277341]}]|row-vw4t-vz7s~yxp9|2017|||Residential||Single Family|950000.0|0.707|170289|Trumbull
800003|55 Revere Lane|520590.0|2018-05-14T00:00:00|[{'type': 'Point', 'coordinates': [-73.275704, 41.198741]}]|row-mxfd-u3mk-mjqz|2017|||Residential||Condo|635000.0|0.8198|170578|Fairfield
800004|3 South Rd|178990.0|2018-05-14T00:00:00||row-cvty.5xjk~iysg|2017|||Residential||Single Family|185000.0|0.9675|170232|East Lyme
800005|48 Forest Lane|129770.0|2018-05-14T00:00:00|[{'type': 'Point', 'coordinates': [-72.87654, 41.81598]}]|row-36av.x8nk.dejr|2017|||Residential||Single Family|233000.0|0.5569|170116|Canton
800006|98 Limewood Ave|320900.0|2018-03-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.793646, 41.260806]}]|row-kjy4-6tyi~awzi|2017|||Residential|Waterview|Single Family|456500.0|0.7029|170262|Branford
800007|2 Wampanoag Drive|220780.0|2018-03-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.750191, 41.800672]}]|row-7uwe-4q24~b8ws|2017|||Residential||Single Family|295000.0|0.7484|170378|West Hartford
800008|171 Eastern Pkwy|165660.0|2018-02-28T00:00:00|[{'type': 'Point', 'coordinates': [-73.108262, 41.193646]}]|row-4ecb.vvgp~ptxx|2017|25 - Other|Short sale per mls|Residential||Single Family|219500.0|0.754715|170815|Milford
800009|113 Chestnut Hill|120890.0|2018-02-28T00:00:00|[{'type': 'Point', 'coordinates': [-73.563462, 41.130542]}]|row-t72c~fkt4-jrvb|2017|||Residential||Single Family|178000.0|0.6791|170083|Stafford
800010|3 Rathbun Rd #1|44100.0|2018-02-26T00:00:00||row-szzn-9fn6.9sp2|2017|14 - Foreclosure||Residential|Sale of foreclosed property|Condo|60000.0|0.735|170152|East Lyme
800011|9 Brooklawn Place|169770.0|2018-02-26T00:00:00|[{'type': 'Point', 'coordinates': [-73.214584, 41.181654]}]|row-cqdp-e7cz.jmsj|2017|||Residential||Single Family|170000.0|0.9986|170939|Bridgeport
800012|443 Hoyt Street|338940.0|2018-02-26T00:00:00|[{'type': 'Point', 'coordinates': [-73.503604, 41.105199]}]|row-tuci-6p2x-zn3w|2017|||Residential||Single Family|525000.0|0.6456|17101|Darien
800013|1717 Jennings Road|392420.0|2018-02-20T00:00:00||row-spz4.adaf-ybu7|2017|07 - Change In Property||Residential||Single Family|645000.0|0.608403|170344|Fairfield
800014|29 Rue Nicole|53270.0|2018-02-20T00:00:00|[{'type': 'Point', 'coordinates': [-73.011861, 41.894846]}]|row-59ba~8agw.irqt|2017|||Vacant Land|2.48 ac bldg lot||69000.0|0.772|17026|Barkhamsted
800015|685 Success Ave #16|56210.0|2018-03-15T00:00:00|[{'type': 'Point', 'coordinates': [-73.15617, 41.201206]}]|row-z2i8~mnfm.ukyr|2017|||Residential||Condo|90450.0|0.6214|170434|Stratford
800016|1 Peak Ave|117920.0|2018-03-15T00:00:00|[{'type': 'Point', 'coordinates': [-73.087437, 41.195357]}]|row-5q6w-vtx4~w7z4|2017|18 - In Lieu Of Foreclosure||Residential||Single Family|128000.0|0.9212|170844|Milford
800017|204 Orchard Road|151900.0|2018-02-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.657474, 41.672357]}]|row-qb5a.pxve.smuv|2017|14 - Foreclosure||Residential|Sale of foreclosed property|Single Family|157500.0|0.964444|170123|Rocky Hill
800018|33 East Raymond St|55020.0|2018-02-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.686714, 41.784848]}]|row-jmdu-7ysh.sqqz|2017|||Residential||Three Family|155000.0|0.354968|17334|Hartford
800019|170 School Street|123300.0|2018-02-23T00:00:00|[{'type': 'Point', 'coordinates': [-72.512311, 41.767147]}]|row-pkw2~55mm.i5b2|2017|14 - Foreclosure|Bank sale per town site|Residential||Two Family|127000.0|0.970866|170320|Manchester
800020|100 Tulip Dr|145740.0|2018-02-23T00:00:00|[{'type': 'Point', 'coordinates': [-72.780392, 41.506738]}]|row-bfyk~xu9h.qxn3|2017|||Residential||Single Family|220500.0|0.6609|170385|Meriden
800021|32 Western Sands|9900.0|2018-03-02T00:00:00|[{'type': 'Point', 'coordinates': [-72.829656, 41.472962]}]|row-nztv.3na5.n829|2017|||Residential|Mobile home|Single Family|25000.0|0.396|170293|Wallingford
800022|232 Park St #16|210490.0|2018-03-02T00:00:00|[{'type': 'Point', 'coordinates': [-73.494422, 41.141675]}]|row-ee74.wjeb.au7j|2017|||Residential||Condo|312500.0|0.6735|170129|New Canaan
800023|111 High St|112900.0|2018-02-15T00:00:00||row-ug8b~5593-tba2|2017|||Residential||Single Family|119750.0|0.9427|170101|Clinton
800024|43 Prospect Dr|163460.0|2018-02-15T00:00:00||row-q9h2.iac7-v544|2017|||Residential||Single Family|297000.0|0.5503|170745|Milford
800025|265 Westport Road|377140.0|2018-02-15T00:00:00|[{'type': 'Point', 'coordinates': [-73.30337, 41.253798]}]|row-vmta~94t2-s2k2|2017|25 - Other|Per mls needs rehab-appraisal with after repair value of $590,000 - also see #170137|Residential||Single Family|240000.0|1.571417|170059|Easton
800026|1408 North Rd|48230.0|2018-02-22T00:00:00|[{'type': 'Point', 'coordinates': [-72.027321, 41.391661]}]|row-sxx3-s5y8.b2dw|2017|25 - Other||Residential|Sold after death by executors deed|Single Family|32000.0|1.5071|170210|Groton
800027|145 & 0 Laurelwood Rd|137340.0|2018-02-22T00:00:00|[{'type': 'Point', 'coordinates': [-72.048474, 41.350216]}]|row-kxq9-kpny-i2ek|2017||Valid per assessor - 2 parcels added together|Residential|2 parcels - assmt=145 laurelwood $137,200 & 0 laurelwood $140|Single Family|227000.0|0.605022|170207|Groton
800028|3 Valley View Rd Garage G/11|7980.0|2018-03-12T00:00:00|[{'type': 'Point', 'coordinates': [-73.423803, 41.147785]}]|row-2mrz-g9ne.x2ng|2017|25 - Other||Residential|5-22b-5-g/11 - sales price incls. unit 40|Condo|290000.0|0.0275|170722|Norwalk
800029|62 Rowayton Woods Dr Unit 5/86|156940.0|2018-03-12T00:00:00|[{'type': 'Point', 'coordinates': [-73.435292, 41.081811]}]|row-4fq2-b9y2.9dfv|2017|||Residential|5-80-200-5/86|Condo|247000.0|0.6353|170715|Norwalk
800030|466 Middletown Ave Unit 7|43960.0|2018-02-21T00:00:00|[{'type': 'Point', 'coordinates': [-72.875751, 41.329996]}]|row-jys8-n9qd.akj3|2017|||Residential||Condo|57000.0|0.7712|170320|New Haven
800031|622 Route 163 & Route 163|125760.0|2018-02-21T00:00:00||row-ev27~bhss~65kc|2017|25 - Other||Residential|2 parcels|Single Family|163600.0|0.7687|17098|Montville
800032|10 Landmark Drive|555700.0|2018-02-28T00:00:00|[{'type': 'Point', 'coordinates': [-73.370468, 41.493928]}]|row-xbep-6wjd~4ikf|2017|14 - Foreclosure||Residential|Foreclosure|Single Family|550000.0|1.0103|170012|Bridgewater
800033|203 Newbury St|55610.0|2018-02-28T00:00:00|[{'type': 'Point', 'coordinates': [-72.690101, 41.735899]}]|row-tnvs.9sbg-qdx9|2017|14 - Foreclosure||Residential|Foreclosure related sale|Single Family|90000.0|0.617889|17365|Hartford
800034|5 Howland St|105100.0|2018-04-24T00:00:00|[{'type': 'Point', 'coordinates': [-73.073803, 41.597296]}]|row-5t4a.nfi7~bxna|2017|18 - In Lieu Of Foreclosure||Residential||Single Family|109200.0|0.9624|17190|Watertown
800035|584 Main Street|155610.0|2018-04-24T00:00:00|[{'type': 'Point', 'coordinates': [-72.981795, 41.882263]}]|row-bu2p.qwfn~ww7p|2017|||Residential||Single Family|215000.0|0.723767|17068|New Hartford
800036|58 Fort Hill Ave|117040.0|2018-02-27T00:00:00|[{'type': 'Point', 'coordinates': [-73.105618, 41.322226]}]|row-7i55.zksy-sf3t|2017|||Residential||Single Family|248000.0|0.4719|172823|Shelton
800037|249 Grove St + Grove St|212380.0|2018-02-27T00:00:00||row-utbu-fkfs~nagj|2017|25 - Other||Residential|2 parcels sold together|Single Family|154000.0|1.379|1700230|New Milford
800038|646 Garden St|50085.0|2018-03-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.682018, 41.788318]}]|row-z5hw~m4db-sm9a|2017|||Residential||Three Family|140000.0|0.3577|17373|Hartford
800039|19 Weybosset Street|91350.0|2018-03-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.92364, 41.364534]}]|row-z3vs.rm6k.api5|2017|07 - Change In Property|Renovations per mls - see previous #170117|Residential||Single Family|158000.0|0.578165|170337|Hamden
800040|55 Woodstock Meadows|93700.0|2018-03-06T00:00:00|[{'type': 'Point', 'coordinates': [-71.963673, 41.957005]}]|row-mzue-55sd-fg7m|2017|||Residential||Condo|140000.0|0.6692|170072|Woodstock
800041|12 Curtis Ave|163500.0|2018-03-06T00:00:00|[{'type': 'Point', 'coordinates': [-73.527201, 41.460154]}]|row-4358-zrig.t4dm|2017|25 - Other||Residential|Estate sale|Single Family|175000.0|0.9342|170087|New Fairfield
800042|191 Cypress Rd|101930.0|2018-02-26T00:00:00|[{'type': 'Point', 'coordinates': [-72.703482, 41.679553]}]|row-efud-5xdr-vu27|2017|||Residential||Condo|162500.0|0.627262|17414|Newington
800043|176 North Main Street|53550.0|2018-02-26T00:00:00|[{'type': 'Point', 'coordinates': [-73.050485, 41.495562]}]|row-iazv-7ui9.zgpn|2017|15 - Government Agency||Commercial|Borough  of naugatuck sale of commercial building||10000.0|5.355|170183|Naugatuck
800044|7 Cornwall Dr|297990.0|2018-03-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.441944, 41.124946]}]|row-by7n-4gvg~z2hv|2017|||Residential|5-56-604-0|Single Family|415000.0|0.718|170684|Norwalk
800045|125 Sylvan Avenue|91700.0|2018-03-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.943999, 41.304178]}]|row-ph6i-pke8~bmtc|2017|25 - Other|Estate sale|Residential|Below market|Two Family|125000.0|0.7336|170359|New Haven
800046|349 Pumpkin Hill Rd|117950.0|2018-03-07T00:00:00|[{'type': 'Point', 'coordinates': [-71.979836, 41.401317]}]|row-wsue.vuxq~a79r|2017|14 - Foreclosure||Residential|Sale of foreclosure|Single Family|50000.0|2.359|170109|Ledyard
800047|25 Orchard Rd|241570.0|2018-03-07T00:00:00|[{'type': 'Point', 'coordinates': [-73.015039, 41.37166]}]|row-ivut.uia4-hi7p|2017|||Residential||Single Family|360000.0|0.671028|170041|Woodbridge
800048|127 Black Point Rd #29|62790.0|2018-03-07T00:00:00||row-gtby-3ib9-u32y|2017|||Residential||Condo|109000.0|0.576|170164|East Lyme
800049|8 Foote Cir|205500.0|2018-03-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.806657, 41.502423]}]|row-yt57-p83b.mua2|2017|30 - Auction||Residential||Condo|210064.5|0.9782|170291|Wallingford
800050|210 Sylvan St|121170.0|2018-03-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.184075, 41.219747]}]|row-34nm~vy57.h3ye|2017|11 - Court Order||Residential||Single Family|86000.0|1.4089|170954|Bridgeport
800051|160 Harbor Road|1449140.0|2018-03-16T00:00:00||row-dz7x-g7ip-iujz|2017|||Residential||Single Family|1600000.0|0.9057|170390|Fairfield
800052|61 Yalesville Sq|14100.0|2018-03-16T00:00:00||row-amas-jk35-jyrc|2017|||Residential|Mobile home|Single Family|14000.0|1.0071|170365|Wallingford
800053|307 Birmingham|104090.0|2018-03-16T00:00:00||row-jqve.gpk8-n5c3|2017|14 - Foreclosure||Residential||Condo|140000.0|0.7435|172855|Shelton
800054|18 Joyce St|67020.0|2018-03-12T00:00:00|[{'type': 'Point', 'coordinates': [-73.123561, 41.793535]}]|row-eeyn~52j4.sesk|2017|||Residential||Single Family|95000.0|0.7054|170308|Torrington
800055|15 Catherine Ln|252630.0|2018-03-12T00:00:00|[{'type': 'Point', 'coordinates': [-72.616722, 41.987377]}]|row-5s8g.bunt~ehi3|2017|||Residential||Single Family|378500.0|0.6674|170105|Suffield
800056|8 Carvalho Dr|221900.0|2018-03-12T00:00:00||row-jspq-djwh~cer6|2017|||Residential||Single Family|387500.0|0.5726|17073|Colchester
800057|3 West Sussex Pl|221600.0|2018-03-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.577427, 41.289781]}]|row-mn33.j57y~7zvh|2017|25 - Other||Residential|Estate sale|Condo|265000.0|0.8362|170171|Madison
800058|28 High Gate Drive|405060.0|2018-03-05T00:00:00|[{'type': 'Point', 'coordinates': [-72.863732, 41.796235]}]|row-rs9x-3spe.h8um|2017|||Residential||Single Family|550000.0|0.7364|170112|Avon
800059|146 Taine Mountain Rd|376180.0|2018-03-05T00:00:00|[{'type': 'Point', 'coordinates': [-72.908153, 41.763206]}]|row-3wjj-di8v-yzt9|2017|07 - Change In Property||Residential|New home|Single Family|607000.0|0.6197|17059|Burlington
800060|1079 Wells Pl|173670.0|2018-04-02T00:00:00|[{'type': 'Point', 'coordinates': [-73.13151, 41.185269]}]|row-pdsa~rra9~quai|2017|||Residential||Three Family|350000.0|0.4962|170481|Stratford
800061|73 Pasay Rd|107400.0|2018-04-02T00:00:00||row-qxxv~ct82-h2yb|2017|||Residential||Single Family|164900.0|0.6513|170102|Thompson
800062|Buena Vista Dr|1100.0|2018-04-02T00:00:00||row-arrb-5r7a-87px|2017|||Vacant Land|I/13/7||2700.0|0.4074|170141|Coventry
800063|43 Cortina Rd|218410.0|2018-03-08T00:00:00|[{'type': 'Point', 'coordinates': [-72.83588, 41.337882]}]|row-emvb-htp4.rdu3|2017||Good sale per mls|Residential|Ratio too high|Single Family|270000.0|0.808926|1700221|East Haven
800064|7, 9, 13 Quaker Ridge Rd|857300.0|2018-03-08T00:00:00|[{'type': 'Point', 'coordinates': [-73.518629, 41.616663]}]|row-ukbr-f53c~pm5c|2017|28 - Use Assessment||Residential||Single Family|1160000.0|0.739|170036|Sherman
800065|165 Jefferson Woods|105100.0|2018-04-06T00:00:00||row-xc8b~9j6p~ahmt|2017|||Residential||Condo|160000.0|0.6568|170291|Branford
800066|472 Root Rd|187100.0|2018-04-06T00:00:00|[{'type': 'Point', 'coordinates': [-72.297111, 41.780144]}]|row-2fyt-94r9.942y|2017|||Residential||Single Family|310000.0|0.6035|170146|Coventry
800067|44 Soap St|19390.0|2018-04-06T00:00:00|[{'type': 'Point', 'coordinates': [-71.886588, 41.848791]}]|row-r434-vvuv.j5fs|2017|25 - Other|Purchase by abutter|Vacant Land|||5000.0|3.878|170413|Killingly
800068|86 Quincy Street|550340.0|2018-03-14T00:00:00|[{'type': 'Point', 'coordinates': [-73.246432, 41.137285]}]|row-mvqe.kj7q-db2k|2017|07 - Change In Property||Residential||Single Family|1849000.0|0.2976|170392|Fairfield
800069|103 Litchfield Pond|176470.0|2018-03-14T00:00:00||row-5tjy-9kxw.ixwm|2017|||Residential||Condo|252000.0|0.700278|170061|Litchfield
800070|319 Lydale Pl|124110.0|2018-03-14T00:00:00|[{'type': 'Point', 'coordinates': [-72.787801, 41.523425]}]|row-kwb2-5s29-9w9g|2017|14 - Foreclosure|Foreclosure per town site|Residential||Single Family|160623.0|0.772679|170412|Meriden
800071|102 Wilton Crest|135240.0|2018-03-22T00:00:00|[{'type': 'Point', 'coordinates': [-73.427435, 41.183814]}]|row-e4e8~mhpm-pfp5|2017|||Residential||Condo|152000.0|0.8897|17100|Wilton
800072|17 Stevens St|166560.0|2018-03-22T00:00:00|[{'type': 'Point', 'coordinates': [-73.008566, 41.216562]}]|row-z96d-c5dr~9jvs|2017|25 - Other||Residential|Low sale for neighborhood|Single Family|187000.0|0.8906|170872|Milford
800073|76 Fieldstone Lane|0.0|2018-03-22T00:00:00|[{'type': 'Point', 'coordinates': [-73.039066, 41.425981]}]|row-hi32~buwj~teuz|2017|07 - Change In Property||Residential|New construction|Single Family|540681.0|0.0|170051|Beacon Falls
800074|214 Ledge Dr|78790.0|2018-03-14T00:00:00|[{'type': 'Point', 'coordinates': [-73.099862, 41.877128]}]|row-58z7.8ywp.bs4p|2017|08 - Part Interest||Residential||Condo|18400.0|4.282|170310|Torrington
800075|108 Ward St|126770.0|2018-03-14T00:00:00|[{'type': 'Point', 'coordinates': [-72.687405, 41.756165]}]|row-jiyv-gvqs-ja2r|2017|||Apartments|||220000.0|0.5762|17399|Hartford
800076|116 Lakewood Dr|95400.0|2018-03-21T00:00:00|[{'type': 'Point', 'coordinates': [-72.323261, 41.767155]}]|row-h3uw~fqpw-xmtu|2017|||Residential||Single Family|197000.0|0.4842|170133|Coventry
800077|116 Far Horizons Drive|329910.0|2018-03-21T00:00:00|[{'type': 'Point', 'coordinates': [-73.269085, 41.229752]}]|row-jymj.afte-vmm3|2017|||Residential||Single Family|434000.0|0.7601|170070|Easton
800078|35 Edgewood Ave|457940.0|2018-03-21T00:00:00|[{'type': 'Point', 'coordinates': [-73.636599, 41.022304]}]|row-48p2.s7v3.f44d|2017|||Residential||Single Family|745000.0|0.6146|170398|Greenwich
800079|751 Mountain Rd|94180.0|2018-03-20T00:00:00|[{'type': 'Point', 'coordinates': [-73.137863, 41.832889]}]|row-r65y.jfte.nba6|2017|14 - Foreclosure||Residential||Single Family|58500.0|1.6099|170325|Torrington
800080|33 Sharren La|123120.0|2018-03-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.569601, 42.019125]}]|row-vmff~qeb5-ttrz|2017|25 - Other||Residential|Not on open market|Single Family|120000.0|1.026|170273|Enfield
800081|8 Mayo Ave|1979600.0|2018-03-23T00:00:00|[{'type': 'Point', 'coordinates': [-73.633717, 41.012053]}]|row-6ic4~5zv9.jxxj|2017|25 - Other||Residential|Estate sale|Single Family|2700000.0|0.7331|170402|Greenwich
800082|31 Tunxis La|74420.0|2018-03-23T00:00:00||row-j83k~v64q~wgue|2017|07 - Change In Property|Total remodel per mls - see previous sale #170022|Residential||Single Family|149900.0|0.496464|170115|Windham
800083|East Main St 60/11/1/10|134190.0|2018-03-29T00:00:00||row-ztzr.z4kc-nixy|2017|25 - Other||Commercial|Sale of multiple parcels||1730000.0|0.0775|170479|Stratford
800084|2 Kent Rd|111300.0|2018-03-29T00:00:00|[{'type': 'Point', 'coordinates': [-72.82517, 41.519114]}]|row-v6sb-h8pb~db8b|2017|||Residential||Single Family|200000.0|0.5565|170447|Meriden
800085|82 R & R Park|16870.0|2018-03-29T00:00:00||row-235s-izim-vrxf|2017|||Residential|Mobile home|Single Family|49000.0|0.344286|170332|Killingly
800086|64 North Rd|139860.0|2018-03-19T00:00:00|[{'type': 'Point', 'coordinates': [-73.426446, 41.653332]}]|row-4gc4.iegu.aj3j|2017|08 - Part Interest||Vacant Land|Part interest||120000.0|1.1655|1700257|New Milford
800087|123 Kings Hwy|209320.0|2018-03-19T00:00:00|[{'type': 'Point', 'coordinates': [-72.99428, 41.227542]}]|row-bjzm.9dxu-trdp|2017|||Residential||Single Family|270000.0|0.7752|170873|Milford
800088|247 Tolland St.|82980.0|2018-03-19T00:00:00|[{'type': 'Point', 'coordinates': [-72.623733, 41.778703]}]|row-v5eh.t7a6.fzi2|2017|25 - Other||Commercial|Estate sale||88500.0|0.9376|17377|East Hartford
800089|8 Canal St|121240.0|2018-03-19T00:00:00|[{'type': 'Point', 'coordinates': [-72.871158, 41.669751]}]|row-u798~rqdz.fxqb|2017||No mls|Residential||Single Family|100000.0|1.2124|170145|Plainville
800090|424 Flanders Rd|57470.0|2018-03-29T00:00:00||row-t3wc.apti-pj77|2017|||Vacant Land|Sending sales questionnaire||44000.0|1.306136|170265|Groton
800091|80 Benson St|112640.0|2018-03-29T00:00:00|[{'type': 'Point', 'coordinates': [-73.215223, 41.1963]}]|row-3j7j-v6p2-vzhi|2017|||Residential||Single Family|182500.0|0.6172|171102|Bridgeport
800092|63 Windy Hill Rd|45500.0|2018-03-26T00:00:00||row-43ya~ch9x~k8pg|2017|||Vacant Land|||115000.0|0.3956|170135|Coventry
800093|123 Charter Rd|175300.0|2018-03-26T00:00:00|[{'type': 'Point', 'coordinates': [-72.659031, 41.684394]}]|row-nxen.c535.dbvz|2017|||Residential||Single Family|235000.0|0.7459|170180|Wethersfield
800094|51 Merwins Lane|574070.0|2018-04-03T00:00:00|[{'type': 'Point', 'coordinates': [-73.298046, 41.17168]}]|row-u8cb.5u9p-w4xa|2017|||Residential||Single Family|795000.0|0.7221|170450|Fairfield
800095|48 Martins Manor|55200.0|2018-04-03T00:00:00|[{'type': 'Point', 'coordinates': [-72.561619, 41.741824]}]|row-y8k9.ssr8-55xs|2017|||Vacant Land|||64000.0|0.8625|170399|Manchester
