|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
210000|21 Autumn Ln|27650.0|2004-06-21T00:00:00|[{'type': 'Point', 'coordinates': [-72.615537, 41.789746]}]|row-7sar-swj4-74s5|2003|7||R|||205000.0|0.134878|30747|East Hartford
210001|104 Dodgingtown Rd|271250.0|2004-06-18T00:00:00|[{'type': 'Point', 'coordinates': [-73.368921, 41.381332]}]|row-ukme-pdfa.zdk5|2003|||R|||490000.0|0.553571|30322|Bethel
210002|93 Prospect Ave|87940.0|2004-06-18T00:00:00|[{'type': 'Point', 'coordinates': [-71.888884, 41.808358]}]|row-ahad-83rd.q963|2003|18||R|||112500.0|0.781689|30419|Killingly
210003|11 Hearthstone Dr|172550.0|2004-06-24T00:00:00|[{'type': 'Point', 'coordinates': [-73.187813, 41.300215]}]|row-ie6q-7vms.9jgf|2003|||R|||366000.0|0.471448|30668|Shelton
210004|56 Mulberry Hl St|227710.0|2004-06-24T00:00:00|[{'type': 'Point', 'coordinates': [-72.904105, 41.343234]}]|row-t8nb-cwfj~su9x|2003|||R|||627500.0|0.362884|30873|Hamden
210005|2 Village Walk|127820.0|2004-06-24T00:00:00||row-dhc6-apfz.69kz|2003|||R|||273000.0|0.468205|30283|Wilton
210006|350 Dunham St|163870.0|2004-06-18T00:00:00|[{'type': 'Point', 'coordinates': [-72.862236, 41.647332]}]|row-9789.afci-up4c|2003|1||R|||255000.0|0.642627|30688|Southington
210007|201 Melville Dr|153300.0|2004-06-22T00:00:00|[{'type': 'Point', 'coordinates': [-73.237972, 41.192136]}]|row-8ch4~5jwp~v5x9|2003|||R|||365000.0|0.42|30715|Fairfield
210008|166 Old Brookfield Rd|133900.0|2004-06-22T00:00:00|[{'type': 'Point', 'coordinates': [-73.423192, 41.420676]}]|row-hwnk.un7a.mc9v|2003|||R|||280000.0|0.478214|31344|Danbury
210009|405 Tunnel Rd|108040.0|2004-06-21T00:00:00|[{'type': 'Point', 'coordinates': [-72.464311, 41.81673]}]|row-v33w-qmbf~vau9|2003|||R|||195500.0|0.552634|30421|Vernon
210010|304 Fontaine Ln|107580.0|2004-06-21T00:00:00||row-zege~s39x.wx82|2003|||R|||195000.0|0.551692|30447|South Windsor
210011|111 Webb St|42490.0|2004-06-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.899377, 41.334037]}]|row-py7y~myi3-jvu3|2003|||R|||75000.0|0.566533|30909|Hamden
210012|415 Mather St|203630.0|2004-06-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.924606, 41.35855]}]|row-9ias-sxic-v9nm|2003|||C/I/U|||815000.0|0.249853|30908|Hamden
210013|28 Sherwood Ave|1191820.0|2004-06-21T00:00:00|[{'type': 'Point', 'coordinates': [-73.67885, 41.060554]}]|row-jkj4~vsik.r7v9|2003|||R|||2300000.0|0.518183|30957|Greenwich
210014|100 Dexter Ave|129290.0|2004-06-21T00:00:00|[{'type': 'Point', 'coordinates': [-72.78397, 41.528236]}]|row-4x9c~95wy~y3hj|2003|||R|||240000.0|0.538708|31101|Meriden
210015|9 Gaulin Rd|67500.0|2004-06-24T00:00:00||row-dg8e.2jj3.342e|2003|1||R|||156000.0|0.432692|30120|Columbia
210016|79 Nashawena Ave|47950.0|2004-06-24T00:00:00||row-2wxc.jg5a.vc57|2003|||V|||100000.0|0.4795|30824|West Haven
210017|274 Church St Ut 9D|76090.0|2004-06-24T00:00:00|[{'type': 'Point', 'coordinates': [-72.6866, 41.294052]}]|row-3geg~z9xk.tw9x|2003|||R|||160000.0|0.475562|30389|Guilford
210018|185 Concord Ct|84000.0|2004-06-23T00:00:00|[{'type': 'Point', 'coordinates': [-73.037406, 41.463966]}]|row-h7ze-bddn.ag29|2003|||R|||179900.0|0.466926|30121|Beacon Falls
210019|145 Limekiln Rd|112363.0|2004-06-23T00:00:00|[{'type': 'Point', 'coordinates': [-73.394769, 41.330924]}]|row-uzzu-yg97-d49e|2003|6||V|||800000.0|0.140454|30135|Redding
210020|20 Merritt Ave|95340.0|2004-06-28T00:00:00|[{'type': 'Point', 'coordinates': [-72.976052, 41.341659]}]|row-qg46~b2v4~qsgu|2003|||R|||217500.0|0.438345|30113|Woodbridge
210021|14 Old Ml Rd 22|18000.0|2004-06-28T00:00:00|[{'type': 'Point', 'coordinates': [-72.526487, 41.285597]}]|row-vi7k~r8zu-cfcv|2003|||R|||45000.0|0.4|30280|Clinton
210022|234 Tyler St|90840.0|2004-06-28T00:00:00|[{'type': 'Point', 'coordinates': [-72.877144, 41.275763]}]|row-h3cz.g34z~7nfj|2003|||R|||207500.0|0.437783|30530|East Haven
210023|110 Knickerbocker Ave|210560.0|2004-06-23T00:00:00|[{'type': 'Point', 'coordinates': [-73.519973, 41.087938]}]|row-usre-qbyw-wa7y|2003|||R|||639500.0|0.329257|32069|Stamford
210024|243 Haig Ave|229460.0|2004-06-23T00:00:00|[{'type': 'Point', 'coordinates': [-73.527291, 41.09185]}]|row-8t9n~q3z7~d7ri|2003|||R|||635000.0|0.361354|32079|Stamford
210025|22 Harrison St|57050.0|2004-06-23T00:00:00|[{'type': 'Point', 'coordinates': [-72.698358, 41.780591]}]|row-kb6w.pshi~wpen|2003|14||R|||59000.0|0.966949|31267|Hartford
210026|109 Ardmore Rd|109430.0|2004-06-25T00:00:00||row-9c5a-vp8w-gvdz|2003|||R|||307500.0|0.35587|31023|West Hartford
210027|Chapin Ave|10640.0|2004-06-25T00:00:00||row-ggar-sevw-sdff|2003|24||V|||10000.0|1.064|32055|Waterbury
210028|425 Columbus Ave|64540.0|2004-06-25T00:00:00|[{'type': 'Point', 'coordinates': [-72.94003, 41.297691]}]|row-cjxc-qm2j~zq8x|2003|||R|||175000.0|0.3688|33723|New Haven
210029|16 Gold St|59090.0|2004-06-22T00:00:00|[{'type': 'Point', 'coordinates': [-72.303934, 41.954164]}]|row-qrc9~tg5r-exuh|2003|1||R|||50000.0|1.1818|30252|Stafford
210030|42 Smoke Rise Cir|203590.0|2004-06-22T00:00:00||row-9xfq.tusi-iuyu|2003|7||R|||429975.0|0.473493|30119|Prospect
210031|190 Longdean Rd|183120.0|2004-06-24T00:00:00|[{'type': 'Point', 'coordinates': [-73.251255, 41.131827]}]|row-6vzq-hsfw-q7bm|2003|||R|||413000.0|0.44339|30722|Fairfield
