|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
140000|20 Till St|60200.0|2003-09-05T00:00:00|[{'type': 'Point', 'coordinates': [-72.562804, 42.025293]}]|row-jgw8-fmbx-rmtx|2002|||R|||123000.0|0.489431|20817|Enfield
140001|15 Crown Knl Ct S41|57050.0|2003-09-05T00:00:00|[{'type': 'Point', 'coordinates': [-72.054787, 41.366886]}]|row-ce4q-bsc3.42fe|2002|||R|||130000.0|0.438846|20727|Groton
140002|817 Naugatuck Ave|136220.0|2003-09-04T00:00:00|[{'type': 'Point', 'coordinates': [-73.104404, 41.210991]}]|row-p6wa~239v-bfi6|2002|||R|||275000.0|0.495345|21304|Milford
140003|765 Wallingford Rd|190720.0|2003-09-04T00:00:00|[{'type': 'Point', 'coordinates': [-72.876236, 41.488444]}]|row-dbaa~nyt9-847n|2002|||R|||540000.0|0.353185|20538|Cheshire
140004|70 Heritage Way|65100.0|2003-09-09T00:00:00||row-bt85.xuv3.dz3p|2002|||R|||126800.0|0.513407|21004|Torrington
140005|37 Harwich St|58520.0|2003-09-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.689774, 41.741114]}]|row-yax3-c86v.fffe|2002|||R|||144000.0|0.406389|21415|Hartford
140006|57 Church St|394520.0|2003-09-09T00:00:00|[{'type': 'Point', 'coordinates': [-73.489601, 41.143412]}]|row-mxd8.hyec-fbhz|2002|||R|||645000.0|0.611659|20470|New Canaan
140007|814 Providence Pike|31000.0|2003-09-19T00:00:00||row-rmym-y4c5~w9x2|2002|||V|||55000.0|0.563636|20218|Putnam
140008|58-60 Bunnell St|44030.0|2003-09-19T00:00:00|[{'type': 'Point', 'coordinates': [-73.166874, 41.178844]}]|row-i549~rwu4~8z6r|2002|||R|||150000.0|0.293533|22943|Bridgeport
140009|27 Rolling Gln Dr|152460.0|2003-09-19T00:00:00|[{'type': 'Point', 'coordinates': [-73.391922, 41.615083]}]|row-apgq~uu4w~y6my|2002|||R|||270000.0|0.564667|20921|New Milford
140010|1415 Quinnipiac Ave B|47390.0|2003-09-05T00:00:00|[{'type': 'Point', 'coordinates': [-72.871278, 41.325059]}]|row-3xr5~7uih~mb66|2002|||R|||99000.0|0.478687|21934|New Haven
140011|97 Webb Ave|203220.0|2003-09-05T00:00:00|[{'type': 'Point', 'coordinates': [-73.508253, 41.055621]}]|row-3pcj.j7cg-i83v|2002|||R|||505000.0|0.402416|22160|Stamford
140012|133 Buena Vista Rd|231210.0|2003-09-05T00:00:00|[{'type': 'Point', 'coordinates': [-73.230925, 41.200335]}]|row-4jk7~n2fu.nq92|2002|||R|||450000.0|0.5138|21223|Fairfield
140013|46 Yarwood St|70090.0|2003-09-08T00:00:00|[{'type': 'Point', 'coordinates': [-73.136891, 41.176957]}]|row-rbyg~wzej.9vip|2002|||R|||165000.0|0.424788|21196|Stratford
140014|3A3 Concorde Way|37000.0|2003-09-08T00:00:00||row-jczu-i6ip-4zrg|2002|||R|||93900.0|0.394036|20269|Windsor Locks
140015|14N Lakeside Dr|54460.0|2003-09-08T00:00:00|[{'type': 'Point', 'coordinates': [-71.972132, 41.439322]}]|row-74ai-2em2-v4nr|2002|||R|||100000.0|0.5446|20380|Ledyard
140016|53 Glenrock Rd|77420.0|2003-09-15T00:00:00|[{'type': 'Point', 'coordinates': [-73.430047, 41.148624]}]|row-35aw.feb7-tsdq|2002|||R|||219000.0|0.353516|21822|Norwalk
140017|95 Sunset Rdg|131110.0|2003-09-15T00:00:00|[{'type': 'Point', 'coordinates': [-72.855579, 41.580691]}]|row-smht.vbdd-w5un|2002|||R|||250000.0|0.52444|21031|Southington
140018|42 Crest Way|148260.0|2003-09-15T00:00:00||row-iy3r-hpdy.p638|2002|7||V|||300000.0|0.4942|21200|Hamden
140019|2 Sweetcake Mtn Rd|137140.0|2003-09-23T00:00:00|[{'type': 'Point', 'coordinates': [-73.468314, 41.472588]}]|row-55c2.vqjs.vm4g|2002|||R|||267000.0|0.513633|20360|New Fairfield
140020|88 Monroe St|56420.0|2003-09-23T00:00:00|[{'type': 'Point', 'coordinates': [-72.695768, 41.737642]}]|row-xpct-cr85~qean|2002|10||R|||128825.0|0.437958|21470|Hartford
140021|17 Jennie Ln|238000.0|2003-09-23T00:00:00|[{'type': 'Point', 'coordinates': [-73.356213, 41.120177]}]|row-j37t-eqyb.j4ag|2002|||R|||593000.0|0.401349|20565|Westport
140022|30 Seymour Rd A6|51160.0|2003-09-16T00:00:00||row-nvcj-u3d4-8npg|2002|||R|||100900.0|0.507037|29012|Plymouth
140023|340 North St|34900.0|2003-09-16T00:00:00||row-5569.d4ba~ntk4|2002|7||R|||271500.0|0.128545|20279|Windsor Locks
140024|345 Greens Farms Rd|513200.0|2003-09-16T00:00:00|[{'type': 'Point', 'coordinates': [-73.305351, 41.130057]}]|row-edbc-exq2-s3f6|2002|||R|||1275000.0|0.40251|20550|Westport
140025|Converse Rd|0.0|2003-09-10T00:00:00||row-gjtm.cx2p.d9as|2002|27||V|||40000.0|0.0|20269|Woodstock
