|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
130000|310 Kent Holw Rd|137500.0|2003-09-26T00:00:00|[{'type': 'Point', 'coordinates': [-73.402422, 41.702594]}]|row-8rau~m9aq.qy8e|2002|8||R|||91250.0|1.506849|20123|Kent
130001|200 Woodmont Ave|46900.0|2003-09-22T00:00:00||row-bqs5-rfu5-kiaj|2002|||R|||148000.0|0.316892|22954|Bridgeport
130002|39 Mills Ln|143630.0|2003-09-22T00:00:00|[{'type': 'Point', 'coordinates': [-72.738756, 41.839694]}]|row-n5q3~bu63~5qh9|2002|||R|||275900.0|0.520587|20471|Bloomfield
130003|258 Waverly Rd|144130.0|2003-09-22T00:00:00|[{'type': 'Point', 'coordinates': [-73.167544, 41.289487]}]|row-tsvp~2sym-bfzh|2002|||R|||335000.0|0.430239|20907|Shelton
130004|310 Kent Holw Rd|137500.0|2003-09-26T00:00:00|[{'type': 'Point', 'coordinates': [-73.402422, 41.702594]}]|row-cvfz.xh9r.pvai|2002|8||R|||91250.0|1.506849|20124|Kent
130005|28 Woodside Ln|89840.0|2003-09-26T00:00:00|[{'type': 'Point', 'coordinates': [-72.854468, 41.688641]}]|row-9xs3-4s7x~u9i9|2002|||R|||207500.0|0.432964|20421|Plainville
130006|12 Ryan Dr|181800.0|2003-09-25T00:00:00|[{'type': 'Point', 'coordinates': [-72.495661, 41.896546]}]|row-j7m9.yww4-zfja|2002|||R|||407000.0|0.446683|20386|Ellington
130007|Ridge Rd|67000.0|2003-09-25T00:00:00||row-pgwb~wxdp-axqh|2002|6||V|||80000.0|0.8375|20047|Chaplin
130008|45 Surrey Ln|551880.0|2003-09-25T00:00:00||row-rhkb-vhx2-t2fr|2002|7||R|||1038214.0|0.531567|20726|Trumbull
130009|Kent Rd|38000.0|2001-10-01T00:00:00||row-5zjc-mpkh-k6cp|2001|||V|||50000.0|0.76|10001|Kent
130010|1109 Matthews St|115210.0|2001-10-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.992552, 41.68822]}]|row-wb69-8etn-v4ph|2001|||R|||226000.0|0.509779|10013|Bristol
130011|361 Rye St|70570.0|2001-10-01T00:00:00||row-dcjb~y7pn-zurp|2001|||R|||150000.0|0.470467|10002|East Windsor
130012|Multi #'S Henry St|162610.0|2001-10-04T00:00:00||row-h4rx.q62q-qir9|2001|8||V|||176500.0|0.921303|10029|Hartford
130013|92 Park Blvd|346670.0|2001-10-04T00:00:00|[{'type': 'Point', 'coordinates': [-73.120887, 41.151385]}]|row-4ncs.riu3-r8rj|2001|1||R|||390000.0|0.888897|10045|Stratford
130014|56 Ward St|66330.0|2001-10-04T00:00:00||row-pwkd-apcf-bkya|2001|||R|||70000.0|0.947571|10019|Vernon
130015|90 Highland Dr|57140.0|2003-09-26T00:00:00||row-qj5q.wf9z~rfy6|2002|||V|||98000.0|0.583061|20272|Hebron
130016|87 Haven St|59570.0|2003-09-26T00:00:00||row-qyjh-e739-egtv|2002|||R|||92125.0|0.646621|22056|New Haven
130017|127 Hansen St|68600.0|2003-09-26T00:00:00|[{'type': 'Point', 'coordinates': [-73.222926, 41.163858]}]|row-ghy6~dhmh-ycud|2002|||R|||212500.0|0.322824|23034|Bridgeport
130018|Fairchild Dr|120400.0|2001-10-01T00:00:00||row-ttfp~m5ax-4env|2001|||R|||362500.0|0.332138|10054|Newtown
130019|124 Griffin Rd|79800.0|2001-10-01T00:00:00||row-bjap.mikm-s7su|2001|14||R|||109000.0|0.73211|10007|Suffield
