|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
40000|64 Hillside Ave|279580.0|2005-11-17T00:00:00|[{'type': 'Point', 'coordinates': [-73.006534, 41.217113]}]|row-kecc-qzjq.s2g6|2005|7||R|||1250000.0|0.223664|50243|Milford
40001|327 Montauk Avenue|140560.0|2007-09-17T00:00:00|[{'type': 'Point', 'coordinates': [-72.104239, 41.338106]}]|row-3zmk-eahc-un6n|2006|14 - Foreclosure||Residential||Single Family|0.0|0.0|60430|New London
40002|15-2 Kent Court|31500.0|2007-09-17T00:00:00|[{'type': 'Point', 'coordinates': [-72.17363, 41.854768]}]|row-4wkr.6xsd~n6pz|2006|||Residential||Condo|85000.0|0.370588|60109|Ashford
40003|16 Johnson Rd|84200.0|2007-04-10T00:00:00|[{'type': 'Point', 'coordinates': [-73.358287, 41.939375]}]|row-qbiv-ciux-n35h|2006|||Residential||Single Family|215000.0|0.391628|60022|Canaan
40004|133 Union St|288370.0|2007-04-10T00:00:00||row-wa7e~x5tt~nmxn|2006|||Residential||Single Family|575000.0|0.501513|69218|Guilford
40005|1C Country Squire Dr|58800.0|2005-12-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.691811, 41.603644]}]|row-ftpd-gu7n-bgcv|2005|||R|||135000.0|0.435556|50060|Cromwell
40006|102 Folly Brk Blvd|144300.0|2005-10-11T00:00:00|[{'type': 'Point', 'coordinates': [-72.678755, 41.722436]}]|row-mrrm.3bft.emxr|2005|||R|||270000.0|0.534444|50017|Wethersfield
40007|92 Bradford Walk|141750.0|2005-10-24T00:00:00|[{'type': 'Point', 'coordinates': [-72.775243, 41.714905]}]|row-tcqr-vyyq-mmbe|2005|7||R|||320140.0|0.442775|50031|Farmington
40008|69 Tall Timbers Rd|189500.0|2007-07-23T00:00:00|[{'type': 'Point', 'coordinates': [-72.586706, 41.688662]}]|row-qchj-c48g~g6kv|2006|||Residential||Single Family|347000.0|0.54611|60635|Glastonbury
40009|28 Hilltop Mnr|237500.0|2007-07-23T00:00:00|[{'type': 'Point', 'coordinates': [-73.480235, 41.399886]}]|row-4hfg~c2bv-7q4c|2006|||Residential||Single Family|502000.0|0.473108|61119|Danbury
40010|25 Grand St #232|83580.0|2007-09-17T00:00:00|[{'type': 'Point', 'coordinates': [-73.422969, 41.125152]}]|row-qa2t.ryxi.v3ep|2006|||Residential||Condo|282500.0|0.295858|61721|Norwalk
40011|30 Valmore Rd|103250.0|2007-09-17T00:00:00|[{'type': 'Point', 'coordinates': [-72.927364, 41.697977]}]|row-htex-4zfn.phta|2006|||Residential||Single Family|239200.0|0.431647|61201|Bristol
40012|150 Beebe Farms Rd|53700.0|2005-11-04T00:00:00||row-afyy.4iru.57jx|2005|||R|||80000.0|0.67125|50034|Coventry
40013|205B Oakland St|60700.0|2005-11-04T00:00:00|[{'type': 'Point', 'coordinates': [-72.519246, 41.80066]}]|row-eadp-d5pb-fvek|2005|||R|||154000.0|0.394156|50147|Manchester
40014|1 Pomeroy Pl|82380.0|2005-10-11T00:00:00|[{'type': 'Point', 'coordinates': [-72.658346, 41.563908]}]|row-et49.nj9b-ce3k|2005|||R|||156000.0|0.528077|50026|Middletown
40015|37 Hillside Ave|80100.0|2005-10-11T00:00:00|[{'type': 'Point', 'coordinates': [-73.111496, 41.80595]}]|row-28nv-8ije-zac9|2005|||R|||127000.0|0.630709|50030|Torrington
40016|64 Terrace Ave Cb|48790.0|2005-10-11T00:00:00||row-tp72-xcfc-uzfw|2005|||V|||175000.0|0.2788|50012|East Lyme
40017|8 Seabreeze Ave Ut C|101640.0|2005-10-21T00:00:00|[{'type': 'Point', 'coordinates': [-73.005675, 41.221399]}]|row-jgz4-6i5n.ryw4|2005|||R|||363000.0|0.28|50125|Milford
40018|Schwartz Rd Lt 1|0.0|2005-10-21T00:00:00||row-fc4h~74fh.brf3|2005|7||V|||80000.0|0.0|50004|Bozrah
40019|21 Prospect St|103040.0|2007-06-11T00:00:00|[{'type': 'Point', 'coordinates': [-73.422261, 41.115723]}]|row-f9bd.s7mt-ncvk|2006|||Residential||Condo|218000.0|0.472661|61278|Norwalk
40020|786 Washington Ave|123620.0|2007-06-11T00:00:00|[{'type': 'Point', 'coordinates': [-72.953038, 41.280292]}]|row-zeti-mcfy-97js|2006|||Residential||Single Family|215000.0|0.574977|60720|West Haven
40021|53 Bunny Ln|169930.0|2005-10-11T00:00:00|[{'type': 'Point', 'coordinates': [-71.907169, 41.804016]}]|row-22u6-z7nz~adss|2005|||R|||263000.0|0.646122|50004|Brooklyn
40022|46 Judson Pl|89250.0|2005-10-11T00:00:00|[{'type': 'Point', 'coordinates': [-73.163082, 41.189274]}]|row-6h8i~69b6~ncq4|2005|||R|||215000.0|0.415116|50102|Bridgeport
40023|326-344 West Ave|282100.0|2007-09-19T00:00:00|[{'type': 'Point', 'coordinates': [-73.154275, 41.189557]}]|row-7h93~yjai.q9gi|2006|25 - Other||Residential|Paid tax on res/ assr marked commercial|Three Family|770000.0|0.366364|61076|Stratford
40024|8 Timber Hl Rd|207630.0|2007-09-19T00:00:00|[{'type': 'Point', 'coordinates': [-72.985692, 41.523664]}]|row-thj3-7j9e-jp7a|2006|01 - Family||Residential||Single Family|300000.0|0.6921|60120|Prospect
40025|75 Marshall St|145180.0|2007-07-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.942811, 41.268625]}]|row-mfnn~pcie-t3qc|2006|14 - Foreclosure||Residential||Single Family|170000.0|0.854|60690|West Haven
40026|29 Daisy Lane|121400.0|2007-07-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.5537, 41.834357]}]|row-7njx-cjzt-2q4j|2006|||Residential||Condo|200415.0|0.605743|60419|South Windsor
40027|124 Lamp Lighter Lane|235040.0|2007-07-25T00:00:00||row-emrj.uv7a-hrqv|2006|||Residential||Single Family|389900.0|0.602821|60533|Newington
40028|21 Sunny Vw Dr|444220.0|2007-07-25T00:00:00|[{'type': 'Point', 'coordinates': [-73.363378, 41.33138]}]|row-2afv.mqdm.pmui|2006|07 - Change In Property||Residential||Single Family|200000.0|2.2211|60105|Redding
40029|Scott Swamp Rd|48230.0|2007-07-25T00:00:00||row-u6xu-w6ud-ygxk|2006|15 - Government Agency||Vacant Land|||68900.0|0.7|60462|Farmington
40030|103 Main Street|317200.0|2007-09-18T00:00:00|[{'type': 'Point', 'coordinates': [-71.906172, 41.33782]}]|row-n6es-8e6b~d6hd|2006|23 - Zoning||Commercial|Zone change - approved for residential condo project||977500.0|0.324501|60396|Stonington
40031|16 Sherwood Farm Ln|1975190.0|2007-09-18T00:00:00|[{'type': 'Point', 'coordinates': [-73.655362, 41.034855]}]|row-m3kv~89wm-bpfy|2006|||Residential||Single Family|5000000.0|0.395038|61101|Greenwich
40032|100 Wolfpit Ave #15|171430.0|2007-08-30T00:00:00|[{'type': 'Point', 'coordinates': [-73.388728, 41.135435]}]|row-sv5m-gwea-jj6s|2006|||Residential||Condo|342000.0|0.501257|61632|Norwalk
40033|100 Thornbush Rd|191400.0|2007-08-30T00:00:00|[{'type': 'Point', 'coordinates': [-72.6915, 41.685065]}]|row-9t6c~k4xz-h5j7|2006|||Residential||Single Family|290000.0|0.66|60466|Wethersfield
40034|111 Bridge St|192900.0|2007-07-23T00:00:00||row-2cre~9mjq-28ry|2006|25 - Other||Residential||Single Family|192900.0|1.0|60228|Winchester
40035|220 Monce Rd Ut 9|67410.0|2007-07-23T00:00:00|[{'type': 'Point', 'coordinates': [-72.907369, 41.730884]}]|row-8hr4.ckun~6mnr|2006|||Residential||Condo|155000.0|0.434903|60141|Burlington
40036|7 Dandy Dr|579600.0|2007-08-29T00:00:00||row-p5wt.cqnd.9qd2|2006|||Residential||Single Family|950000.0|0.610105|61045|Greenwich
40037|1 Tower Rdg|901600.0|2007-08-29T00:00:00|[{'type': 'Point', 'coordinates': [-73.328163, 41.169213]}]|row-i45w-9xty-y3r2|2006|01 - Family||Residential||Single Family|1225000.0|0.736|60519|Westport
40038|495 Columbus Ave|68920.0|2007-04-27T00:00:00|[{'type': 'Point', 'coordinates': [-73.137892, 41.174728]}]|row-3unk~kkjq-hphj|2006|||Residential||Single Family|150800.0|0.457029|60602|Stratford
40039|100 Clinton Ave|153020.0|2007-04-27T00:00:00|[{'type': 'Point', 'coordinates': [-73.123743, 41.202556]}]|row-ny9c-z7v9-u7tb|2006|||Residential||Single Family|240000.0|0.637583|60601|Stratford
40040|8 Kendell Ter E|185400.0|2007-08-29T00:00:00|[{'type': 'Point', 'coordinates': [-73.431017, 41.428981]}]|row-82ck-g9n3.34wn|2006|01 - Family||Residential||Single Family|172500.0|1.074783|61295|Danbury
40041|155 Tatnic Rd|185860.0|2007-08-29T00:00:00|[{'type': 'Point', 'coordinates': [-71.973008, 41.778672]}]|row-tmry.xpdr.gqnv|2006|||Residential||Single Family|275000.0|0.675855|60133|Brooklyn
40042|55 Reut Dr|182980.0|2007-07-25T00:00:00|[{'type': 'Point', 'coordinates': [-73.140313, 41.233587]}]|row-jq8p~jtg2.zxw5|2006|14 - Foreclosure||Residential||Single Family|258000.0|0.709225|60894|Stratford
40043|81-83 Daggett St|80680.0|2007-07-25T00:00:00||row-57vk~feev.qk6d|2006|||Residential||Two Family|253000.0|0.318893|60262|Plainfield
40044|615 Buckingham St|205900.0|2007-08-07T00:00:00|[{'type': 'Point', 'coordinates': [-73.087992, 41.603005]}]|row-zabb-8h34~pb35|2006|||Residential||Single Family|375000.0|0.549067|60282|Watertown
40045|301 Cedar St|137890.0|2007-08-07T00:00:00||row-bexx-ve78-6wf3|2006|||Residential||Single Family|192000.0|0.718177|60571|Newington
40046|12 Brinscall Ct|17500.0|2007-08-07T00:00:00|[{'type': 'Point', 'coordinates': [-73.536921, 41.386387]}]|row-75yt~6rna.vcza|2006|07 - Change In Property||Residential||Condo|544343.0|0.032149|61205|Danbury
40047|23 Mayfair Rd|79110.0|2007-06-11T00:00:00|[{'type': 'Point', 'coordinates': [-72.687988, 41.803012]}]|row-zztv-hqxh.rsc6|2006|||Residential||Single Family|132000.0|0.599318|60335|Bloomfield
40048|25 Barkledge Dr|24500.0|2007-06-11T00:00:00|[{'type': 'Point', 'coordinates': [-72.749224, 41.709958]}]|row-pxjc-xhag.38kx|2006|07 - Change In Property||Residential||Condo|366235.0|0.066897|60431|Newington
40049|23 Far Horizons Dr|190680.0|2007-07-24T00:00:00|[{'type': 'Point', 'coordinates': [-73.395731, 41.400445]}]|row-qh7e-6hqv~45xb|2006|||Residential||Single Family|430000.0|0.443442|60245|Bethel
40050|5 Kilmer Ln|163940.0|2007-07-24T00:00:00|[{'type': 'Point', 'coordinates': [-72.79937, 41.927569]}]|row-rj3h-ang5~sdge|2006|||Residential||Single Family|320000.0|0.512312|60195|Granby
40051|89 Cold Spring Rd|285290.0|2007-07-24T00:00:00||row-guwj.rk5c~pipn|2006|||Residential||Single Family|600000.0|0.475483|60332|Avon
40052|25 Grand St #263|118720.0|2007-06-08T00:00:00|[{'type': 'Point', 'coordinates': [-73.422969, 41.125152]}]|row-vpp8~qpcn-d3k5|2006|||Residential||Condo|379000.0|0.313245|61293|Norwalk
40053|13 Doris St|148960.0|2007-06-08T00:00:00|[{'type': 'Point', 'coordinates': [-72.798145, 41.465587]}]|row-3gy9-fm44-p9nk|2006|||Residential||Single Family|259900.0|0.573144|60580|Wallingford
40054|Reed Rd|42890.0|2007-06-28T00:00:00||row-jq89.p8ht.a4ea|2006|28 - Use Assessment||Vacant Land|||120000.0|0.357417|60034|Warren
40055|19 Ludlow St|46970.0|2007-06-28T00:00:00|[{'type': 'Point', 'coordinates': [-73.049174, 41.565142]}]|row-di32-76th-c6ym|2006|14 - Foreclosure||Residential||Three Family|70000.0|0.671|62220|Waterbury
40056|10 Bluewater Hls|2640900.0|2007-07-06T00:00:00|[{'type': 'Point', 'coordinates': [-73.348244, 41.110838]}]|row-83mj~ga3p~g9pj|2006|||Residential||Single Family|3450000.0|0.765478|60425|Westport
40057|14 Stoneboat Rd|826800.0|2007-07-06T00:00:00|[{'type': 'Point', 'coordinates': [-73.37229, 41.165396]}]|row-hzah-mrz4.kih3|2006|||Residential||Single Family|1270000.0|0.651024|60434|Westport
40058|694 Second Ave|128170.0|2007-07-06T00:00:00|[{'type': 'Point', 'coordinates': [-72.94531, 41.279314]}]|row-a5xs-2vfv.ph8m|2006|11 - Court Order||Residential||Single Family|100000.0|1.2817|60651|West Haven
40059|248 Nott St|128200.0|2007-06-12T00:00:00|[{'type': 'Point', 'coordinates': [-72.670976, 41.715696]}]|row-h7pd.tk9c.dwsn|2006|08 - Part Interest||Residential||Two Family|175000.0|0.732571|60360|Wethersfield
40060|55 Riding Rdg Rd|429240.0|2007-06-12T00:00:00||row-quup.4qez-vpw6|2006|||Residential||Single Family|815000.0|0.526675|60215|Monroe
40061|264 Carlton Dr|140360.0|2007-04-27T00:00:00|[{'type': 'Point', 'coordinates': [-72.916131, 41.516103]}]|row-thzg-df9t~2k87|2006|||Residential||Single Family|230000.0|0.610261|60279|Cheshire
40062|10 Mcnulty Dr|315490.0|2007-06-08T00:00:00|[{'type': 'Point', 'coordinates': [-73.386799, 41.654732]}]|row-idp4-fpzy~88zx|2006|||Residential||Single Family|502000.0|0.628466|60440|New Milford
40063|7 Catherine St|328370.0|2007-06-08T00:00:00||row-3d73.8d86~n7s7|2006|||Residential||Single Family|636500.0|0.515899|60274|Darien
40064|56 Old Monson Rd|156380.0|2007-06-07T00:00:00|[{'type': 'Point', 'coordinates': [-72.296195, 41.99049]}]|row-zw2y-4jan-2867|2006|||Residential||Single Family|265000.0|0.590113|60181|Stafford
40065|560 Black Rock Tpke|258090.0|2007-06-07T00:00:00|[{'type': 'Point', 'coordinates': [-73.236231, 41.166647]}]|row-bvxg~tdgi~zq46|2006|||Residential||Single Family|380000.0|0.679184|60717|Fairfield
40066|28 Division St|262800.0|2007-02-28T00:00:00|[{'type': 'Point', 'coordinates': [-73.458305, 41.388697]}]|row-ka8q~q853-fmje|2006|||Apartments|||600000.0|0.438|60542|Danbury
40067|Devonshire Ut 18|164220.0|2007-02-28T00:00:00||row-cp5p-m2n6-b56c|2006|||Residential||Condo|240000.0|0.68425|60299|Southington
40068|29-31 Chestnut St|98490.0|2007-04-26T00:00:00|[{'type': 'Point', 'coordinates': [-72.94998, 41.670187]}]|row-rav2-826c~fipq|2006|||Apartments|||260000.0|0.378808|60653|Bristol
40069|93 School St|84000.0|2007-04-26T00:00:00|[{'type': 'Point', 'coordinates': [-72.079747, 41.525379]}]|row-mfsm-z79e~idhi|2006|||Residential||Three Family|230000.0|0.365217|60439|Norwich
40070|756 Robin Ln|312830.0|2007-04-26T00:00:00|[{'type': 'Point', 'coordinates': [-73.130996, 41.22646]}]|row-ftij.65nn~2si7|2006|||Residential||Single Family|525000.0|0.595867|60598|Stratford
40071|137-139 Hollister Ave|103460.0|2007-02-20T00:00:00|[{'type': 'Point', 'coordinates': [-73.160047, 41.176731]}]|row-ecf6-ccz5-batn|2006|||Residential||Three Family|360500.0|0.28699|61051|Bridgeport
40072|147 Jones Dr|109270.0|2007-02-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.817532, 41.673339]}]|row-553m-wcyt.5gz5|2006|||Residential||Single Family|216000.0|0.50588|60480|New Britain
40073|90 Sands Pl|159460.0|2007-02-20T00:00:00||row-j42z-rkuh.uxtt|2006|||Residential||Single Family|258000.0|0.618062|60391|Stratford
40074|6 Musket Ln|360570.0|2007-04-30T00:00:00||row-s53u.uw35-fgje|2006|||Residential||Single Family|653500.0|0.551752|60067|Redding
40075|35 Sunrise Ave|158200.0|2007-04-30T00:00:00||row-uyte~zi6f~2cw5|2006|||Residential||Single Family|304364.0|0.519772|60206|Stonington
40076|103 Adelaide St|80840.0|2007-04-30T00:00:00|[{'type': 'Point', 'coordinates': [-71.893685, 41.805444]}]|row-sev3-vk8p.dk2j|2006|||Residential||Single Family|180000.0|0.449111|60189|Killingly
40077|120 Bucks Hl Rd|285480.0|2007-05-11T00:00:00|[{'type': 'Point', 'coordinates': [-73.208932, 41.498468]}]|row-w3ip~k4ui.cick|2006|25 - Other||Residential||Single Family|505000.0|0.565307|60234|Southbury
40078|89 Sconset Dr|965510.0|2007-05-11T00:00:00|[{'type': 'Point', 'coordinates': [-73.263819, 41.158021]}]|row-77z7~t9pj-nf9f|2006|||Residential||Single Family|1262500.0|0.76476|60607|Fairfield
40079|20 Bittersweet Dr|243250.0|2007-05-11T00:00:00||row-xm5y~wujh-dae4|2006|||Residential||Single Family|369900.0|0.65761|60178|Ledyard
40080|55 Suffield Mdws Dr|68740.0|2007-05-31T00:00:00|[{'type': 'Point', 'coordinates': [-72.610365, 41.990502]}]|row-f7q3.tpsy-n6pn|2006|||Residential||Condo|151000.0|0.455232|60173|Suffield
40081|100 Valley Service Rd|144410.0|2007-05-31T00:00:00|[{'type': 'Point', 'coordinates': [-72.865766, 41.395746]}]|row-dah6-89nt.ic84|2006|06 - Portion Of Property||Commercial|||30000.0|4.813667|60207|North Haven
40082|7 Gilbert Ave|150430.0|2008-08-11T00:00:00|[{'type': 'Point', 'coordinates': [-72.941634, 41.30802]}]|row-2wep.iut6-vyyy|2007|||Residential||Two Family|275000.0|0.547018|70944|New Haven
40083|7 Winfield St|511490.0|2008-08-11T00:00:00|[{'type': 'Point', 'coordinates': [-73.403468, 41.103752]}]|row-wgp3~j5it~5ew8|2007|||Commercial|||1100000.0|0.464991|70975|Norwalk
40084|90 Old South Rd|522120.0|2007-05-10T00:00:00|[{'type': 'Point', 'coordinates': [-73.188108, 41.737206]}]|row-2j3s-2rj8-zfmx|2006|28 - Use Assessment||Residential||Single Family|1200000.0|0.4351|60112|Litchfield
40085|93 Franklin St|258000.0|2007-05-10T00:00:00||row-twp4-2x6j~pw4p|2006|||Residential||Two Family|367000.0|0.702997|60802|Danbury
40086|15 Wyndham Lndg|69710.0|2007-05-10T00:00:00|[{'type': 'Point', 'coordinates': [-71.880067, 41.828852]}]|row-wc8a-bgbv.jgyf|2006|08 - Part Interest||Residential||Condo|65000.0|1.072462|60207|Killingly
40087|The Meadows Ut 13F|66920.0|2007-02-20T00:00:00||row-w7b3-e65c-kpc9|2006|||Residential||Condo|121000.0|0.553058|60279|Southington
40088|Shire Ct Lt 9|105320.0|2007-02-20T00:00:00||row-b7c6-dy4r~68ge|2006|||Vacant Land|||240000.0|0.438833|60195|Cheshire
40089|2 Corey Rd|209440.0|2007-02-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.837964, 41.408778]}]|row-rce3-jgpp.h8mg|2006|||Residential||Single Family|290000.0|0.722207|60114|North Haven
40090|40 Spring Brk Rd|42350.0|2007-05-31T00:00:00|[{'type': 'Point', 'coordinates': [-73.03237, 41.521049]}]|row-dxqs-b89c.su8e|2006|13 - Bankrupcy||Residential||Single Family|100000.0|0.4235|61563|Waterbury
40091|20 Cottage St|196210.0|2007-05-31T00:00:00|[{'type': 'Point', 'coordinates': [-73.404768, 41.101066]}]|row-d87s-yzex-v685|2006|||Residential||Single Family|395000.0|0.496734|61342|Norwalk
40092|17 Lathrop Ave|98400.0|2007-02-27T00:00:00||row-4efs.afka.ywcz|2006|||Residential||Single Family|187000.0|0.526203|60130|Stonington
40093|489 Wolcott St Ut 83|71020.0|2007-02-27T00:00:00|[{'type': 'Point', 'coordinates': [-72.959428, 41.660139]}]|row-7mk8~9z6i-4hjs|2006|||Residential||Condo|162225.0|0.437787|60462|Bristol
40094|557 Old Sherman Hl Rd|323900.0|2007-02-16T00:00:00|[{'type': 'Point', 'coordinates': [-73.161697, 41.516004]}]|row-zwzc-bt4u.wbg7|2006|||Residential||Single Family|650000.0|0.498308|60069|Woodbury
40095|225 Monarch Dr|275450.0|2007-02-16T00:00:00|[{'type': 'Point', 'coordinates': [-72.905701, 41.600088]}]|row-9emb-9grv~tid4|2006|||Residential||Single Family|420000.0|0.655833|60275|Southington
40096|392 W Thompson Rd|3100.0|2007-02-16T00:00:00||row-fdg4-4su8-z54c|2006|12 - Non Buildable Lot||Vacant Land|||4000.0|0.775|60077|Putnam
40097|97-99 Pixlee Pl|116270.0|2007-02-27T00:00:00|[{'type': 'Point', 'coordinates': [-73.160114, 41.189896]}]|row-n6yk~3evh.aax3|2006|||Residential||Two Family|355000.0|0.327521|61098|Bridgeport
40098|590 Mt Carmel Ave|224490.0|2007-02-27T00:00:00||row-5vps-ihvr~qdea|2006|||Residential||Single Family|299900.0|0.74855|60435|Hamden
40099|175 Stockade Rd|167300.0|2007-02-27T00:00:00|[{'type': 'Point', 'coordinates': [-72.604218, 41.672659]}]|row-ah8v.cuee-t9zy|2006|||Residential||Single Family|363500.0|0.460248|60266|Glastonbury
40100|826 Totoket Rd|188860.0|2007-04-09T00:00:00||row-p38k.47hr-2sxv|2006|||Residential||Single Family|289000.0|0.653495|60096|North Branford
40101|245 Valley Vw Rd|17350.0|2007-04-09T00:00:00|[{'type': 'Point', 'coordinates': [-71.834726, 41.754666]}]|row-4s66~fts8~u7z6|2006|07 - Change In Property||Residential|Co 03/28/2007|Single Family|327500.0|0.052977|60047|Sterling
40102|95 Copley Rd|163400.0|2007-04-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.550562, 41.680422]}]|row-ed4e-ps25-wq4h|2006|||Residential||Condo|300000.0|0.544667|60357|Glastonbury
40103|35 Yacht St|119630.0|2007-04-09T00:00:00|[{'type': 'Point', 'coordinates': [-73.219799, 41.158619]}]|row-q9gz-wiit.6xwg|2006|||Residential||Two Family|267697.0|0.446886|61371|Bridgeport
40104|157 Brentwood Ave|363370.0|2007-02-23T00:00:00|[{'type': 'Point', 'coordinates': [-73.22978, 41.168535]}]|row-vcca.iwzz-qrrc|2006|07 - Change In Property||Residential||Condo|491889.0|0.738724|60359|Fairfield
40105|43C Happy Holw Cir|148190.0|2007-02-21T00:00:00|[{'type': 'Point', 'coordinates': [-73.108571, 41.26307]}]|row-sr8z~qcvw-2kjj|2006|||Residential||Condo|245375.0|0.603933|60394|Stratford
40106|3 Snowberry Ln|108970.0|2007-02-21T00:00:00||row-k5jv.m3nv-uccx|2006|07 - Change In Property||Residential||Single Family|434995.0|0.250509|60224|Farmington
40107|262 Green Mnr Ter|123100.0|2007-02-16T00:00:00||row-9qzj.hxq4.2yn4|2006|||Residential||Single Family|218900.0|0.562357|60140|Windsor Locks
40108|82 Quinn St|106940.0|2007-02-16T00:00:00|[{'type': 'Point', 'coordinates': [-73.063197, 41.497107]}]|row-3tdu-4npx.hm35|2006|07 - Change In Property||Residential||Single Family|285900.0|0.374047|60260|Naugatuck
40109|488 Perkins Ave B2 Ut4|27790.0|2007-02-28T00:00:00||row-khmi-wg7f-x33j|2006|||Residential||Condo|90000.0|0.308778|61010|Waterbury
40110|284 Waterville St|26530.0|2007-02-28T00:00:00|[{'type': 'Point', 'coordinates': [-73.053085, 41.566957]}]|row-kegx~ek4p-pyei|2006|||Residential||Condo|70000.0|0.379|61031|Waterbury
40111|123 Ginger Ln|141000.0|2007-02-26T00:00:00|[{'type': 'Point', 'coordinates': [-73.079022, 41.83917]}]|row-kcjw-8miv.kjxt|2006|||Residential||Single Family|263500.0|0.535104|60314|Torrington
40112|21 Woods Way|21280.0|2007-02-26T00:00:00||row-2eqd.ugn2~5bir|2006|||Residential||Single Family|52000.0|0.409231|60142|Windham
40113|280 Gardner Ave C2|55090.0|2007-02-22T00:00:00||row-8v9p~hcst-ijch|2006|||Residential||Condo|113000.0|0.487522|60180|New London
