|address|assessed_value|date_recorded|geo_coordinates|id|list_year|non_use_code|opm_remarks|property_type|remarks|residential_type|sales_amount|sales_ratio|serial_number|town
270000|180 S Water St|220500.0|2005-05-31T00:00:00|[{'type': 'Point', 'coordinates': [-73.658929, 40.997305]}]|row-w66k.575r-khxm|2004|||R|||519100.0|0.424774|40843|Greenwich
270001|12 Knoll Rd|278470.0|2005-05-31T00:00:00|[{'type': 'Point', 'coordinates': [-73.239047, 41.543962]}]|row-f2bd-8yph.b6tc|2004|||R|||495000.0|0.562566|40184|Woodbury
270002|11 Mary St|77200.0|2005-06-06T00:00:00||row-tkw6~fpf3-ythc|2004|25||R|||70000.0|1.102857|40251|Ansonia
270003|120 Carriage Xing Ln|63590.0|2005-06-06T00:00:00|[{'type': 'Point', 'coordinates': [-72.709493, 41.586934]}]|row-xx6f-4he9~ekvt|2004|||R|||123000.0|0.516992|40719|Middletown
270004|15 Belcher Rd|154900.0|2005-06-06T00:00:00|[{'type': 'Point', 'coordinates': [-72.667163, 41.70643]}]|row-tyjm~sd9x-bnh5|2004|||R|||220000.0|0.704091|40358|Wethersfield
270005|60 Celentano Dr|101690.0|2005-05-31T00:00:00|[{'type': 'Point', 'coordinates': [-73.035811, 41.480047]}]|row-iwix~rqge-egnu|2004|||R|||212000.0|0.47967|40553|Naugatuck
270006|5 Hunter'S Rdg|24500.0|2005-05-31T00:00:00|[{'type': 'Point', 'coordinates': [-72.791039, 41.937969]}]|row-x9nv.j438-bqis|2004|7||R|||352853.0|0.069434|40202|Granby
270007|76 Pine Rock Rd|155270.0|2005-05-31T00:00:00|[{'type': 'Point', 'coordinates': [-73.222317, 41.431415]}]|row-5jdk~f789~je8q|2004|||R|||245000.0|0.633755|40408|Southbury
270008|656 N Main St|68290.0|2005-06-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.948131, 41.68559]}]|row-sbgq~mfg3~qk8k|2004|1||R|||65000.0|1.050615|40951|Bristol
270009|410 Emmett St|72770.0|2005-06-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.907864, 41.662221]}]|row-z2td~ug7x.dapw|2004|||R|||130000.0|0.559769|40938|Bristol
270010|861 Leetes Is Rd|106330.0|2005-06-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.724393, 41.265065]}]|row-zway~wgd8-u9ns|2004|||R|||170000.0|0.625471|40311|Guilford
270011|1705 Bradford Dr|215900.0|2005-06-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.42313, 41.432205]}]|row-e8sx-k9qn-9hv5|2004|||R|||387500.0|0.557161|41339|Danbury
270012|166-168 Ocean Ave|127330.0|2005-06-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.220267, 41.159266]}]|row-jbwm-8hg8-3grq|2004|||R|||358000.0|0.35567|42365|Bridgeport
270013|23 Bobwhite Trl|133000.0|2005-06-08T00:00:00||row-5ixr~k8se.gfpw|2004|||R|||268000.0|0.496269|40288|Ledyard
270014|29 Hinman St|69510.0|2005-06-08T00:00:00||row-mmka.2vxi~jp6u|2004|8||R|||12000.0|5.7925|40782|West Haven
270015|37 Thorpe Ave|71190.0|2005-06-08T00:00:00||row-m5vr-y9h4.4szq|2004|25||R|||207500.0|0.343084|41080|Meriden
270016|119 Quercus Ave|60360.0|2005-05-31T00:00:00||row-nrtq.3put-3u3s|2004|||R|||162500.0|0.371446|40339|Windham
270017|314 Chapman Ml Pond Rd|830.0|2005-05-31T00:00:00||row-wm3f.f872-c8v6|2004|17||V|||2484.0|0.334138|40132|Westbrook
270018|3 Kimberwick Ct|130500.0|2005-05-31T00:00:00|[{'type': 'Point', 'coordinates': [-73.13642, 41.502739]}]|row-ps59.ydvb~derq|2004|||R|||210463.0|0.620061|40082|Middlebury
270019|69 Sunnyside E Rd|0.0|2005-06-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.121282, 41.560098]}]|row-nz9x-8gry.bt96|2004|25||R|||162400.0|0.0|40772|Norwich
270020|95 Leroy Ave|647080.0|2005-06-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.474319, 41.078666]}]|row-dzam.fec2-8xmr|2004|||R|||1045000.0|0.619215|40265|Darien
270021|681 E Main St|72180.0|2005-06-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.634763, 41.539074]}]|row-5gq8.2yyf~ci4f|2004|||R|||189900.0|0.380095|40694|Middletown
270022|38 Kettle Crk Ln|296730.0|2005-06-02T00:00:00||row-zer8.y7ns.b9mz|2004|1||R|||135511.0|2.189712|40285|Monroe
270023|39 Scotland St|91300.0|2005-06-02T00:00:00||row-gynq-cbmk-9scr|2004|||R|||201100.0|0.454003|40246|Ansonia
270024|147 Martin Rd|74360.0|2005-06-02T00:00:00|[{'type': 'Point', 'coordinates': [-72.974687, 41.678163]}]|row-sit3-ktkz-j48e|2004|||R|||180000.0|0.413111|40960|Bristol
270025|Bozrah St|32960.0|2005-06-03T00:00:00||row-wnp8~wpx8-6at4|2004|||V|||90000.0|0.366222|40077|Bozrah
270026|44 Magnolia Ave|62160.0|2005-06-03T00:00:00|[{'type': 'Point', 'coordinates': [-72.97376, 41.249795]}]|row-4k8h~umcd-3jt2|2004|||R|||248900.0|0.249739|40761|West Haven
270027|Alcott Rd|53480.0|2005-06-06T00:00:00||row-ib5i.7ps5.7wg5|2004|6||V|||300000.0|0.178267|40338|Wolcott
270028|19 Laura Cir|94810.0|2005-06-06T00:00:00|[{'type': 'Point', 'coordinates': [-72.86185, 41.319185]}]|row-77r9-fax6.8373|2004|||R|||227900.0|0.416016|40438|East Haven
270029|111 Laurel Hl Ave|79000.0|2005-06-01T00:00:00|[{'type': 'Point', 'coordinates': [-72.075221, 41.51955]}]|row-vx9y-fsds~w8ff|2004|||R|||125000.0|0.632|40776|Norwich
270030|109 Easton Ave|52920.0|2005-06-01T00:00:00|[{'type': 'Point', 'coordinates': [-73.030735, 41.566104]}]|row-ud8k~pwg8~udny|2004|7||R|||205000.0|0.258146|42141|Waterbury
270031|607 7-8 Millville Ave|38540.0|2005-06-02T00:00:00|[{'type': 'Point', 'coordinates': [-73.075419, 41.495719]}]|row-t4cx-6axp-tdtz|2004|||R|||140000.0|0.275286|40570|Naugatuck
270032|925 Oronoke Rd B36 Ut G|63000.0|2005-06-06T00:00:00|[{'type': 'Point', 'coordinates': [-73.063267, 41.521832]}]|row-5mea-b8gc-3ry2|2004|||R|||145000.0|0.434483|42190|Waterbury
270033|3 Riverford Rd|238730.0|2005-06-06T00:00:00|[{'type': 'Point', 'coordinates': [-73.398212, 41.499307]}]|row-zdqt.ywx7~qjid|2004|||R|||250000.0|0.95492|40281|Brookfield
270034|1746-1748 Farmington Ave|188370.0|2005-06-07T00:00:00|[{'type': 'Point', 'coordinates': [-72.879659, 41.755378]}]|row-rqt6~ysh7.ugdb|2004|||R|||320000.0|0.588656|40422|Farmington
270035|64 Scotch Cap Rd 112|63860.0|2005-06-07T00:00:00||row-285f~7p8e.jnkx|2004|7||R|||301751.0|0.211631|40330|Waterford
270036|25 Dartmouth Rd|104930.0|2005-06-03T00:00:00|[{'type': 'Point', 'coordinates': [-73.420363, 41.562602]}]|row-4e4f-6298-nibr|2004|||R|||285000.0|0.368175|40631|New Milford
270037|28 Haviland St|21490.0|2005-06-03T00:00:00|[{'type': 'Point', 'coordinates': [-72.951428, 41.675574]}]|row-f3k3-giix.fxvv|2004|||V|||60000.0|0.358167|40969|Bristol
270038|125C Main St|36100.0|2005-06-07T00:00:00|[{'type': 'Point', 'coordinates': [-72.52429, 41.789181]}]|row-nxcf-nvpc.cbak|2004|||R|||111000.0|0.325225|40704|Manchester
270039|162 Norwich Ave|100000.0|2005-06-07T00:00:00|[{'type': 'Point', 'coordinates': [-72.049932, 41.556363]}]|row-vsv3~377f-xwh6|2004|||R|||197500.0|0.506329|40806|Norwich
270040|30 York St|71400.0|2005-06-03T00:00:00|[{'type': 'Point', 'coordinates': [-72.693149, 41.757126]}]|row-p2zy.gydm-fj8p|2004|||R|||230000.0|0.310435|41326|Hartford
270041|15 Hamilton Ct|67130.0|2005-06-03T00:00:00|[{'type': 'Point', 'coordinates': [-72.537456, 41.994105]}]|row-i8nz-be8y-8qs6|2004|||R|||185000.0|0.362865|40571|Enfield
270042|0 Cove Rd|220100.0|2005-06-03T00:00:00||row-kc2p~ex66.kcgu|2004|||V|||350000.0|0.628857|40050|Lyme
270043|135 Morning Glory Dr|367900.0|2005-06-10T00:00:00|[{'type': 'Point', 'coordinates': [-73.273079, 41.226103]}]|row-ssfc.qp6b~y87u|2004|||R|||775000.0|0.47471|40091|Easton
270044|602 Tolland St|367760.0|2005-06-10T00:00:00||row-26kt-bd2g~jysm|2004|25||C/I/U|||262500.0|1.40099|40718|East Hartford
270045|100 Cambridge St|69100.0|2005-06-10T00:00:00|[{'type': 'Point', 'coordinates': [-72.528297, 41.784286]}]|row-3w57~f69d~eat7|2004|||R|||174900.0|0.395083|40712|Manchester
270046|5 Quarry Ln|350700.0|2005-06-07T00:00:00|[{'type': 'Point', 'coordinates': [-73.410682, 41.155177]}]|row-pt66-qz63.c3bh|2004|||R|||614000.0|0.571173|41488|Norwalk
270047|470 Main St|119420.0|2005-06-07T00:00:00|[{'type': 'Point', 'coordinates': [-73.266638, 41.324156]}]|row-3kgf-vucw-cgfq|2004|||C/I/U|||230000.0|0.519217|40290|Monroe
270048|139 Driftwood Ln|308530.0|2005-06-14T00:00:00|[{'type': 'Point', 'coordinates': [-73.240855, 41.256662]}]|row-5qap~nkh9-93ns|2004|||R|||681000.0|0.453054|40482|Trumbull
270049|42 Hockanum Gln Dr|169860.0|2005-06-14T00:00:00||row-t37p.qx5v.zwxz|2004|||R|||385000.0|0.441195|40089|Beacon Falls
270050|123 Harbor Dr 205|196140.0|2005-06-14T00:00:00|[{'type': 'Point', 'coordinates': [-73.530084, 41.03652]}]|row-6r6n-g6yd-n7m8|2004|||R|||565000.0|0.34715|42073|Stamford
270051|Loveland Rd|1001000.0|2005-06-08T00:00:00||row-zqtd.wpx9-adti|2004|6||R|||299799.0|3.338904|40150|Hebron
270052|54 Washington Ter 56|113751.0|2005-06-08T00:00:00|[{'type': 'Point', 'coordinates': [-73.199677, 41.177707]}]|row-4jwp-9b8j.8f5q|2004|||R|||270000.0|0.4213|42469|Bridgeport
270053|6 Stonewall Ln|595900.0|2005-06-08T00:00:00|[{'type': 'Point', 'coordinates': [-73.516734, 41.364348]}]|row-aqs5-69r9-rvud|2004|25||R|||1275000.0|0.467373|40416|Ridgefield
270054|36 Vanech Dr|174170.0|2005-06-06T00:00:00|[{'type': 'Point', 'coordinates': [-73.539139, 41.0783]}]|row-jz2s.9up6-a8ij|2004|||R|||528000.0|0.329867|41993|Stamford
270055|282 Connecticut Blvd|81410.0|2005-06-06T00:00:00||row-ssan.cama-an2g|2004|||R|||155000.0|0.525226|40328|Montville
270056|2437 Bedford St 21 10|109830.0|2005-06-06T00:00:00|[{'type': 'Point', 'coordinates': [-73.546258, 41.070139]}]|row-987c-p94q-jec7|2004|||R|||340000.0|0.323029|41995|Stamford
270057|544 E Main St 1603|66290.0|2005-06-09T00:00:00||row-f6zc-huk3.8cwm|2004|||R|||192075.0|0.345126|42032|Stamford
270058|922 Hill St|243600.0|2005-06-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.676996, 42.004831]}]|row-6fxa-gh28-gxxx|2004|||R|||450000.0|0.541333|40213|Suffield
270059|2 Woodland Ter 2|105500.0|2005-06-09T00:00:00||row-5xar~yqut-wd9z|2004|||R|||200000.0|0.5275|40105|Columbia
270060|25 Pine St|70470.0|2005-06-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.379366, 41.941233]}]|row-eg6z~iy6a-pmqa|2004|||R|||146000.0|0.482671|40229|Ellington
270061|350 Webbs Hl Rd|319620.0|2005-06-09T00:00:00|[{'type': 'Point', 'coordinates': [-73.569645, 41.115743]}]|row-34m4.8aj9~wkp5|2004|||R|||1065000.0|0.300113|42037|Stamford
270062|14 Bristol St|55650.0|2005-06-09T00:00:00|[{'type': 'Point', 'coordinates': [-72.710305, 41.725759]}]|row-mc6k-wwdx-zpa5|2004|||R|||122000.0|0.456148|41357|Hartford
270063|1 N Beechwood Rd|117040.0|2005-06-16T00:00:00||row-vuby.5muv.gm65|2004|||R|||290000.0|0.403586|40317|East Lyme
270064|15L Lakeside Dr|54460.0|2005-06-16T00:00:00|[{'type': 'Point', 'coordinates': [-71.973123, 41.440377]}]|row-jsev-u4st-nkme|2004|||R|||137000.0|0.397518|40298|Ledyard
270065|7 High Mdw Ct|3500.0|2005-06-17T00:00:00|[{'type': 'Point', 'coordinates': [-72.619179, 41.585793]}]|row-dngi.ygn3-umiz|2004|7||R|||372327.0|0.0094|40208|Portland
270066|Parkway S|41580.0|2005-06-17T00:00:00||row-tsg9-pfdm~7k48|2004|||V|||82500.0|0.504|40435|New London
270067|36 Route 2A|100800.0|2005-06-08T00:00:00|[{'type': 'Point', 'coordinates': [-72.03375, 41.49434]}]|row-wefg.m4mc-2945|2004|||R|||215000.0|0.468837|40113|Preston
270068|29 Heather Ln|66570.0|2005-06-08T00:00:00|[{'type': 'Point', 'coordinates': [-72.796631, 41.690556]}]|row-4mvm~v3nt-6ukv|2004|||R|||120000.0|0.55475|41063|New Britain
270069|49 Hill St|76020.0|2005-06-14T00:00:00|[{'type': 'Point', 'coordinates': [-73.033291, 41.563975]}]|row-m7tb-p8iv.cy75|2004|7||R|||225000.0|0.337867|42244|Waterbury
270070|113 Newton Ter|73500.0|2005-06-14T00:00:00|[{'type': 'Point', 'coordinates': [-73.066703, 41.571833]}]|row-4b6i~ned9.8bsp|2004|||R|||220000.0|0.334091|42267|Waterbury
270071|79 Gracey Rd|0.0|2005-06-15T00:00:00|[{'type': 'Point', 'coordinates': [-72.881102, 41.842414]}]|row-p43e-nhqt.f6ra|2004|6||V|||155000.0|0.0|40239|Canton
270072|1330 Brooklawn Ave|177870.0|2005-06-15T00:00:00|[{'type': 'Point', 'coordinates': [-73.219305, 41.195769]}]|row-hf8z.74r8.zui8|2004|||R|||348000.0|0.511121|42537|Bridgeport
270073|28 Hamilton St|93450.0|2005-06-10T00:00:00|[{'type': 'Point', 'coordinates': [-72.802238, 41.663433]}]|row-p3gt.z5i6-apkn|2004|||R|||245000.0|0.381429|41077|New Britain
270074|214 Main St O|108800.0|2005-06-10T00:00:00|[{'type': 'Point', 'coordinates': [-73.085592, 41.587816]}]|row-dcas.htsp.yewv|2004|||R|||155000.0|0.701935|40342|Watertown
270075|45 Nashua St|19000.0|2005-06-10T00:00:00|[{'type': 'Point', 'coordinates': [-72.064944, 41.601811]}]|row-fygx.yii7-8eq9|2004|7||R|||6500.0|2.923077|40800|Norwich
270076|2B Topstone Dr|218980.0|2005-06-16T00:00:00|[{'type': 'Point', 'coordinates': [-73.403058, 41.370523]}]|row-63aq~2trb-dhjg|2004|||R|||444900.0|0.4922|40287|Bethel
270077|10 Lone Pne Ln|536700.0|2005-06-16T00:00:00|[{'type': 'Point', 'coordinates': [-73.35472, 41.148877]}]|row-a97p-ng8e-5z9r|2004|||R|||1315000.0|0.408137|40706|Westport
270078|28 Arlene Dr|107430.0|2005-06-15T00:00:00|[{'type': 'Point', 'coordinates': [-72.9209, 41.683287]}]|row-6xcn~65gd~yiwq|2004|||R|||225000.0|0.477467|41022|Bristol
270079|235 Prospect St|100600.0|2005-06-15T00:00:00|[{'type': 'Point', 'coordinates': [-72.669805, 41.693894]}]|row-qvn4.ncvf-ibsd|2004|||R|||105000.0|0.958095|40400|Wethersfield
270080|153 Bull Hl Ln 102|20580.0|2005-06-20T00:00:00|[{'type': 'Point', 'coordinates': [-72.984062, 41.271341]}]|row-k4ya-dden.f87s|2004|||R|||105000.0|0.196|40809|West Haven
270081|118 Gulf St Ut 11|106890.0|2005-06-20T00:00:00|[{'type': 'Point', 'coordinates': [-73.04973, 41.223377]}]|row-g4vr~fmz4-a24k|2004|||R|||285000.0|0.375053|40901|Milford
270082|271 Bridge St 307|135170.0|2005-06-20T00:00:00|[{'type': 'Point', 'coordinates': [-73.556665, 41.064712]}]|row-hcmq.4qfs.8wpy|2004|||R|||430000.0|0.314349|42121|Stamford
270083|124 Old Pond Ln|54000.0|2005-06-14T00:00:00||row-6cii.trfu-4kju|2004|||R|||80000.0|0.675|40807|Norwich
