,EIENDOM_ID,KOMMUNE_NR,KOMMUNE_NAVN,GNR,BNR,FNR,SNR,EIENDOMSTYPE_KODE,EIENDOMSTYPE_NAVN,AREAL,BRUKSNAVN,ADRESSE_ID,GATENAVN,GATENAVNKODE,HUSNUMMER,BOKSTAV,UNDERNUMMER,POST_NR,POSTSTED
2240000,256331655,4601,BERGEN,120,430,0,0,1,BEST. GRUNNEIENDOM,902.5,SAKSNR.200206907/9,256969109,Kvernslåttvegen,34042.0,29.0,,,5237,RÅDAL
2240001,256331654,4601,BERGEN,120,429,0,0,1,BEST. GRUNNEIENDOM,906.7,SAKSNR.200206907/8,256969437,Kvernslåttvegen,34042.0,27.0,,,5237,RÅDAL
2240002,256331652,4601,BERGEN,119,627,0,0,1,BEST. GRUNNEIENDOM,828.1,SAKSNR.200112193/5,256968452,Råtun,33863.0,79.0,,,5239,RÅDAL
2240003,256331650,4601,BERGEN,119,657,0,0,1,BEST. GRUNNEIENDOM,464.6,SAKSNR.200205504/41,256966373,Råtun,33863.0,216.0,,,5239,RÅDAL
2240004,256331649,4601,BERGEN,119,656,0,0,1,BEST. GRUNNEIENDOM,272.1,SAKSNR.200205504/40,256966374,Råtun,33863.0,218.0,,,5239,RÅDAL
2240005,256331648,4601,BERGEN,119,654,0,0,1,BEST. GRUNNEIENDOM,427.4,SAKSNR.200205504/38,256966376,Råtun,33863.0,222.0,,,5239,RÅDAL
2240006,256333696,4601,BERGEN,119,708,0,0,1,BEST. GRUNNEIENDOM,486.6,SAKNR.200401502/5,256972021,Harald Sæveruds veg,34021.0,96.0,B,,5237,RÅDAL
2240007,256331661,4601,BERGEN,167,1721,0,0,1,BEST. GRUNNEIENDOM,76.7,SAKSNR.200205667/4,6400227740,Nye Sandviksveien,14040.0,69.0,D,,5032,BERGEN
2240008,256331658,4601,BERGEN,135,22,0,0,1,BEST. GRUNNEIENDOM,976.7,SAKSNR.200202465/6,256948748,Ramsvikveien,42358.0,119.0,,,5179,GODVIK
2240009,256331657,4601,BERGEN,135,23,0,0,1,BEST. GRUNNEIENDOM,911.6,SAKSNR.200202465/7,256948747,Ramsvikveien,42358.0,115.0,,,5179,GODVIK
2240010,256331656,4601,BERGEN,135,24,0,0,1,BEST. GRUNNEIENDOM,1187.8,SAKSNR.200202465/8,256948746,Ramsvikveien,42358.0,114.0,,,5179,GODVIK
2240011,256331671,4601,BERGEN,44,865,0,0,1,BEST. GRUNNEIENDOM,457.7,SAKNR.200207460/7,256963500,Tranevegen,33960.0,185.0,,,5238,RÅDAL
2240012,256331670,4601,BERGEN,44,864,0,0,1,BEST. GRUNNEIENDOM,231.8,SAKNR.200207460/6,256963501,Tranevegen,33960.0,187.0,,,5238,RÅDAL
2240013,256331669,4601,BERGEN,44,863,0,0,1,BEST. GRUNNEIENDOM,220.8,SAKNR.200207460/5,256963502,Tranevegen,33960.0,189.0,,,5238,RÅDAL
2240014,256331668,4601,BERGEN,44,862,0,0,1,BEST. GRUNNEIENDOM,291.8,SAKNR.200207460/4,256963503,Tranevegen,33960.0,191.0,,,5238,RÅDAL
2240015,256331665,4601,BERGEN,141,172,0,0,1,BEST. GRUNNEIENDOM,498.4,SAKSNR.200208152/5,256965858,Leirvikåsen,42321.0,124.0,B,,5179,GODVIK
2240016,256331679,4601,BERGEN,6,263,0,0,1,BEST. GRUNNEIENDOM,402.1,SAKNR.200115280/14,256963910,Helldalssåta,34005.0,23.0,,,5225,NESTTUN
2240017,256331678,4601,BERGEN,6,262,0,0,1,BEST. GRUNNEIENDOM,296.3,SAKNR.200115280/13,256963911,Helldalssåta,34005.0,25.0,,,5225,NESTTUN
2240018,256331677,4601,BERGEN,6,261,0,0,1,BEST. GRUNNEIENDOM,282.1,SAKNR.200115280/12,256963912,Helldalssåta,34005.0,27.0,,,5225,NESTTUN
2240019,256331676,4601,BERGEN,6,260,0,0,1,BEST. GRUNNEIENDOM,430.7,SAKNR.200115280/11,256963913,Helldalssåta,34005.0,29.0,,,5225,NESTTUN
2240020,256331675,4601,BERGEN,44,869,0,0,1,BEST. GRUNNEIENDOM,322.3,SAKNR.200207460/11,256963504,Tranevegen,33960.0,193.0,,,5238,RÅDAL
2240021,256331674,4601,BERGEN,44,868,0,0,1,BEST. GRUNNEIENDOM,236.5,SAKNR.200207460/10,256963505,Tranevegen,33960.0,195.0,,,5238,RÅDAL
2240022,256331673,4601,BERGEN,44,867,0,0,1,BEST. GRUNNEIENDOM,231.4,SAKNR.200207460/9,256963506,Tranevegen,33960.0,197.0,,,5238,RÅDAL
2240023,256331672,4601,BERGEN,44,866,0,0,1,BEST. GRUNNEIENDOM,285.3,SAKNR.200207460/8,256963507,Tranevegen,33960.0,199.0,,,5238,RÅDAL
2240024,256331687,4601,BERGEN,90,165,0,3,5,BEST. EIERSEKSJON,0.0,,256965231,Kvernabekkvegen,32100.0,81.0,C,,5243,FANA
2240025,256331686,4601,BERGEN,90,165,0,2,5,BEST. EIERSEKSJON,0.0,,256965233,Kvernabekkvegen,32100.0,77.0,B,,5243,FANA
2240026,256331685,4601,BERGEN,90,165,0,1,5,BEST. EIERSEKSJON,0.0,,256965232,Kvernabekkvegen,32100.0,77.0,A,,5243,FANA
2240027,256331683,4601,BERGEN,295,423,0,0,1,BEST. GRUNNEIENDOM,2673.6,,256868471,Lonaleitet,21275.0,97.0,,,5268,HAUKELAND
2240028,256331682,4601,BERGEN,6,266,0,0,1,BEST. GRUNNEIENDOM,309.9,SAKNR.200115280/17,256963907,Helldalssåta,34005.0,17.0,,,5225,NESTTUN
2240029,256331681,4601,BERGEN,6,265,0,0,1,BEST. GRUNNEIENDOM,270.3,SAKNR.200115280/16,256963908,Helldalssåta,34005.0,19.0,,,5225,NESTTUN
2240030,256331680,4601,BERGEN,6,264,0,0,1,BEST. GRUNNEIENDOM,287.4,SAKNR.200115280/15,256963909,Helldalssåta,34005.0,21.0,,,5225,NESTTUN
2240031,256331695,4601,BERGEN,164,1287,0,3,5,BEST. EIERSEKSJON,0.0,,256838692,Daniel Hansens gate,10870.0,9.0,,,5008,BERGEN
2240032,256331694,4601,BERGEN,164,1287,0,2,5,BEST. EIERSEKSJON,0.0,,256838692,Daniel Hansens gate,10870.0,9.0,,,5008,BERGEN
2240033,256331693,4601,BERGEN,164,1287,0,1,5,BEST. EIERSEKSJON,0.0,,256838692,Daniel Hansens gate,10870.0,9.0,,,5008,BERGEN
2240034,256331692,4601,BERGEN,90,165,0,8,5,BEST. EIERSEKSJON,0.0,,256965224,Kvernabekkvegen,32100.0,79.0,A,,5243,FANA
2240035,256331691,4601,BERGEN,90,165,0,7,5,BEST. EIERSEKSJON,0.0,,256965225,Kvernabekkvegen,32100.0,79.0,B,,5243,FANA
2240036,256331690,4601,BERGEN,90,165,0,6,5,BEST. EIERSEKSJON,0.0,,256965226,Kvernabekkvegen,32100.0,79.0,C,,5243,FANA
2240037,256331689,4601,BERGEN,90,165,0,5,5,BEST. EIERSEKSJON,0.0,,256965227,Kvernabekkvegen,32100.0,81.0,A,,5243,FANA
2240038,256331688,4601,BERGEN,90,165,0,4,5,BEST. EIERSEKSJON,0.0,,256965228,Kvernabekkvegen,32100.0,81.0,B,,5243,FANA
2240039,256331703,4601,BERGEN,164,1287,0,11,5,BEST. EIERSEKSJON,0.0,,256838692,Daniel Hansens gate,10870.0,9.0,,,5008,BERGEN
2240040,256331702,4601,BERGEN,164,1287,0,10,5,BEST. EIERSEKSJON,0.0,,256838692,Daniel Hansens gate,10870.0,9.0,,,5008,BERGEN
2240041,256331701,4601,BERGEN,164,1287,0,9,5,BEST. EIERSEKSJON,0.0,,256838692,Daniel Hansens gate,10870.0,9.0,,,5008,BERGEN
2240042,256331700,4601,BERGEN,164,1287,0,8,5,BEST. EIERSEKSJON,0.0,,256838692,Daniel Hansens gate,10870.0,9.0,,,5008,BERGEN
2240043,256331699,4601,BERGEN,164,1287,0,7,5,BEST. EIERSEKSJON,0.0,,256838692,Daniel Hansens gate,10870.0,9.0,,,5008,BERGEN
2240044,256331698,4601,BERGEN,164,1287,0,6,5,BEST. EIERSEKSJON,0.0,,256838692,Daniel Hansens gate,10870.0,9.0,,,5008,BERGEN
2240045,256331697,4601,BERGEN,164,1287,0,5,5,BEST. EIERSEKSJON,0.0,,256838692,Daniel Hansens gate,10870.0,9.0,,,5008,BERGEN
2240046,256331696,4601,BERGEN,164,1287,0,4,5,BEST. EIERSEKSJON,0.0,,256838692,Daniel Hansens gate,10870.0,9.0,,,5008,BERGEN
2240047,256331711,4601,BERGEN,164,1287,0,19,5,BEST. EIERSEKSJON,0.0,,256838692,Daniel Hansens gate,10870.0,9.0,,,5008,BERGEN
2240048,256331710,4601,BERGEN,164,1287,0,18,5,BEST. EIERSEKSJON,0.0,,256838692,Daniel Hansens gate,10870.0,9.0,,,5008,BERGEN
2240049,256331709,4601,BERGEN,164,1287,0,17,5,BEST. EIERSEKSJON,0.0,,256838692,Daniel Hansens gate,10870.0,9.0,,,5008,BERGEN
2240050,256331708,4601,BERGEN,164,1287,0,16,5,BEST. EIERSEKSJON,0.0,,256838692,Daniel Hansens gate,10870.0,9.0,,,5008,BERGEN
2240051,256331707,4601,BERGEN,164,1287,0,15,5,BEST. EIERSEKSJON,0.0,,256838692,Daniel Hansens gate,10870.0,9.0,,,5008,BERGEN
2240052,256331706,4601,BERGEN,164,1287,0,14,5,BEST. EIERSEKSJON,0.0,,256838692,Daniel Hansens gate,10870.0,9.0,,,5008,BERGEN
2240053,256331705,4601,BERGEN,164,1287,0,13,5,BEST. EIERSEKSJON,0.0,,256838692,Daniel Hansens gate,10870.0,9.0,,,5008,BERGEN
2240054,256331704,4601,BERGEN,164,1287,0,12,5,BEST. EIERSEKSJON,0.0,,256838692,Daniel Hansens gate,10870.0,9.0,,,5008,BERGEN
2240055,256333382,4601,BERGEN,164,1410,0,0,1,BEST. GRUNNEIENDOM,359.0,SAKSNR.200210144/4,256854171,Nygårdsgaten,14060.0,29.0,,,5015,BERGEN
2240056,256333381,4601,BERGEN,119,636,0,0,1,BEST. GRUNNEIENDOM,756.1,SAKNR.200204942/4,256969022,Råtun,33863.0,77.0,,,5239,RÅDAL
2240057,256333379,4601,BERGEN,159,718,0,3,5,BEST. EIERSEKSJON,0.0,,256855781,Rogagaten,14490.0,49.0,,,5055,BERGEN
2240058,256333378,4601,BERGEN,159,718,0,2,5,BEST. EIERSEKSJON,0.0,,256855781,Rogagaten,14490.0,49.0,,,5055,BERGEN
2240059,256333377,4601,BERGEN,159,718,0,1,5,BEST. EIERSEKSJON,0.0,,256855781,Rogagaten,14490.0,49.0,,,5055,BERGEN
2240060,256333376,4601,BERGEN,216,369,0,4,5,BEST. EIERSEKSJON,0.0,,256929120,Lyngveien,51340.0,31.0,,,5101,EIDSVÅGNESET
2240061,256333390,4601,BERGEN,41,1186,0,5,5,BEST. EIERSEKSJON,0.0,,256968412,Hopsnesvegen,31900.0,32.0,,,5232,PARADIS
2240062,256333389,4601,BERGEN,41,1186,0,4,5,BEST. EIERSEKSJON,0.0,,256968411,Hopsnesvegen,31900.0,30.0,,,5232,PARADIS
2240063,256333388,4601,BERGEN,41,1186,0,3,5,BEST. EIERSEKSJON,0.0,,256968410,Hopsnesvegen,31900.0,28.0,,,5232,PARADIS
2240064,256333387,4601,BERGEN,41,1186,0,2,5,BEST. EIERSEKSJON,0.0,,256881404,Hopsnesvegen,31900.0,24.0,,,5232,PARADIS
2240065,256333386,4601,BERGEN,41,1186,0,1,5,BEST. EIERSEKSJON,0.0,,256968409,Hopsnesvegen,31900.0,26.0,,,5232,PARADIS
2240066,256333384,4601,BERGEN,287,893,0,0,1,BEST. GRUNNEIENDOM,711.7,SAKSNR.200210986/3,256969013,Teigane,21460.0,17.0,,,5260,INDRE ARNA
2240067,256333399,4601,BERGEN,164,213,0,3,5,BEST. EIERSEKSJON,0.0,,256838717,Dokkeveien,10900.0,13.0,,,5007,BERGEN
2240068,256333398,4601,BERGEN,164,213,0,2,5,BEST. EIERSEKSJON,0.0,,256838717,Dokkeveien,10900.0,13.0,,,5007,BERGEN
2240069,256333397,4601,BERGEN,164,213,0,1,5,BEST. EIERSEKSJON,0.0,,256838717,Dokkeveien,10900.0,13.0,,,5007,BERGEN
2240070,256333396,4601,BERGEN,164,486,0,5,5,BEST. EIERSEKSJON,0.0,,256845121,Ivar Aasens gate,12230.0,8.0,,,5007,BERGEN
2240071,256333395,4601,BERGEN,164,486,0,4,5,BEST. EIERSEKSJON,0.0,,256845121,Ivar Aasens gate,12230.0,8.0,,,5007,BERGEN
2240072,256333394,4601,BERGEN,164,486,0,3,5,BEST. EIERSEKSJON,0.0,,256845121,Ivar Aasens gate,12230.0,8.0,,,5007,BERGEN
2240073,256333393,4601,BERGEN,164,486,0,2,5,BEST. EIERSEKSJON,0.0,,256845121,Ivar Aasens gate,12230.0,8.0,,,5007,BERGEN
2240074,256333392,4601,BERGEN,164,486,0,1,5,BEST. EIERSEKSJON,0.0,,256845121,Ivar Aasens gate,12230.0,8.0,,,5007,BERGEN
2240075,256333407,4601,BERGEN,162,622,0,1,5,BEST. EIERSEKSJON,0.0,,256844532,Hunstadsvingen,12180.0,13.0,E,,5053,BERGEN
2240076,256333405,4601,BERGEN,162,1352,0,0,1,BEST. GRUNNEIENDOM,1129.2,SAKSNR.200211283/7,256836443,Bjørnsons gate,10410.0,35.0,,,5052,BERGEN
2240077,256333403,4601,BERGEN,46,354,0,0,1,BEST. GRUNNEIENDOM,946.5,SAKNR.200210041/8,256971549,Ulsmågvegen,33540.0,48.0,,,5224,NESTTUN
2240078,256333403,4601,BERGEN,46,354,0,0,1,BEST. GRUNNEIENDOM,946.5,SAKNR.200210041/8,256971550,Ulsmågvegen,33540.0,50.0,,,5224,NESTTUN
2240079,256333401,4601,BERGEN,46,352,0,0,1,BEST. GRUNNEIENDOM,883.6,SAKNR.200210041/6,256895943,Ulsmågvegen,33540.0,44.0,,,5224,NESTTUN
2240080,256333400,4601,BERGEN,46,351,0,0,1,BEST. GRUNNEIENDOM,853.4,SAKNR.200210041/5,358542544,Ulsmågvegen,33540.0,46.0,,,5224,NESTTUN
2240081,256333415,4601,BERGEN,88,137,0,4,5,BEST. EIERSEKSJON,0.0,,256966292,Nedre Nøttveit,33997.0,48.0,C,,5238,RÅDAL
2240082,256333413,4601,BERGEN,88,137,0,2,5,BEST. EIERSEKSJON,0.0,,256966293,Nedre Nøttveit,33997.0,48.0,D,,5238,RÅDAL
2240083,256333412,4601,BERGEN,88,137,0,1,5,BEST. EIERSEKSJON,0.0,,256966290,Nedre Nøttveit,33997.0,48.0,A,,5238,RÅDAL
2240084,256333411,4601,BERGEN,143,478,0,2,5,BEST. EIERSEKSJON,0.0,,256920993,Sundby-Hvorups vei,42080.0,61.0,,,5178,LODDEFJORD
2240085,256333410,4601,BERGEN,143,478,0,1,5,BEST. EIERSEKSJON,0.0,,256920993,Sundby-Hvorups vei,42080.0,61.0,,,5178,LODDEFJORD
2240086,256333409,4601,BERGEN,162,622,0,3,5,BEST. EIERSEKSJON,0.0,,256844532,Hunstadsvingen,12180.0,13.0,E,,5053,BERGEN
2240087,256333408,4601,BERGEN,162,622,0,2,5,BEST. EIERSEKSJON,0.0,,256844532,Hunstadsvingen,12180.0,13.0,E,,5053,BERGEN
2240088,256333423,4601,BERGEN,168,2058,0,8,5,BEST. EIERSEKSJON,0.0,,256966377,Måseskjærveien,16842.0,12.0,,,5035,BERGEN
2240089,256333422,4601,BERGEN,168,2058,0,7,5,BEST. EIERSEKSJON,0.0,,256966377,Måseskjærveien,16842.0,12.0,,,5035,BERGEN
2240090,256333421,4601,BERGEN,168,2058,0,6,5,BEST. EIERSEKSJON,0.0,,256966378,Måseskjærveien,16842.0,14.0,,,5035,BERGEN
